# logM_cut, logM_1, logsigma, alpha, kappa
13.02141,14.06659,-2.16470,1.40101,0.54485
13.05449,13.85813,-2.75138,0.80704,0.48278
12.99792,13.67796,-1.00100,0.80956,1.48849
12.57385,14.27113,-2.06444,1.32287,1.00603
12.61870,14.35709,-0.53037,0.96271,0.61161
12.46268,14.14163,-0.70328,0.98329,1.43709
13.20875,13.62803,-0.58421,1.47352,0.97442
13.04564,13.33180,-1.38607,1.32118,0.13597
13.18363,13.88595,-1.42965,1.00020,0.52485
13.14330,13.69851,-1.47452,1.15726,1.15546
12.65212,13.41068,-0.02917,0.96887,0.24471
12.82561,13.53554,-1.61946,1.01725,0.95207
13.29845,13.48936,-0.52483,1.39427,0.67932
12.63819,13.75467,-2.89839,0.76236,0.55494
12.76262,14.21938,-1.98442,1.21557,1.03537
12.97674,13.75695,-0.76558,1.44831,0.79345
13.07983,14.19624,-2.91235,1.06017,0.41596
12.59875,13.62350,-0.48555,1.26038,0.17130
12.50294,13.67162,-0.46238,0.74209,0.73556
13.11969,14.07795,-2.58278,0.98849,0.04116
12.88911,13.40369,-2.11433,1.32726,0.44717
12.46796,14.01240,-2.69168,0.74127,0.35797
13.13438,13.28891,-0.97558,0.99246,0.66183
13.08378,13.47015,-2.57869,0.97765,0.45831
12.90685,14.39253,-1.43220,1.48406,0.31770
12.88269,14.22809,-1.55977,0.79409,0.77635
13.28606,14.34805,-0.41884,1.34913,0.50074
12.44609,13.34020,-2.36336,1.07035,0.49972
13.17704,13.81834,-0.63300,1.27565,1.36316
12.90293,13.68792,-2.50882,1.05637,0.12148
13.11195,13.36831,-2.34545,1.49900,0.76316
13.04503,13.95382,-2.23294,1.40656,0.63792
12.62351,14.10098,-1.86187,1.03144,0.34874
13.18738,14.07107,-1.25674,0.80643,0.91977
12.65965,13.75957,-1.43414,0.97938,1.48999
12.51434,13.25075,-0.54809,1.09361,0.38683
12.50590,13.52680,-0.72765,1.16908,1.16693
12.52851,13.57568,-0.72127,1.09777,0.06718
12.76966,13.59320,-0.20421,1.00968,1.24535
13.14265,13.44623,-2.10497,1.41633,1.06078
12.79642,13.57569,-2.40020,0.75449,1.01654
13.03092,13.36684,-1.18868,1.19114,1.14462
13.09684,13.72635,-1.34036,1.47674,1.28535
12.74661,13.34909,-1.54358,1.30760,0.67708
12.78785,13.23448,-0.02533,0.84700,0.62945
13.15745,13.82509,-1.24891,0.97381,0.27996
13.00275,13.87602,-1.64346,0.79525,0.00851
13.13969,13.45934,-0.31217,0.91252,0.68817
12.60249,14.10292,-1.35505,1.02537,1.18629
12.82275,13.78474,-1.09092,1.45339,0.30331
12.79047,14.35053,-1.36273,1.32127,1.25102
13.16308,13.47081,-0.30478,1.44603,0.37591
12.49652,13.71855,-0.77786,1.17033,1.18920
12.55353,13.89319,-0.03477,1.34262,1.07475
12.84281,13.28220,-0.31465,0.93034,0.89137
13.03375,13.26383,-0.29582,0.77726,1.30313
12.52912,13.96336,-0.89987,1.42457,1.27029
12.64716,13.96564,-1.36899,1.11770,0.36228
12.54732,13.40357,-1.20971,1.38780,0.84066
12.89259,13.58112,-1.93629,0.99782,0.12519
12.75394,14.34474,-1.32089,0.88564,0.26763
13.17219,13.83254,-2.31520,1.17070,0.87084
13.05614,13.31647,-2.63377,0.70811,0.58424
12.89673,13.89573,-0.08529,0.92459,1.46125
12.84703,13.93141,-0.63303,1.32857,0.34130
12.54593,13.80867,-2.20085,1.31374,1.04284
13.28264,13.75980,-2.21522,1.00840,1.15074
13.24820,13.53424,-2.42072,1.19822,1.40492
12.92984,14.03371,-0.64216,1.40005,0.65913
12.49650,14.15291,-1.78397,1.01133,0.60705
12.61875,13.95470,-2.50207,1.10715,0.73225
12.95467,14.03323,-0.13021,1.41540,0.61663
12.46048,13.29369,-1.63444,1.49499,1.43723
12.93505,14.23968,-2.16298,0.93095,0.31115
12.72864,14.07299,-1.36744,0.91915,1.32901
12.90464,13.54703,-0.71359,1.25679,1.05300
12.67450,13.88487,-0.52185,0.77093,0.61854
13.16798,13.52686,-1.42541,1.09876,1.39997
13.09203,14.13766,-1.80520,1.33330,0.63405
13.29111,14.15181,-0.87579,1.30758,1.40027
12.69372,13.26942,-0.11543,0.92934,1.20870
12.73022,14.36031,-2.51917,1.18877,1.48843
12.91162,13.88022,-1.07530,1.46967,1.24493
13.09670,13.96013,-0.86663,1.09244,0.02211
13.23754,14.25609,-1.96632,0.73549,1.02506
12.52278,13.60760,-2.21007,1.25130,1.43778
12.48985,13.38150,-1.10653,1.13217,0.57051
12.90831,13.70342,-2.04466,0.78224,0.30857
13.00006,13.38040,-2.21995,1.03670,1.28590
13.19386,13.87454,-2.04576,1.00295,0.75625
12.50120,13.28851,-2.53822,1.36477,0.33164
12.75955,13.93130,-0.42493,1.25322,0.71372
12.58576,14.19355,-1.67772,0.80503,0.16123
12.90174,13.90498,-1.30738,0.82504,1.26405
12.63616,14.39709,-0.66338,1.15350,0.01011
12.77879,14.35919,-2.04370,0.97372,0.93494
12.69740,14.15238,-2.81122,1.20090,0.53535
12.90325,13.76396,-0.42627,1.07821,0.82516
12.79458,13.77428,-2.85191,1.14573,0.16284
13.15656,14.16269,-2.67472,1.04248,0.56607
12.46754,13.58343,-1.15747,0.86499,0.98043
12.46339,14.21596,-2.80495,1.40839,0.14395
12.64215,14.33991,-2.91513,1.34675,0.34086
12.48716,13.27112,-2.25482,1.06144,0.82866
13.04955,13.44837,-0.79864,0.94558,0.01767
12.79505,14.26221,-0.43241,0.79971,1.48488
13.24881,14.28324,-2.68121,0.97652,0.94846
12.41958,13.67608,-1.91182,1.06926,1.33666
12.88998,13.68911,-0.24947,1.08522,0.50544
13.05983,13.44479,-0.45865,0.87432,0.33101
12.90004,13.40164,-1.45375,1.32748,0.40072
13.04724,13.55475,-2.71679,1.41568,1.31580
12.45606,13.57254,-1.97547,1.34405,0.99892
12.79689,14.32169,-1.08195,1.40583,0.33999
13.05359,13.81470,-0.17649,0.84352,0.25273
12.65099,13.70509,-2.64580,0.89501,1.18974
13.20337,14.21664,-1.78800,1.43807,0.51242
12.86873,13.25872,-1.92776,0.90115,0.27442
12.73064,13.61489,-0.80758,1.23917,1.26564
12.78314,13.49511,-0.71440,1.49373,0.62531
12.59341,13.79628,-1.78891,1.21410,1.20828
12.66928,13.72080,-2.14132,0.99194,0.17253
12.87339,13.28810,-0.38513,1.22612,0.21267
13.19687,13.22031,-0.16161,1.40855,1.43716
13.23904,13.75718,-2.14856,1.26756,1.08150
12.50713,13.47583,-2.38243,0.78481,0.78151
13.01476,13.26543,-0.63542,1.29687,0.24166
12.87057,13.48810,-1.58482,1.33413,0.23828
12.69504,13.49399,-1.80714,0.99352,1.11908
