# logM_cut, logM_1, logsigma, alpha, kappa
12.72480,14.02252,-0.22366,0.73027,1.37053
12.40759,14.24763,-1.27775,0.95107,0.18898
12.58768,13.46108,-1.58754,1.17353,1.33213
12.45784,14.11470,-0.94612,0.91721,1.29019
12.59288,13.33520,-1.85011,0.87972,0.95052
12.51829,13.64650,-0.30508,0.71202,0.20456
12.51874,14.38879,-2.78235,1.32116,0.34311
13.04307,13.40442,-2.47127,1.12490,0.89701
12.57287,14.17056,-1.69988,1.00672,1.12089
12.91274,13.92285,-2.09314,1.20482,1.01844
12.40098,13.42339,-0.85730,1.44956,0.86297
12.95188,14.17521,-0.68015,1.13710,0.73305
12.61092,13.81043,-2.75704,0.74412,1.33260
13.26444,13.63729,-2.04735,1.44351,0.31975
12.42667,14.33034,-1.73566,1.46885,0.73620
12.44091,14.10358,-1.61974,1.01966,1.03763
12.69084,14.25448,-1.25543,0.75564,1.06557
12.98391,14.13061,-2.42410,1.34121,0.57143
12.84550,13.54502,-1.45644,0.92353,0.73481
12.74830,14.14618,-1.43401,0.92686,0.68265
12.48191,14.08855,-0.20841,1.07980,0.69681
12.55072,13.41812,-2.64185,1.23432,0.43479
12.62003,13.22253,-2.28911,0.76330,1.05219
12.53487,14.24356,-2.89818,0.81105,0.69759
12.73583,14.29709,-1.55486,0.96798,0.13537
12.73894,13.87795,-1.15261,1.22896,0.41509
12.86340,13.65578,-2.75724,1.48347,0.29364
13.26175,14.21340,-1.74027,1.49387,0.03040
12.94682,13.54239,-1.40147,0.77265,0.41384
12.61364,13.82324,-1.30098,1.37455,0.85707
13.06865,13.58958,-1.67493,0.79486,1.11228
12.96559,13.63166,-0.88194,1.41883,0.80414
12.92713,13.58612,-0.66638,0.76931,0.79257
12.47541,13.31068,-0.70058,1.27363,0.81885
12.57938,13.44238,-0.43435,1.16328,0.31308
12.58139,14.33830,-1.92401,1.15630,1.23687
13.04916,13.49987,-2.04852,1.10910,0.18990
12.44012,14.19964,-0.41750,1.49073,0.03340
12.81854,13.33652,-1.10993,1.44457,0.57911
12.63006,13.44893,-2.81778,0.99391,0.00294
12.67691,13.45938,-2.60105,0.79282,0.45697
12.59302,14.19408,-2.27037,0.98904,1.43147
