# logM_cut, logM_1, logsigma, alpha, kappa
12.64312,14.21575,-2.92200,0.99617,0.49112
13.17195,13.22370,-2.42495,1.19955,0.06198
12.81603,13.92775,-2.42273,1.31359,0.21006
12.53054,13.52688,-1.99001,1.42642,1.07054
12.62106,13.68840,-0.46310,0.76165,0.88758
13.14488,14.30177,-2.49917,1.21566,1.43555
13.04818,14.09493,-1.50507,1.28666,1.14032
13.18709,14.05366,-1.19252,1.11908,0.62769
12.95757,14.27893,-0.27675,1.00508,0.27441
12.98556,13.76512,-1.30831,1.18487,0.59655
12.59300,13.57959,-1.88764,1.34014,0.20019
12.53980,13.49905,-2.26787,0.97349,0.00145
13.02060,14.02962,-0.59724,1.41245,0.53386
12.62145,13.41803,-2.37069,1.13390,0.44015
12.72117,14.32643,-0.54297,1.02227,0.05934
12.49064,13.44405,-2.75090,1.24919,1.31200
12.86197,13.74948,-2.33250,1.00535,0.22615
12.45568,13.43440,-1.83605,1.10310,0.56292
12.98167,13.65577,-2.08662,0.79438,0.14908
12.89229,13.42676,-1.73180,1.39477,0.11750
12.82039,13.81432,-0.91456,0.91610,0.48242
12.94343,14.19581,-0.35642,0.79621,0.06879
13.01036,13.78980,-0.70078,1.00386,0.97769
12.77690,14.18354,-1.18749,1.26649,0.31725
13.11188,13.52771,-2.09119,0.79182,0.76888
12.54387,13.60923,-2.01312,1.46102,1.26207
13.05869,13.66909,-0.68636,1.32285,1.18603
12.91446,13.86632,-2.15599,1.01745,1.24523
13.02636,13.27113,-0.96426,0.72632,0.90428
12.59887,14.01449,-1.76574,1.30203,0.78989
12.44135,13.39622,-1.36393,1.01180,0.14828
13.26155,14.14401,-1.66306,0.86136,0.80738
12.68508,13.94430,-0.86537,1.14471,0.90146
12.83784,13.82938,-0.72793,0.82483,0.82720
12.63998,13.24362,-1.48539,1.32713,0.30956
12.86068,13.56483,-2.85869,0.75908,1.20413
12.69656,13.69741,-2.45022,1.05735,0.02881
12.46388,13.89943,-0.39333,0.96658,1.26687
12.90576,13.20488,-2.32307,0.75869,0.64495
12.94910,13.50411,-1.48510,1.47730,0.08881
12.73928,13.75013,-1.07086,1.09525,0.60821
12.57222,13.28982,-2.94097,1.31336,0.61424
12.99845,13.58391,-2.48198,1.20587,0.36359
13.05218,13.21252,-0.22655,1.30636,0.19314
12.60632,13.87335,-2.20955,0.99412,1.09540
12.85121,13.69309,-2.37310,1.22193,0.38859
12.40663,13.87954,-1.89104,0.71437,0.63646
12.59109,13.32981,-2.78966,1.46673,1.18135
12.96887,14.36060,-2.52494,0.99710,0.48123
13.04326,13.57728,-1.55567,1.07256,0.14474
12.58633,13.44451,-0.69722,1.19046,1.47361
12.63687,13.33242,-0.32653,1.02009,0.61623
12.41770,13.41884,-2.99871,1.21574,0.82224
12.49781,13.73283,-0.29358,1.05634,0.81806
12.68447,13.48656,-2.34555,0.82640,1.27981
13.12965,13.68437,-0.60601,0.90765,1.13822
13.04763,13.68169,-2.45318,0.94738,0.63212
12.50708,14.18206,-0.05269,1.10645,0.67215
13.22669,13.42608,-0.78109,0.89722,1.30965
13.25844,14.37177,-0.02877,0.87726,0.97460
13.02957,13.22025,-1.18645,1.03959,0.73844
12.50837,13.90228,-0.64983,1.36906,0.32184
12.78662,14.14862,-2.78477,1.39137,0.86715
12.42394,13.66452,-0.66806,1.45606,1.07719
13.21923,13.29782,-2.28877,1.05344,1.39305
12.50383,13.83955,-1.72570,1.44428,0.85343
12.72177,13.89024,-1.29070,1.06336,0.17877
12.51805,13.25620,-0.70682,1.34043,0.67752
13.20127,14.21401,-2.74499,0.77340,0.90294
12.89291,13.83230,-0.84570,1.04960,0.61130
12.68794,13.78510,-0.77946,1.13655,1.04242
12.41570,13.97373,-1.70271,1.26629,0.04669
12.86713,13.80971,-0.61743,0.81906,0.21611
12.46381,14.16571,-0.37120,1.36292,1.34212
12.68053,13.86444,-0.02136,1.17648,0.97937
12.45248,14.15795,-0.85483,1.13370,1.43901
12.69294,14.14087,-2.48307,1.36060,1.02154
12.84984,14.25314,-2.78783,1.37184,0.08429
13.26541,14.15759,-2.74336,0.90422,0.91079
12.49928,13.79999,-2.68737,1.12265,0.54597
12.56824,13.46836,-1.33773,1.13422,1.43620
12.83159,13.79801,-0.00177,0.82544,0.76553
12.72881,13.78958,-2.55173,1.19324,1.17282
13.19581,13.84718,-1.01144,1.24169,1.21676
13.26144,14.13506,-2.50137,1.44309,0.78019
13.28809,13.64218,-1.49643,1.19218,1.02012
12.50443,14.23277,-2.53655,1.27513,1.36337
13.19079,14.21512,-1.54268,1.35318,0.66517
13.22114,13.44550,-2.65269,1.09490,1.06916
12.88343,13.34278,-0.11731,1.44024,0.30541
12.98343,14.06045,-1.45018,1.47077,0.38562
12.88219,13.69993,-1.15886,0.92152,0.88038
13.13894,14.02842,-2.18039,0.84160,1.19081
13.03904,14.19878,-0.34069,1.03851,0.13986
13.21569,13.67783,-1.89074,1.23913,0.34227
12.89295,13.78542,-0.85589,1.39589,1.41152
12.78333,13.54051,-2.72585,1.04528,1.24331
12.56752,14.31513,-2.23377,0.97057,0.73083
12.65338,13.56285,-1.59537,1.10081,0.46433
12.52281,13.22121,-1.32257,1.21633,0.64010
12.72375,13.58708,-1.81948,1.18106,1.40204
12.75473,14.38738,-0.15657,1.31658,1.06212
13.10983,14.13082,-2.06050,1.31758,0.86547
12.87731,14.18473,-0.56406,1.47429,1.00423
13.15541,13.20379,-1.20537,1.34960,0.26545
13.17513,13.86020,-2.89487,1.03769,0.85094
13.23761,14.06764,-0.33480,0.89453,0.76193
12.89454,13.31096,-0.18995,1.19748,0.57737
12.83314,13.39011,-0.30127,0.92966,1.04967
13.18174,13.67803,-0.86915,1.48511,0.44259
12.71777,13.50299,-0.80816,0.88426,0.21379
13.18388,14.14156,-2.39010,1.41009,0.36589
12.69163,13.44486,-2.17766,0.75573,0.92938
13.20401,13.52474,-1.65520,1.12149,0.47983
13.27165,13.42581,-0.49412,1.15256,0.14783
12.68429,14.36131,-1.20641,1.08766,0.63133
12.90913,13.47218,-1.05467,1.26838,0.76852
12.46015,13.94517,-0.47194,1.10651,0.14521
12.53470,13.64913,-2.62913,0.94954,0.77442
13.05091,13.24004,-1.83645,0.78654,0.47552
12.87449,13.88625,-0.41581,1.13951,1.12472
12.56064,13.36829,-1.82424,0.96100,0.85978
12.90844,14.16832,-0.41785,0.71788,0.56325
12.81789,14.11679,-0.27058,1.38855,0.15412
13.21067,14.35028,-2.26037,0.72753,1.48915
13.27081,13.24694,-1.03634,1.35786,1.07669
13.10528,14.16895,-0.39063,1.41350,1.48730
13.18191,13.37740,-2.75881,1.14568,1.43594
13.07079,13.35951,-0.77062,1.16719,0.74058
12.67105,13.95633,-2.72505,1.04231,0.22823
12.69274,14.28662,-0.66488,0.79345,0.60315
13.21109,14.23195,-0.21605,1.46305,0.18574
12.58331,13.29316,-1.26987,1.03381,1.17616
13.10407,13.56537,-0.22433,1.09047,0.05505
12.45704,13.67647,-1.78695,1.29547,1.38626
12.89677,13.88181,-2.73923,1.12074,1.38636
13.22627,14.20328,-1.05337,1.12464,0.03993
12.90529,13.60719,-0.23605,1.21036,0.84664
12.51085,13.87078,-1.57079,0.99589,0.86666
13.17940,13.95781,-1.86933,1.24890,0.91036
12.65403,14.12389,-1.52700,1.23110,0.46777
12.59067,13.80565,-2.38765,1.13524,1.29768
12.99618,13.34626,-2.04642,1.45713,1.05784
13.17881,13.94677,-0.23457,1.32249,0.36121
12.88840,13.35200,-1.07450,0.80519,1.02252
12.50664,14.03063,-0.87514,0.83427,0.91370
13.13633,13.69685,-1.38505,1.41209,1.15807
12.44122,13.96656,-2.93573,0.93538,0.63626
12.82642,13.26439,-2.77389,1.45949,0.00771
12.74149,13.48163,-0.93612,1.05541,1.08702
12.55113,13.24182,-1.93344,1.33471,1.25317
13.21926,13.71923,-1.70733,0.80782,1.40883
12.45879,13.63927,-1.94778,1.07437,1.06055
12.85506,14.21350,-0.51738,0.71256,1.44219
12.56463,13.81538,-1.21056,0.75027,1.16808
12.89171,13.62030,-1.28716,1.25802,0.40682
12.69694,14.39914,-1.44718,0.72612,0.84556
12.89539,13.26593,-0.15685,1.42269,0.92146
12.65029,13.90425,-1.41434,1.22171,1.38456
12.51817,13.73277,-2.98802,0.71796,1.13112
12.97623,14.12263,-1.69275,1.03622,1.09755
12.93700,13.97395,-1.74703,0.97678,1.37546
12.73404,13.74953,-2.75866,1.21060,0.28545
12.52404,14.34445,-1.31439,0.89494,0.00141
13.29293,14.28979,-2.54990,1.04536,0.27960
13.26259,13.34280,-2.92266,0.74563,0.89494
12.88973,14.18115,-1.98086,0.99416,1.06279
12.46682,13.81908,-0.33691,0.76843,0.80248
12.74482,13.23377,-2.82313,1.17357,1.29147
12.71464,13.84406,-0.82029,0.99624,0.21890
12.59218,14.29325,-1.10918,1.45065,0.52636
12.42030,13.28741,-2.24618,0.80315,1.46449
12.61057,13.35832,-2.98518,1.41011,0.46257
13.07455,13.91487,-0.46123,0.70115,1.23111
13.21283,13.63581,-0.17072,0.70325,1.47431
12.95715,13.49030,-1.27076,1.43747,1.45874
12.47996,13.65464,-2.29819,1.31756,1.48303
13.13787,13.65039,-0.78654,1.25402,1.23085
12.75264,13.24872,-1.10608,1.37035,1.36484
