# logM_cut, logM_1, logsigma, alpha, kappa
13.03264,13.52815,-1.04511,0.72083,0.53293
13.05211,13.24156,-0.04071,1.29376,1.12070
12.63313,13.22406,-0.84893,0.75403,1.40120
12.93996,14.04043,-1.49427,0.83609,0.86963
12.58362,14.35267,-0.62575,0.98909,0.62318
12.88814,14.36991,-2.16264,1.18914,0.59099
12.85023,14.28287,-1.88495,0.85108,0.79797
13.28113,13.99673,-2.12475,1.22077,0.44242
12.84307,13.45480,-2.55439,1.09492,1.10731
12.59977,13.20650,-1.92234,0.81167,0.78645
12.76423,14.08559,-1.98325,1.40805,0.36825
13.16125,14.22016,-2.44964,1.28584,0.08070
12.99683,14.26928,-2.28752,0.91239,0.85227
12.74046,13.51555,-1.62649,0.89409,0.16120
12.91749,13.87350,-0.50309,0.99406,0.95585
13.08995,13.69883,-2.25838,0.92341,0.19330
13.21641,14.28920,-2.40923,0.89381,0.64375
13.03545,13.83126,-1.13669,0.82373,0.25802
13.05103,13.35129,-2.06241,1.42886,0.08083
13.07880,13.30058,-0.87103,1.37301,0.61136
13.08010,13.75289,-0.22108,1.17466,0.91554
12.79184,13.22818,-2.73010,0.76347,0.72802
12.95380,14.03456,-1.49772,1.01457,0.14348
12.95540,13.83489,-0.82740,0.89133,0.83003
13.00055,14.24771,-0.84272,0.94109,0.50116
13.20422,13.87867,-2.96265,0.73161,0.37765
12.88426,13.85770,-0.11022,1.09754,0.33755
13.06118,14.08399,-2.36062,1.15654,1.10722
12.98170,13.66771,-2.79495,1.17122,0.28755
12.69464,13.98938,-1.34031,1.18530,0.18605
13.13575,14.12732,-0.69029,1.09924,1.05183
12.72224,13.42600,-0.54585,1.16713,0.10534
12.48813,13.73540,-1.76414,1.15600,1.28131
13.26520,14.22328,-2.86595,1.06735,1.23630
12.50199,13.51717,-0.16408,1.00473,1.35643
12.57218,14.09486,-1.50072,0.77248,0.02224
12.92893,14.32450,-2.85399,1.20383,1.47332
12.94607,14.00883,-1.90698,1.16998,1.17691
13.15934,14.17120,-1.26968,1.40983,0.12909
13.07302,13.53615,-1.69736,0.98864,1.16628
13.25337,13.33514,-0.82748,1.01102,0.53435
12.42490,13.93471,-1.66537,1.47537,0.16623
13.23121,13.25073,-2.69178,1.16754,1.38449
13.20068,13.41474,-0.87523,0.92211,0.72512
12.85663,14.37909,-1.28987,0.98851,0.16266
12.72239,13.49984,-1.64098,0.78455,0.36242
13.05244,14.39933,-1.04828,1.39277,1.42145
13.16622,14.15863,-0.38172,1.18187,0.98677
12.45063,13.75704,-0.66576,1.01270,1.47040
13.21596,13.49929,-2.43164,1.28126,0.66970
12.48838,14.32975,-2.72018,1.42433,1.00202
13.22165,13.54956,-1.40356,1.41102,0.35347
13.12109,13.95694,-0.49473,1.11173,0.27513
12.65039,14.15627,-0.97073,1.45414,0.03729
13.26059,13.86930,-2.58615,0.74120,0.44252
12.58438,13.89700,-2.51753,0.98133,0.57140
13.06840,13.68745,-0.14450,0.83232,0.99394
13.20862,13.45808,-2.54685,0.80878,0.77009
13.19809,13.92641,-2.37891,1.47677,0.48047
12.58953,14.21803,-0.58377,1.12134,0.83780
12.45314,13.50386,-2.71214,1.31746,0.36579
12.59022,13.74335,-1.66011,1.42697,0.65881
13.09359,13.37748,-1.73088,0.81448,1.28921
13.28147,13.27176,-0.09649,0.94372,0.21992
12.69405,13.51748,-2.55980,1.13983,0.28692
13.10613,13.68831,-0.25915,0.70842,1.28104
12.48574,14.22145,-1.87028,0.89010,0.95815
12.49184,14.27208,-1.95101,1.32122,1.12970
12.76545,14.20026,-0.17575,1.17716,0.49738
13.14227,13.81260,-2.82536,1.40871,1.07405
12.83877,14.26854,-1.23660,1.29612,0.39476
13.22741,14.37641,-2.48238,1.47599,1.45252
13.12787,13.22276,-1.17524,1.01193,1.13208
12.96188,13.76961,-0.26552,1.32649,0.70933
12.45890,14.16664,-2.61005,1.23657,0.97018
12.99244,13.30908,-1.43324,0.93596,1.13978
12.40335,13.60071,-0.86077,1.36878,1.28409
12.73802,13.51377,-2.38683,0.73660,0.29777
12.74756,13.51086,-2.47206,1.02054,0.13046
12.54165,14.07730,-2.57137,1.43715,1.17568
12.78457,13.67807,-1.10289,1.28116,0.35018
12.83827,14.23146,-2.71382,0.88900,1.18536
12.64976,14.13736,-0.04416,1.12604,0.86746
12.88874,14.01616,-1.58467,1.49658,1.09168
13.14529,13.59597,-1.62340,1.17152,0.44912
13.12257,14.30304,-2.42742,1.01677,0.06028
13.23037,13.37169,-2.26107,0.84087,0.50201
12.42524,14.21908,-2.80635,1.10658,1.34206
13.26784,13.51690,-1.67995,0.93423,0.55214
12.62166,13.31626,-2.18637,0.74960,1.22135
13.05592,13.83058,-1.50822,0.91096,0.74456
12.55775,13.24556,-1.16684,1.19893,1.15008
13.23644,13.37444,-2.64373,0.87708,1.01412
12.72194,13.40824,-1.29457,1.46765,0.28546
12.65841,13.46845,-1.98014,0.72328,1.43982
12.56003,13.29078,-2.27308,1.11263,0.43932
13.22009,13.90324,-2.41946,0.74231,1.44380
12.93104,13.29017,-2.96349,1.43071,0.95042
12.55584,13.62376,-1.28992,1.34719,0.11871
12.87038,13.92074,-2.39850,1.05646,0.84117
13.23591,14.01511,-2.06468,1.20369,0.11612
12.64348,13.56106,-0.15805,1.23826,0.96910
13.19804,14.16882,-2.49268,1.30893,1.03971
12.49381,13.36732,-1.34780,0.85451,0.29143
12.40180,13.71811,-2.02181,1.25080,0.41256
12.89032,14.31097,-0.53750,1.10677,1.01470
12.69849,13.65086,-2.95174,0.94350,1.08340
13.20590,13.95678,-2.72755,0.74372,0.38009
12.90833,13.93922,-1.08944,0.72086,0.10691
12.44510,13.74297,-2.24023,0.91689,1.41135
12.47016,13.88956,-1.08759,1.27992,0.65022
12.74329,13.92029,-1.56901,1.33397,1.44529
12.44769,13.81766,-0.85226,1.08528,0.25822
13.00409,13.66534,-2.25607,1.01287,0.33979
12.42179,13.73500,-2.80593,0.99838,0.22446
12.90150,13.64292,-0.99705,0.87403,0.86938
13.27885,14.12594,-1.37081,1.19812,0.62527
12.87924,13.73703,-0.31674,1.49873,1.01789
13.23691,14.04493,-0.49314,0.85162,0.88607
12.85989,13.83599,-2.95389,1.01516,1.03478
12.92273,14.36845,-0.87016,0.73972,0.35485
12.86233,14.20952,-0.93072,1.11249,0.24339
12.69743,13.61463,-1.15129,1.34894,1.01798
12.77629,14.23739,-1.81209,1.17829,1.48866
12.55925,13.32210,-2.75734,0.90829,0.55659
12.58374,13.64672,-0.58397,1.49742,0.79479
12.93682,13.87735,-0.87649,0.86286,0.95335
12.81979,14.23743,-2.06215,0.77340,0.88733
12.74374,13.22957,-2.29890,1.14053,0.88109
13.17460,14.32317,-0.27777,0.78842,0.82903
13.02694,13.43606,-1.50830,0.83889,0.80361
12.83557,13.71418,-2.16232,1.02451,0.68514
12.85678,13.92147,-1.48444,0.81726,1.02895
13.26104,13.42970,-1.95653,1.02276,0.01949
12.77946,13.80424,-0.67321,0.88592,0.10281
13.21678,14.01447,-1.16222,1.39191,0.52140
12.91578,13.74875,-2.07955,1.24110,0.31927
13.27514,14.11917,-1.78722,0.77267,1.24526
12.84939,14.18296,-0.52433,1.31296,0.01332
13.16448,14.38046,-0.67325,1.17177,0.99575
12.46602,13.97387,-1.46998,1.25274,0.54723
12.74340,14.26383,-0.71110,1.37123,0.92143
12.75334,13.23129,-1.38790,0.75873,1.16294
12.48895,14.10834,-1.71370,0.77875,0.46612
12.83918,14.36997,-1.04283,1.14186,0.55037
12.91796,13.93939,-1.64742,1.27692,0.33443
12.78342,13.92614,-2.65637,0.91227,0.90897
13.12686,14.04256,-2.15843,1.11265,1.06133
12.42491,13.61058,-1.46399,1.33055,0.10558
13.15573,13.87531,-1.70012,1.09355,0.08214
12.76068,14.30186,-1.78988,1.01539,1.27045
13.06637,13.30513,-2.60386,0.99565,1.19169
12.52129,13.61976,-2.91089,1.14930,0.71637
13.01466,13.39842,-1.85699,1.18781,1.35834
13.12944,13.88869,-2.31222,0.72158,0.20921
12.65554,13.49446,-0.06258,1.07194,1.22432
13.12816,13.76721,-0.76795,1.28081,1.11539
13.14642,13.26824,-0.96937,0.90723,0.30861
13.28221,14.05484,-2.00912,1.36577,1.28111
13.04279,13.59586,-0.44052,1.02695,0.69547
12.46483,13.87167,-1.35908,0.74208,0.05940
12.79098,14.35548,-1.35309,0.84428,0.76372
13.13460,14.00444,-2.00081,1.15824,0.22026
12.90310,13.37528,-1.74380,0.84680,0.63042
12.81206,14.36331,-2.91468,1.28480,0.15013
12.58904,13.66464,-2.51542,0.76764,0.08945
12.42603,14.34769,-0.99627,0.77754,0.59355
12.60900,13.54467,-2.28027,1.02722,1.48340
12.52563,13.20613,-1.16770,1.04660,0.40041
12.96591,13.87889,-0.58373,1.46518,1.42107
13.09046,13.38130,-2.71254,1.02781,0.37057
12.49473,13.84397,-2.13117,0.88373,0.31562
12.67923,13.46219,-2.90889,0.89556,1.33018
12.68107,14.15568,-0.54185,1.14980,0.11039
12.89646,14.27549,-1.10619,1.30869,0.48918
12.54459,14.06998,-2.20662,0.81886,0.60789
12.89670,13.97773,-2.03327,1.13536,0.21356
12.96664,13.21176,-2.53830,0.76074,0.28352
12.91582,13.68344,-0.41040,1.17708,0.90126
12.73691,14.02030,-2.18642,1.38641,0.51891
13.02342,14.08753,-0.91950,0.79542,0.21749
12.51668,13.96966,-2.94204,1.40373,0.00125
12.70300,13.86162,-1.14237,1.03353,1.13303
12.55237,14.12606,-1.77031,1.37251,1.06852
13.10144,13.65421,-2.70999,1.43940,1.02004
12.97070,14.39839,-0.21174,1.15081,1.02963
13.02605,13.61351,-0.84672,1.35515,0.39256
13.06984,14.01906,-1.72121,0.73461,0.16386
12.66973,14.02415,-0.42725,0.73467,0.64936
12.56509,13.80436,-0.12620,1.39854,0.12762
12.74031,14.28538,-0.24591,1.29349,1.09955
12.68846,13.58723,-0.77099,1.09026,0.67147
13.25475,14.21486,-2.00768,0.78454,0.52452
12.90597,13.27610,-2.60452,1.00322,1.01265
12.43695,14.05763,-0.17562,1.34054,0.21961
13.06240,13.51959,-1.68002,1.22989,0.05233
12.62722,14.20457,-1.38281,0.87703,1.14235
12.89329,13.75620,-2.32338,1.39448,1.05004
12.59955,14.10370,-0.26092,0.76866,0.27150
13.05495,13.65575,-0.62888,0.99184,1.27765
12.70276,13.60387,-1.95857,1.45640,0.28275
12.67938,14.00017,-2.07938,1.08087,1.28316
12.97782,13.45479,-1.46987,1.06269,1.18882
13.24720,14.24049,-2.67102,1.03645,0.08719
12.48267,13.29488,-1.95806,0.82318,0.54908
12.51131,14.33963,-1.40094,1.44594,0.81931
12.86831,14.02732,-0.90646,1.23949,0.50002
12.99142,13.76035,-1.49684,1.48127,1.10746
13.08504,13.25826,-2.17316,1.25155,0.59620
12.43524,13.30467,-2.92537,1.17637,1.02098
12.94160,13.97221,-1.91858,1.21484,1.17460
13.17125,13.94242,-0.72264,1.49863,1.17103
13.25267,13.57103,-0.87059,1.40432,1.42260
12.41130,13.58512,-0.63456,1.09331,0.29445
12.81921,13.38333,-0.09519,0.89169,0.44542
12.99653,13.95897,-2.37822,0.90905,0.93375
12.97982,14.37176,-2.72809,1.02532,0.77938
13.09820,13.55412,-2.65539,1.43221,1.47621
13.00411,13.87288,-1.59478,0.89306,0.60295
13.06827,13.27725,-0.48931,1.25191,1.18749
12.69160,13.27094,-0.33984,1.41866,0.57996
12.51982,13.22216,-2.10827,1.03338,0.97152
12.43516,13.50535,-0.97419,1.09208,0.52370
12.90605,13.45774,-0.88722,0.95844,0.62234
12.98997,14.04184,-1.91769,1.38818,0.35929
12.68292,13.99625,-1.75218,1.19232,0.56058
12.96377,14.15977,-2.91185,1.26543,0.73308
12.75512,13.44986,-0.26617,1.28187,0.15450
