# logM_cut, logM_1, logsigma, alpha, kappa
12.71150,14.20704,-0.40263,0.95035,0.54413
12.54802,13.82653,-0.46707,0.99037,0.34650
12.63639,13.70208,-1.00513,0.89745,1.16891
12.43285,13.79629,-0.77176,0.94199,0.69619
12.59744,13.81571,-0.18819,1.18527,0.60258
12.49643,14.34031,-0.05507,1.14217,1.44602
12.76416,13.49839,-0.74146,1.15965,0.61002
12.49946,13.65091,-1.70836,1.45393,0.55002
12.41069,14.23177,-1.63512,1.21029,1.12279
12.45657,13.70724,-0.61666,1.11276,0.65671
12.46728,14.17037,-2.96722,0.97818,0.01436
13.20088,13.62490,-0.64947,1.17371,0.49879
12.79669,14.19913,-2.26565,1.36932,1.31422
12.79327,13.74309,-0.62872,1.24563,0.54318
12.61809,13.99521,-1.31547,0.74748,1.26485
12.68740,14.13987,-2.14407,1.13172,0.50454
12.59544,13.21267,-2.04492,1.07707,1.48715
13.08497,14.23589,-1.30317,1.12162,0.25587
12.90468,13.32622,-2.77461,1.05704,0.20622
13.00465,14.37251,-1.01547,1.03239,0.98386
12.45240,13.39050,-1.67216,0.77755,0.52343
12.80256,13.44284,-0.82588,1.39795,0.71909
12.94837,14.00151,-0.48418,1.06627,0.19428
12.65171,14.08796,-0.50244,1.05428,1.47344
12.57701,13.56015,-0.40372,1.15681,1.24630
13.17374,13.68813,-1.19302,1.28254,0.76401
13.27249,14.35856,-0.83754,0.85314,1.49554
13.03156,13.26774,-2.61513,1.04306,0.55868
12.65297,13.82299,-1.59882,1.37385,1.24222
12.49303,14.36036,-1.42118,1.31569,1.36136
13.20285,13.37106,-1.85048,0.88398,1.07636
12.91923,13.48484,-2.42846,1.16791,0.74841
12.73605,13.85604,-2.09079,1.35758,0.25365
13.07911,13.56848,-2.29393,1.35195,1.03952
13.01064,13.65763,-0.89489,0.78125,1.12637
12.71581,13.64608,-1.04618,1.32343,1.21523
13.27509,13.99131,-2.19167,1.31431,1.40708
12.60211,14.29924,-2.29129,1.29713,0.96803
12.50840,13.27905,-0.47079,1.31148,1.28437
12.46617,13.60327,-2.70816,1.39156,0.20649
12.42430,14.28855,-2.99373,1.46455,0.20823
12.49979,13.40374,-1.68215,1.20079,0.30771
12.73985,14.25570,-0.53532,0.72305,0.84901
12.47496,14.39002,-0.34847,1.10808,1.19544
13.09398,13.28687,-0.03263,0.89273,0.42623
13.17474,13.42684,-2.29409,1.00751,0.15646
13.11635,13.70902,-2.12166,1.40836,1.43228
13.15530,13.27881,-0.33390,1.22614,1.49306
13.02689,13.75478,-1.96519,0.98892,1.13032
12.48034,13.28830,-2.85093,1.18898,1.07730
