# logM_cut, logM_1, logsigma, alpha, kappa
12.87603,13.35392,-0.50176,1.43817,1.22477
12.88435,13.42115,-2.47646,1.29992,0.62085
12.61770,13.22611,-2.55492,0.83560,0.27829
13.23292,13.79840,-2.43141,1.28905,0.45954
13.17784,13.92847,-2.73793,0.98455,0.55498
12.96793,13.63078,-0.48172,0.80690,1.15888
12.41199,14.12810,-1.02414,1.01645,0.96817
12.93809,13.47430,-0.62462,1.12619,0.73058
13.21347,14.17901,-2.48521,1.10650,0.82631
12.54630,13.36692,-2.37008,1.13053,1.10484
12.55670,14.16324,-0.10235,0.84773,0.09165
12.79796,13.71820,-2.31628,1.26935,0.91944
12.79031,13.67070,-0.24520,1.05900,1.43921
12.85919,14.34745,-2.23473,1.20833,1.16048
12.58556,14.09833,-1.62778,1.22701,1.12355
12.57406,14.31294,-2.78160,0.79176,0.61541
12.94147,13.68093,-1.71551,1.01583,1.47546
12.98477,13.85055,-0.52715,1.35045,0.32481
13.12533,14.27698,-0.58753,1.23285,0.80581
13.19573,13.24541,-1.47626,0.80737,0.83684
13.17356,13.68212,-0.86032,1.09253,0.53000
12.50080,13.97998,-2.62315,1.02323,1.22345
12.56660,13.39432,-2.58595,0.93659,0.93617
12.67839,14.23033,-0.62474,1.22575,0.13575
12.81716,14.05526,-1.20797,0.98989,0.80071
12.94716,14.08470,-2.51294,1.24576,0.80611
12.86964,13.20586,-1.44397,1.09940,1.17480
12.81233,13.65589,-1.56512,0.76065,0.91265
12.41164,13.60028,-1.19443,0.75326,1.23548
12.63272,13.43574,-0.14715,1.10086,1.49903
13.29153,13.47381,-2.80691,1.17518,0.45359
13.27481,14.22510,-2.65376,0.91143,0.42486
13.03111,13.27320,-0.41932,0.93414,0.91618
13.16800,13.41020,-0.68438,1.32297,0.79945
12.70518,13.58662,-2.48428,0.94934,1.35456
12.76879,14.35210,-1.95952,1.33958,0.51547
12.46173,13.75738,-2.27645,1.04437,1.11167
13.09870,13.39208,-0.04326,0.96636,0.04100
12.52182,13.21318,-0.40858,1.15098,0.31111
12.97602,13.82349,-2.45772,1.19738,0.31647
13.26546,13.79669,-2.41636,1.45629,0.70434
12.47823,14.37914,-0.50153,0.73796,0.40382
13.28625,13.44789,-2.89361,1.23304,0.20549
12.76746,14.29019,-2.03672,0.83133,0.59550
13.03453,13.30224,-0.47134,1.05530,1.48779
12.76508,13.30511,-1.76989,1.03582,0.83575
12.48321,13.65166,-2.32684,1.02636,0.85376
12.67281,13.88929,-0.57678,1.41634,1.35569
12.49659,13.90423,-1.70205,1.39933,0.16811
13.14731,13.31021,-0.22167,0.94542,0.80031
12.98400,14.07349,-0.56774,1.23975,0.90582
12.83236,13.59409,-1.87491,1.47213,0.27547
12.57950,13.67912,-0.70293,1.18521,0.15694
12.60343,14.15848,-2.34646,1.29322,0.35543
12.45863,13.63463,-2.54065,0.87220,0.38924
12.56031,14.02241,-2.95900,1.36524,0.27274
12.51791,14.28648,-0.62037,0.92478,0.01366
12.52237,14.16068,-0.40156,1.24232,0.50875
12.91211,13.20345,-0.31479,1.42508,0.26667
12.98296,13.83596,-1.41229,0.77938,1.47570
13.18260,13.41523,-1.14474,1.13838,0.27884
12.89378,13.33978,-2.27573,1.31499,0.61187
12.76228,13.92911,-1.58294,1.17302,0.18848
12.49830,13.59949,-1.72247,1.19445,0.08673
12.88717,14.00892,-2.11970,1.26203,0.19767
12.70475,13.97398,-1.49030,0.86896,0.69027
12.93479,13.89376,-1.06970,1.08741,1.39277
12.88379,14.03264,-1.32849,1.07387,0.88856
13.14558,14.08992,-0.54580,1.45279,0.13535
13.19102,13.46438,-0.46935,0.88463,1.17736
12.64169,13.45304,-0.89533,1.45300,0.52251
13.15864,14.37149,-1.69836,0.95928,1.21087
13.02684,13.92739,-2.55092,0.93756,1.24510
12.56304,13.49210,-1.88390,0.82288,1.23718
12.87871,14.28720,-0.22003,1.26725,1.02203
12.92072,13.42185,-1.15627,0.78749,0.38465
13.03032,14.09011,-2.82244,1.05122,0.37737
12.98880,13.51808,-1.25914,1.24585,1.06184
13.04678,14.14581,-1.94554,0.70589,0.05657
12.92546,13.56529,-1.22564,1.31986,0.64156
13.25777,14.11410,-1.30154,0.73660,0.20841
12.57786,13.49650,-1.65915,1.21151,0.99625
13.27715,13.46529,-0.98653,1.34451,0.22472
12.99572,13.90077,-2.55476,0.79127,0.58589
12.41668,13.52097,-2.46409,1.10388,0.42560
12.87337,13.58208,-1.52930,1.46995,0.96014
12.91450,13.65868,-2.29364,1.49009,0.69720
12.48806,14.21914,-0.73061,0.82625,0.17802
12.42196,13.48474,-2.35096,1.43937,0.86053
13.01586,13.37237,-0.35976,1.06902,0.32489
12.73976,13.43910,-0.85613,1.06208,0.21988
13.20438,13.56811,-0.53033,1.23398,1.29089
12.94054,13.22037,-0.04137,1.10003,0.09033
13.21933,14.32614,-2.58904,0.95555,0.84762
13.06786,14.33159,-2.51712,0.97105,0.65298
13.06860,13.74531,-1.94287,0.82957,1.43010
12.50242,14.10186,-2.51611,1.27607,0.21064
12.72303,13.95307,-0.30753,1.18930,0.99086
13.24455,13.26283,-2.20162,1.22253,0.26866
12.62608,13.85900,-1.71273,1.05878,0.36684
13.07584,13.45737,-1.43849,0.71526,0.03083
12.62832,14.27064,-0.71828,1.06376,0.69338
12.42828,13.22735,-2.52420,1.28709,0.92319
12.55589,13.49987,-0.78036,0.84974,0.85422
12.77799,14.27495,-0.35187,1.39089,1.42183
12.54417,13.41328,-1.28438,1.41387,1.22116
12.73353,14.19966,-1.89644,0.89219,0.61181
13.29798,13.86971,-0.08354,0.76072,0.50680
13.05855,13.52848,-2.19125,1.49852,0.09298
12.81013,13.87294,-1.55148,1.00864,1.18239
13.13177,13.58325,-2.11869,1.08343,0.78090
12.59184,13.98384,-0.72873,0.84830,0.41576
12.42711,13.49485,-0.81802,1.02393,1.49545
13.25663,13.71398,-0.91530,0.98902,0.91118
13.00114,13.21414,-1.31011,0.76972,0.93594
12.48887,13.47202,-1.69433,1.22712,0.21601
12.45612,14.16384,-0.89892,1.39702,0.26552
12.79614,14.35597,-1.93201,1.22936,0.55379
12.65021,13.69020,-0.33052,1.04869,0.50987
12.44232,13.65260,-2.87124,1.23116,0.17294
13.25146,14.19784,-0.83326,1.12274,1.29703
12.88034,14.22467,-2.26004,1.10238,0.28516
12.45769,13.21752,-2.88934,1.04903,0.39920
12.83376,13.85945,-0.36668,0.80123,1.07316
12.77907,13.62179,-2.92354,1.48220,0.32602
13.12844,13.49089,-0.94521,0.79768,1.09984
12.76795,13.86496,-0.56018,1.06162,0.05027
12.48917,14.17873,-1.47179,0.73633,1.03267
12.73811,14.37567,-2.97606,1.24798,0.46626
12.98138,13.81341,-1.84600,1.47391,0.95915
12.52362,14.28466,-1.02963,1.20584,0.87993
12.41339,13.55711,-1.49498,1.40018,0.75527
12.66524,13.65810,-1.11771,0.78704,1.30362
13.28381,13.50670,-2.95476,1.29923,0.18768
12.52027,13.27345,-0.94959,1.08714,0.30651
12.81791,13.36645,-2.64389,1.40687,0.61946
13.17118,13.85579,-2.48763,0.83105,0.61724
13.06291,13.49855,-2.40465,0.88197,0.06502
12.93874,14.29604,-2.01407,1.30601,0.03659
12.83848,13.57938,-0.66376,0.82646,0.65287
12.49181,13.85593,-2.40196,1.43373,0.00749
12.41374,13.66560,-1.82030,1.15169,0.60659
12.96399,13.24626,-1.17820,1.05529,1.03713
12.78923,13.26341,-2.54857,1.01194,1.25063
12.46152,14.35101,-1.75590,0.96818,0.87612
13.01647,14.09986,-0.03496,1.48331,0.82647
13.26174,13.94828,-0.48263,1.00439,0.13336
13.00473,13.67336,-0.26138,1.45686,0.71482
12.44394,14.32992,-0.46764,1.45921,1.30667
12.56458,13.65947,-0.90268,0.72095,0.16195
13.26943,14.14270,-1.51027,0.86390,1.20902
12.66124,13.55745,-0.94210,0.77131,0.98032
12.84183,13.60084,-2.54979,1.05321,1.02624
12.43350,13.41735,-0.62894,0.87016,1.46487
12.88479,13.42099,-2.47685,1.00053,1.35190
12.91332,13.24487,-2.66714,0.82691,0.64342
13.25896,13.63357,-0.09457,1.06943,0.33287
12.54494,14.18269,-1.39763,1.08229,0.60422
12.44857,14.24529,-1.28874,1.47418,0.51271
13.03565,13.87291,-2.65666,0.75166,0.94586
13.06619,14.12202,-2.48453,1.02854,1.04769
12.73931,13.84615,-1.46386,1.40588,0.19485
12.44252,13.57789,-2.87673,1.32688,1.20765
13.08553,13.85561,-2.06528,0.88880,1.33041
12.45801,13.42987,-2.91359,0.80752,0.76044
12.52846,13.20794,-1.78740,0.84314,0.89647
12.62227,13.76176,-1.90631,0.94466,0.70704
13.04988,13.99212,-1.07498,0.89984,1.09899
12.56024,13.99821,-1.32248,0.97011,1.19259
12.87947,13.31908,-1.23576,1.26925,0.08842
12.84909,13.84868,-1.42083,1.01230,1.42355
12.70848,13.79998,-2.84387,1.41116,0.47572
12.45925,13.43423,-0.02442,1.22329,0.43346
13.13653,14.31197,-1.37399,1.27160,0.36427
12.44215,13.33729,-1.17271,0.91860,0.72404
12.57502,13.99699,-0.35140,1.03411,0.63298
12.41520,13.87586,-2.54429,0.96597,0.78984
12.41694,13.38881,-0.21393,1.18626,0.89128
13.09396,14.19682,-2.36332,0.72040,0.80725
12.70332,13.42506,-1.64498,1.23250,1.13969
13.09356,13.63592,-0.79541,0.72875,0.73338
12.78594,13.65663,-2.60888,1.44945,0.46340
12.80740,14.21028,-2.32036,1.15477,0.98913
12.62367,14.34695,-1.80446,1.19436,1.25255
12.58130,14.02182,-1.10601,1.04333,0.58392
13.29694,14.09388,-1.03935,1.47290,0.30817
12.83512,13.23334,-0.06182,0.96322,0.29619
12.40637,13.76098,-0.53740,1.27110,0.68966
12.60556,13.72173,-1.48653,0.85743,1.06367
12.44980,13.22813,-2.92029,1.42129,0.13919
12.63621,14.35363,-2.28474,1.41751,0.19491
13.06776,13.74869,-1.10048,0.82954,1.35751
12.80078,14.12641,-0.71485,1.24662,1.16721
13.09535,13.58370,-1.30957,0.73374,0.68718
12.53791,13.20418,-0.85900,0.95829,1.40621
12.71134,13.31715,-2.03001,1.27556,1.30150
12.45136,13.75343,-1.86348,1.10581,1.15811
12.97086,13.83917,-0.29706,1.02769,1.39661
12.94882,13.76675,-1.64619,1.40877,0.91996
12.51514,14.10673,-2.97523,0.86840,0.78601
12.67904,14.24916,-0.80805,1.28427,0.27497
13.18324,14.11579,-0.00662,0.99125,0.67742
12.88937,13.42453,-2.42810,1.16427,0.72052
13.12822,13.99189,-0.35278,0.90568,1.10318
12.82659,14.14131,-1.55952,0.71334,0.45660
12.83739,13.83927,-0.86046,1.40619,1.26871
12.44335,13.47796,-1.43481,0.71608,1.11574
12.76432,13.46948,-0.90196,0.73282,0.73347
12.74853,13.20011,-1.81155,1.05535,1.24533
13.02205,14.31231,-0.68114,1.14428,0.14235
12.69073,13.90924,-0.27644,1.44878,0.04592
13.16779,14.11349,-2.32087,0.75479,1.25502
12.56511,13.86004,-2.31924,1.11033,0.18218
12.96334,13.23879,-1.63553,0.92277,0.79888
12.52560,14.06901,-2.03909,1.44521,1.07257
12.54939,14.11120,-0.41411,1.18157,0.95954
12.58384,13.85787,-0.03691,0.83129,0.54372
12.90753,14.09359,-1.31512,0.87033,0.60008
12.81621,13.20729,-1.78551,0.72232,0.31599
13.02685,13.97004,-1.66640,1.06419,0.28605
13.00981,13.72392,-2.64247,0.83302,0.95537
12.70287,13.58497,-0.90455,0.90859,0.33301
12.78447,13.79492,-2.27869,1.13076,0.57899
12.54567,14.25495,-2.83528,1.26918,0.96274
12.65538,14.03388,-0.00023,1.12798,1.32897
