# logM_cut, logM_1, logsigma, alpha, kappa
13.10539,13.54806,-2.71468,0.79172,0.48726
12.42826,13.70410,-1.58000,1.30195,0.51195
12.71502,14.03992,-1.72556,1.10658,0.29072
12.43023,13.70043,-0.27161,1.22805,0.07280
12.47424,14.32849,-2.14482,1.17141,0.13043
12.67593,14.18262,-0.59908,1.41622,0.52875
13.01279,13.46597,-2.68077,1.36720,1.18075
12.83771,13.75025,-0.84226,0.86101,0.31945
12.94931,14.00965,-1.36883,1.23526,0.14284
13.01167,13.80513,-2.04076,0.78793,0.58839
12.63404,13.72112,-1.28930,1.42894,0.06420
12.61982,13.21482,-0.05394,1.13911,0.96338
13.06335,14.17684,-1.78631,0.78114,0.26632
12.80498,13.63781,-1.96904,0.70850,0.82952
12.86177,14.21361,-0.32161,0.98008,0.68143
12.95925,14.24810,-1.24014,1.09528,0.18747
12.75539,13.24803,-2.31637,1.34575,0.34251
13.08968,13.35227,-2.94310,1.47141,0.38628
12.47055,14.05572,-0.14216,1.37425,1.17261
13.09882,13.93581,-2.64932,0.97728,1.10615
12.56301,14.25689,-1.93194,1.13158,1.14744
12.99384,13.25857,-0.98122,1.10473,0.64697
12.71679,13.32681,-1.16422,1.37094,1.47709
13.21135,13.32560,-1.65704,0.80506,1.04843
12.63738,14.01199,-1.22102,1.04522,0.60643
12.80140,13.93475,-2.44720,0.94685,1.45906
12.69686,14.34643,-2.85945,1.01360,0.01142
12.40049,14.33322,-0.93415,1.19795,0.37818
12.55322,13.42750,-0.00521,0.79034,0.56107
12.95106,14.35221,-0.61389,1.42135,0.14516
12.91998,14.35675,-2.58640,1.45440,0.23123
12.54615,13.35690,-2.18479,1.26082,0.07779
13.15500,14.08259,-0.15094,1.12904,1.25002
13.00601,13.46987,-1.85291,1.29223,1.42988
12.45718,13.90945,-2.60368,0.84465,0.50499
12.65005,14.01206,-1.66990,1.21720,1.25096
12.90902,14.14098,-0.88335,0.99833,0.91715
12.60129,13.90832,-0.19779,1.46970,0.43895
13.11852,13.66376,-0.84978,0.84658,0.26260
12.93095,13.93969,-1.38915,1.35093,0.87351
12.75946,14.09100,-1.23298,0.90778,0.14867
12.56704,13.75461,-0.53099,1.46413,0.68334
13.19601,13.24305,-1.69358,1.04951,0.32099
12.73687,13.87228,-2.29681,0.79959,0.13624
12.64425,13.80215,-0.28103,1.05214,0.12311
12.50503,14.04984,-1.95533,0.74220,0.85597
12.51378,14.03268,-1.70640,1.18482,0.33185
13.08100,13.87525,-0.76385,0.90690,1.05619
12.87698,13.24325,-0.88613,1.02765,1.44863
12.92105,13.91478,-0.42087,0.74746,0.85908
12.67366,13.22351,-1.99988,1.44547,0.56224
13.13538,13.89732,-0.47458,1.42530,1.41838
13.13257,13.39659,-1.13823,1.23590,0.86036
13.00847,14.29734,-0.59622,1.12489,0.05725
12.85435,14.38617,-0.43118,1.33780,0.85964
12.53679,14.34847,-0.59194,1.18332,1.01081
13.09208,14.26862,-0.46129,1.45994,0.18552
12.70256,14.21750,-0.73547,1.45128,0.89865
13.01614,14.27540,-1.80861,1.07719,0.06549
13.03202,13.78742,-1.68194,0.77539,1.27822
12.76133,13.49891,-0.26828,0.87636,0.60812
13.22555,13.24179,-2.24709,1.46981,1.35821
12.81329,14.15400,-2.64900,1.34655,0.25557
13.26798,13.81868,-2.97161,1.30124,0.82596
12.82373,13.78813,-1.96991,1.29056,1.24050
13.18217,14.10118,-1.93471,1.37261,0.13877
12.92132,14.00707,-1.34127,0.85347,1.40061
12.49432,13.80984,-0.89060,0.95293,0.16328
12.83710,13.74853,-2.61254,0.80388,1.00918
13.00726,14.14731,-1.93592,0.89716,1.34587
12.74835,13.33858,-0.60038,0.96076,0.55186
12.90904,13.67585,-1.50116,0.84808,0.04959
12.73218,13.96702,-1.62943,1.36406,0.02536
12.92317,13.62534,-2.33516,0.89819,1.25408
12.89489,13.92604,-2.48635,1.27003,0.91547
12.66425,13.26297,-2.18533,0.88414,0.20235
13.06266,14.04180,-2.67808,0.71768,0.32550
12.53674,13.61425,-0.70378,1.12821,1.10101
13.16468,13.82063,-0.19916,1.31797,1.20794
12.99336,13.70819,-1.28591,1.07263,0.96443
12.43262,13.34965,-2.31401,0.94788,0.89167
13.11478,13.68714,-2.24108,1.05180,1.31088
13.19023,13.26488,-1.55121,0.71127,0.61534
12.77925,13.69659,-1.27350,1.39983,1.18503
12.66596,13.73884,-1.54329,1.12695,1.22535
12.68353,14.32770,-1.49893,1.22938,1.03051
13.00228,13.83724,-2.31652,1.35345,0.01781
13.28822,13.33192,-1.91849,1.30177,0.11949
12.77229,14.00348,-0.50903,0.73221,0.02702
13.27274,13.97744,-0.88159,0.80770,0.83889
12.59032,13.62100,-0.71536,1.10797,0.45971
12.86776,14.04334,-1.05763,1.40792,0.72498
13.17445,13.72975,-1.31631,1.24546,1.46821
12.75557,14.32214,-1.30520,0.99984,1.10417
13.10337,13.44190,-1.81106,0.85538,0.06892
13.20002,13.78411,-0.10267,1.07810,0.48175
12.71551,13.61980,-0.40426,0.81859,0.47076
13.09319,14.34652,-2.64433,0.82238,0.80916
13.25137,13.36441,-2.16457,1.11991,0.12839
13.16330,13.28342,-1.20071,0.87775,0.86104
12.44203,14.24363,-0.32725,0.90755,0.32690
12.93879,13.96006,-2.09468,1.48567,0.04007
13.16489,13.55589,-1.54735,1.20609,1.31581
13.07228,13.50939,-0.36112,0.81951,0.67396
12.84458,13.51199,-1.80193,1.43944,0.27612
12.95839,14.37547,-1.05853,0.73613,1.29934
13.02547,13.53289,-1.03271,1.00081,0.48085
12.98370,14.31775,-0.14515,0.73742,0.93657
12.54510,14.06259,-1.23870,1.03940,0.22660
12.50679,13.69919,-1.01179,0.80603,0.89079
12.76861,13.65546,-1.30004,0.73681,0.84949
13.06052,14.19968,-0.80410,1.03643,1.48975
13.08056,13.71657,-0.50133,0.79133,1.49213
13.13211,13.34669,-1.52056,0.80009,1.26223
13.22937,13.63915,-0.64580,1.17038,0.19151
12.49792,13.58408,-0.68398,0.73390,0.84632
12.59723,13.32934,-0.81170,0.76412,0.05826
13.26704,14.03368,-2.35506,1.47217,0.81269
13.00191,14.01251,-0.12407,1.39084,1.43269
13.28775,13.30768,-0.21854,0.94910,1.26004
12.82428,13.81120,-0.38819,0.84057,1.27474
12.50407,13.98884,-1.91337,0.98450,1.23470
12.61831,13.21894,-0.90306,0.72926,1.04927
12.42719,13.79574,-0.47580,0.88066,0.47822
12.56989,14.28425,-1.35487,0.82927,0.94292
13.23134,14.22430,-2.53150,1.10098,0.44970
12.64382,13.75873,-2.87297,1.36492,1.45474
12.60257,13.24978,-1.18922,1.46391,1.18807
12.44708,13.94016,-1.64730,1.13168,0.49996
12.40070,14.13015,-2.35743,0.98268,0.12545
13.19833,14.00268,-0.55876,1.03407,0.92887
12.89313,13.37589,-1.61950,0.98518,0.86647
13.21201,13.89974,-1.87193,1.36404,0.00973
12.81461,14.14922,-2.84688,0.88440,0.02509
12.89026,13.82287,-2.48782,1.37674,0.68512
12.50343,13.54096,-2.01989,0.71748,1.17493
12.61743,13.25804,-1.40272,1.42359,0.44377
12.65146,13.37469,-0.78517,0.73315,0.15877
13.29070,14.31412,-2.23415,1.04741,1.24732
12.77530,13.93339,-2.36955,1.01752,0.15778
13.14266,14.09786,-1.60554,1.20976,0.15894
13.13880,14.39979,-2.11142,1.26588,0.97427
13.20058,14.01302,-1.76127,1.04233,0.71773
13.21936,13.86181,-1.00408,1.49345,0.49338
13.03005,13.27293,-0.56099,1.12135,0.34775
13.15865,13.35930,-1.61891,0.76539,1.22478
12.72476,13.71700,-0.83599,0.94309,1.19839
12.78429,13.27622,-2.74893,0.76788,0.40076
12.87160,13.79108,-0.15137,0.89779,0.35008
13.29247,13.21399,-0.73231,0.87239,0.07702
12.54819,14.17756,-0.97788,1.03015,0.09045
12.49018,13.82256,-1.60041,0.78130,0.07856
12.52173,13.56268,-0.46325,0.79781,0.58470
13.14150,13.95377,-1.57441,1.12962,0.57631
12.97498,13.85834,-2.53569,1.14848,0.73894
13.20070,13.79495,-0.01480,0.91446,0.19971
12.98625,14.07496,-2.49120,0.86183,0.36422
12.64790,14.10171,-0.23419,1.03663,1.37802
12.47425,13.44124,-1.49129,1.18297,0.24704
13.06212,13.84023,-0.92020,0.78647,0.93711
12.51067,14.36307,-2.19744,1.35768,0.13602
12.81284,13.95839,-1.81476,0.85000,0.32280
13.02412,14.21867,-2.61379,1.15708,0.60575
13.18192,14.14677,-1.58725,1.21582,0.84372
12.62890,13.42948,-0.23338,1.32164,0.81261
13.17965,13.94989,-2.48088,0.90097,0.19116
12.99932,14.22356,-1.16759,0.99591,1.15448
12.85113,14.14490,-1.73222,1.42171,0.04208
13.23964,13.67589,-0.34063,0.90310,1.35922
13.18471,13.32868,-0.79297,1.49538,1.43914
12.55881,13.64377,-1.33909,1.22060,1.14512
12.56686,13.29072,-0.35806,1.24278,0.10343
12.77284,13.51385,-1.78811,0.75880,1.06854
12.58305,13.70412,-1.86524,0.96907,1.34946
12.69415,14.13174,-0.44105,0.88994,0.10549
13.09388,13.31865,-1.82558,1.23470,0.46083
12.91771,13.38918,-1.38187,1.19056,0.36459
13.01828,13.60033,-2.87310,1.49919,0.74430
12.85600,13.39591,-2.83005,0.96991,0.06424
13.25566,14.08437,-2.96305,1.41975,0.56476
13.11418,13.69752,-0.23075,1.03677,1.14529
13.15229,14.31589,-1.70615,1.17522,0.72523
12.96513,14.21970,-2.93115,1.03948,0.92344
12.98985,13.64202,-2.82110,1.42259,1.48120
12.91518,13.66357,-0.16184,1.47693,0.99874
12.40880,13.49583,-2.95231,0.79780,1.40194
12.66239,14.17662,-2.44882,1.39335,1.12357
13.09556,13.89829,-0.39803,0.97778,1.12490
12.78166,13.59072,-0.72489,1.02521,0.34401
12.44684,13.52229,-2.15888,1.29424,0.15365
12.48933,13.82448,-1.04542,1.33393,1.34061
12.95073,14.14113,-0.04829,1.47689,0.88274
12.51121,14.05569,-1.37490,1.07257,0.25520
12.56287,13.90657,-2.43153,1.05087,0.61937
12.86369,13.32904,-0.45283,0.80384,0.39999
12.96861,13.24646,-1.02553,1.06223,0.92233
12.78397,13.56535,-2.64289,1.40544,1.04218
12.81831,13.29796,-1.31682,1.49928,1.28681
12.59577,13.92656,-0.51978,1.45368,0.62522
13.25547,14.03726,-1.62485,1.12178,0.40878
12.79692,14.33118,-0.44241,0.76650,0.22124
12.88110,14.10161,-2.84241,0.88046,0.30985
13.04318,13.24079,-2.44638,1.16300,0.09322
13.28110,14.16417,-0.97264,1.45490,1.25638
12.78897,14.25907,-0.05210,0.74317,0.03377
12.76438,14.02345,-0.34156,1.44859,0.26355
12.53021,13.28554,-0.25100,1.46839,1.22166
12.49813,14.36275,-0.59483,0.76569,1.24499
12.49656,13.54074,-0.91563,1.47721,0.05197
13.17036,13.44515,-1.24850,0.78109,0.31776
13.01895,13.63481,-0.00652,1.33288,1.43571
12.53335,13.31107,-1.58708,0.72495,0.29779
12.93957,13.99053,-1.47909,0.97078,1.04639
12.43650,13.52814,-0.66880,1.11816,0.43978
13.24926,13.49044,-2.16233,1.00408,0.83248
12.92111,13.32150,-2.10735,1.16167,1.19098
12.44966,13.65488,-2.21131,1.05926,0.64465
12.87395,14.24894,-1.59187,1.23125,0.30563
12.53464,13.88384,-0.55113,0.79991,1.46526
12.70947,14.28243,-2.27767,1.09672,0.47364
12.71870,13.47597,-2.01097,1.23955,0.97369
12.87327,14.26807,-1.47062,1.09369,0.13197
12.49998,13.22309,-2.12515,0.78120,0.26426
12.47595,13.79838,-0.75722,1.39560,0.76527
12.40772,13.46559,-2.16324,1.48725,0.31871
12.89177,13.96408,-1.64572,1.14792,1.24066
13.15617,14.21676,-0.27133,1.21435,0.62153
13.17434,13.80578,-1.36725,1.10257,0.64671
12.40657,14.08598,-0.33322,0.96632,0.61525
12.75370,13.59535,-1.99606,1.44347,0.03633
12.77347,13.31855,-1.51381,0.75122,1.22938
12.65883,13.41571,-0.19442,1.08592,0.22280
12.84739,14.19000,-0.75068,0.89044,0.67379
13.25819,13.33031,-1.95003,0.80631,0.00183
12.81906,14.08370,-0.54739,0.73777,0.17873
12.50724,13.39128,-1.25463,1.34545,0.88725
13.04252,13.93929,-0.59486,0.94399,0.89721
13.22870,13.65259,-2.85549,0.91149,0.75576
12.40195,14.28056,-2.52057,1.11515,0.97615
13.24190,13.38500,-2.76653,0.81065,1.33991
12.93127,14.15428,-1.23399,0.84859,0.89564
13.18804,13.33864,-2.68478,1.00668,0.42773
12.45596,13.74996,-0.52328,1.12397,0.23885
12.60625,13.22788,-1.54045,1.39770,0.53719
12.48221,13.54128,-0.84579,1.22951,0.37822
13.17977,13.32721,-2.93382,0.85096,1.26447
12.56164,13.81774,-0.08056,1.06925,0.53700
12.50603,14.16857,-0.73224,1.14595,0.06918
12.45546,14.19973,-1.37880,1.14542,0.64041
12.53678,13.53179,-1.54984,1.39178,0.97534
13.10728,13.49975,-1.14431,0.90237,1.17859
12.57137,13.67857,-0.58788,1.32496,0.96032
12.56003,13.52662,-2.43283,1.03762,0.09243
12.84992,13.92209,-1.79290,1.09707,0.27542
12.60352,13.81680,-2.77058,1.07978,0.64982
12.87818,14.33720,-2.31962,0.99045,0.30219
13.21271,13.48290,-0.25374,0.90129,0.69354
12.49238,14.20429,-1.02632,1.19070,1.15735
13.00321,14.14199,-2.72283,1.05840,1.22801
12.96200,13.63686,-0.90450,0.80126,0.29859
12.45401,14.33156,-0.28025,0.82476,0.77619
12.48705,13.36836,-0.49035,0.78611,0.00834
13.06852,13.70929,-2.97224,1.16209,0.54507
12.53148,13.98463,-0.63180,1.42123,0.55789
12.81890,13.26065,-1.53279,1.08760,0.89199
12.62535,14.39474,-0.84920,0.96859,1.03376
12.93111,13.70436,-1.18793,1.09283,0.33493
12.51647,13.70682,-2.39801,1.27390,0.15363
13.01355,13.86608,-0.54792,0.81246,1.22543
12.70878,14.38931,-1.60237,0.97554,0.28736
12.87616,14.25394,-2.81461,1.01357,1.34590
12.59058,14.37754,-2.82796,1.16656,0.11847
13.16253,13.59956,-1.46975,1.23420,1.05485
13.17157,13.61341,-0.55561,1.09200,0.82995
12.49777,14.23346,-2.20308,1.11995,0.78207
12.55426,13.71118,-2.68424,0.92381,1.14337
13.21582,13.80529,-0.48647,1.34761,1.33367
12.45670,14.03588,-0.50115,0.78517,0.91561
12.67926,13.80267,-1.28478,1.15645,0.82566
12.90859,14.06222,-0.68487,0.73919,0.63337
12.55952,14.33023,-2.87245,1.24080,0.64943
12.65318,13.94270,-2.29017,1.07040,0.06190
13.21587,13.88103,-0.59541,1.23715,1.26011
12.50135,13.43677,-0.87206,0.96826,0.92448
13.29695,13.48205,-2.76108,1.24405,0.46699
13.25766,14.31810,-0.96819,1.08033,1.07933
13.05970,13.88339,-1.89238,1.46260,0.50538
12.44728,14.04547,-0.02810,0.83632,0.53721
12.89998,14.30651,-0.22664,0.79331,0.99976
12.84209,13.42169,-2.06258,1.03142,0.09128
13.19191,13.98074,-1.09813,0.94801,0.46444
12.69709,13.68842,-0.83822,1.40640,1.34683
13.15828,14.24587,-2.99153,1.27400,0.52295
12.87220,13.54673,-1.38115,0.82060,1.01803
12.97294,13.43299,-2.30240,0.84877,0.78100
12.96910,13.97592,-1.29972,1.26260,1.07893
13.06812,14.31042,-1.72572,1.21628,1.19326
12.40877,13.86652,-0.77306,1.33602,0.13583
12.66462,13.73870,-0.48083,1.21191,0.99873
12.64581,13.30494,-2.30813,1.27587,0.41882
12.55181,13.32771,-0.96353,1.22468,0.40146
12.67026,13.35285,-2.62575,1.29800,0.76671
12.80669,13.66750,-2.96851,1.14159,1.49481
12.50015,13.20844,-0.50108,1.45270,1.33875
12.65262,14.12624,-1.81387,1.17619,0.05632
12.95672,14.17075,-2.23103,1.31053,0.85381
13.20404,13.91891,-1.95880,1.20132,1.12712
13.09837,14.18787,-2.26145,0.70001,1.22069
12.48557,13.63716,-1.28036,1.04856,0.73527
13.23417,13.33088,-2.03922,1.43015,0.10204
12.55412,13.34451,-1.13974,1.29614,0.61769
12.46761,13.52448,-0.01067,0.71111,0.54214
12.96379,13.61869,-0.49531,1.03945,0.38570
12.49109,13.90920,-1.88325,1.48791,0.29339
12.78097,14.30466,-0.51008,0.96135,0.62028
12.82607,13.58587,-1.25413,1.32417,1.10140
12.86048,13.89857,-2.39626,1.20819,0.69155
12.68017,13.56798,-0.43357,1.38119,0.31035
12.68855,14.05974,-1.04880,0.89170,0.72259
13.18357,14.12912,-2.33452,0.83160,0.15838
12.76657,13.52948,-0.90622,1.30415,1.28698
13.18779,14.05095,-0.94126,0.98210,0.74625
12.48897,13.71525,-0.53934,0.93344,1.03719
12.67079,14.17313,-1.69673,0.79588,0.80355
12.86314,13.25039,-0.90408,1.30499,0.24717
13.10924,13.96082,-1.03737,1.06265,0.50535
12.55053,14.20264,-2.64409,1.46916,0.13373
