# logM_cut, logM_1, logsigma, alpha, kappa
13.25148,14.23439,-0.45472,0.81573,0.80775
12.44846,13.89975,-1.24962,1.46672,0.22617
12.69414,13.62706,-0.31878,1.27102,1.39044
12.72154,13.93182,-2.36601,1.41504,0.82718
12.87280,13.95509,-0.03461,0.87387,1.12103
12.97490,13.87633,-2.10550,1.47048,0.06795
13.16829,14.08931,-0.17833,0.80910,0.08871
13.14802,13.72188,-1.08510,1.33181,0.72542
12.76301,13.59150,-0.31444,1.49710,0.03808
13.14431,13.93543,-1.68674,1.27629,0.48916
13.08860,14.04536,-1.11139,0.94023,1.09713
12.63159,13.54125,-0.15124,1.01191,0.45109
12.51525,13.74161,-0.79143,0.89807,0.41656
12.58350,13.24445,-1.35244,1.16137,0.38653
12.92475,13.49868,-1.37700,0.89462,0.56124
13.27828,13.66059,-0.39482,0.81401,1.02118
13.19264,14.36413,-2.20928,1.35380,1.28194
13.03459,14.33297,-2.15269,0.75323,0.77324
12.82141,14.18597,-0.30117,1.33930,0.02074
12.82670,13.53246,-1.51203,0.72749,0.42073
12.91941,13.85872,-1.23109,1.02342,0.24348
13.11173,13.56017,-2.94295,1.37893,0.38390
12.67541,13.75747,-0.38464,0.92833,1.14537
12.67080,14.20589,-1.30116,1.20660,0.82240
12.85595,13.35499,-2.97186,1.48812,0.96112
13.21744,14.10859,-1.24428,1.49982,0.68573
13.17590,13.74128,-1.27190,0.84424,0.22824
12.81807,13.58996,-2.91738,0.95991,1.13297
12.40134,13.46081,-0.46220,1.07314,1.31487
12.53755,13.37839,-2.24897,1.19962,1.30964
13.29729,13.33174,-1.31238,0.86891,1.41048
13.15055,14.02553,-0.16953,1.18641,0.66263
13.15698,13.23560,-0.17787,0.89430,0.33208
12.52976,13.99045,-2.19658,0.71355,1.02164
12.71733,13.63630,-0.84119,1.09626,1.29287
12.45557,13.24834,-2.26612,0.88923,1.00032
12.47529,14.15096,-2.41111,1.23445,0.49608
12.60401,14.21117,-2.96689,1.26198,1.02508
12.93270,13.74433,-1.87825,1.15751,1.33864
12.93557,13.58427,-2.10307,1.38804,0.55904
12.40888,13.88817,-1.95336,0.72547,0.42810
12.72664,13.69445,-0.49322,0.92943,0.16660
12.46974,13.21486,-0.79021,0.81377,0.15881
12.47362,13.44043,-0.75701,0.98925,0.70995
13.15540,13.87241,-1.64989,1.43316,1.27999
12.56643,13.83386,-2.31015,1.48737,0.49362
12.79997,13.86542,-0.77483,1.44504,0.17310
12.99629,14.06576,-1.33137,1.10739,0.77910
13.18908,13.65147,-1.99669,1.06767,0.59025
12.47532,14.26974,-0.59083,1.36152,0.79119
13.23752,13.86503,-1.84424,0.84803,1.39205
12.92919,13.77466,-2.81018,1.41495,0.66952
13.09919,13.47075,-1.27812,1.18165,0.09752
13.25445,13.37950,-0.95276,0.91245,0.13171
12.71322,13.36944,-2.84035,1.03555,1.28170
13.05952,14.32323,-0.72211,1.29226,0.92278
12.47351,14.20475,-2.77086,1.30102,1.42027
12.99002,14.37089,-1.88180,1.22324,1.18093
12.79867,14.09813,-2.47577,1.28626,0.01531
12.50145,13.72910,-0.89423,1.49626,0.03494
12.80151,14.25351,-1.53087,0.97690,0.52453
12.73612,14.02117,-0.85453,0.99129,1.14930
12.94021,13.28977,-1.14492,1.44996,0.47235
12.40589,13.34397,-2.04994,1.25280,0.82367
12.74550,13.39123,-2.20097,1.00420,1.08678
13.13058,14.01088,-2.74435,1.49360,1.34065
13.05246,13.45830,-0.22987,1.32356,1.38881
13.09716,14.00536,-2.80237,1.21025,0.38072
12.65601,14.16813,-2.26055,1.26952,0.03463
12.47448,13.20912,-2.50327,0.83635,0.87062
12.53338,14.39148,-1.81843,1.24479,1.06400
12.66074,14.38952,-2.71685,1.47372,0.99559
12.97915,13.81620,-1.71589,1.49729,0.50765
12.74995,13.86409,-0.56697,0.82121,0.19212
12.42858,14.02714,-0.83196,1.35948,0.99483
13.07513,14.24278,-1.55602,0.90119,1.34706
13.20338,13.88508,-2.01721,1.05695,1.37202
12.96133,14.31373,-2.13144,0.76998,0.28159
12.66769,13.91393,-0.52105,1.29975,0.37436
12.71419,13.93597,-1.71988,1.41813,0.07678
12.95947,13.49966,-0.62441,1.01117,0.85607
13.01661,13.53059,-0.38567,1.13890,0.85665
13.14446,14.18854,-1.73661,1.18912,0.36088
12.52721,13.80970,-1.29570,1.48630,1.29488
13.11598,13.56388,-1.90403,0.90970,0.34456
12.79191,13.23651,-0.39035,1.37003,1.25038
12.92691,13.34299,-2.56706,1.12463,0.62252
12.65974,13.77301,-1.37434,1.35480,0.41876
12.58339,14.09199,-0.21446,1.27016,0.69909
12.95648,14.38425,-1.24728,0.96283,0.22426
13.17596,14.30904,-0.15243,0.83402,1.30254
12.73419,13.24641,-2.34287,0.75464,0.53909
13.19159,14.21075,-1.02163,1.19676,0.28661
13.03278,13.24093,-1.66600,1.38832,0.51098
12.92769,13.37938,-2.61845,1.08005,1.37985
12.56019,14.24782,-0.53232,0.94643,0.52326
12.77005,13.20948,-1.83134,0.84806,0.23533
12.65026,14.27007,-0.73974,1.03078,0.17166
12.97020,13.69412,-1.04294,0.71447,0.74215
12.97593,13.91430,-2.13906,0.77180,0.98845
13.21927,13.69472,-1.11827,1.26646,0.57732
13.13121,13.21836,-2.40308,1.31633,0.17808
12.44065,14.25926,-1.94624,0.97337,1.20442
12.43147,14.35474,-0.90588,0.97232,0.60314
12.71867,13.97281,-2.73997,1.36674,0.80237
13.19131,14.07926,-1.15258,1.31239,0.39400
13.00489,13.74017,-0.68327,0.80232,0.00200
12.54016,14.30735,-1.36865,1.25435,0.71784
12.42662,13.35620,-1.27154,1.04598,1.04888
12.65640,13.36299,-0.47624,1.47101,0.60368
13.12195,14.29151,-1.21017,0.79168,1.34881
12.63525,13.75865,-0.73280,0.87287,0.96259
13.03987,14.38746,-2.88429,1.40540,1.14038
13.24913,13.77374,-2.14502,0.74485,1.19091
