# logM_cut, logM_1, logsigma, alpha, kappa
12.75616,13.85951,-1.56475,1.21393,0.16836
12.73094,13.68329,-0.73964,0.73891,0.62442
12.51075,13.61048,-1.64409,1.37906,0.39939
12.65309,14.12263,-2.00609,1.22049,0.84902
12.49284,14.36626,-0.56832,1.40744,1.03182
13.15992,14.39068,-0.40833,1.22162,1.32613
12.90546,13.53817,-2.27374,1.26720,0.68275
13.04544,13.62487,-0.26465,1.13522,0.87614
12.50841,14.22181,-0.73506,1.39826,0.74914
12.78926,14.11378,-0.68780,1.18636,0.59204
12.41782,13.65102,-2.16571,1.30247,1.27332
13.08481,13.49348,-1.98799,1.20415,0.16486
12.88540,14.17877,-1.54043,1.21931,1.00273
12.89290,14.03178,-2.91051,0.99897,0.42070
12.90445,13.22797,-0.32199,1.03746,0.14687
13.25866,13.78942,-0.73700,1.45274,1.01284
12.71576,13.61003,-1.37970,0.81144,0.99346
12.71252,13.24924,-0.58462,1.49671,0.04384
12.69040,13.95272,-1.06519,0.77661,0.47449
12.59591,13.85552,-0.35790,1.03361,1.09172
13.17352,14.19535,-0.92459,1.05478,0.10274
13.07089,13.80568,-1.65980,1.06603,1.07463
12.49360,13.96177,-0.56920,0.78579,1.35996
12.44326,13.39007,-1.20385,0.93504,0.67112
12.73535,13.42819,-2.65512,1.22916,1.46828
12.72394,14.39331,-1.50331,1.35940,0.47417
12.47888,14.06946,-0.38533,1.47215,0.57964
12.49178,14.36327,-0.73567,1.39892,0.86597
12.66897,13.21196,-1.03747,1.37038,0.96714
12.53770,13.61785,-1.97634,0.82529,0.28639
12.59334,13.21118,-2.45847,1.48450,0.19297
13.11144,13.39879,-2.51643,1.43801,0.43486
12.47605,14.31867,-1.53408,1.33402,1.24241
13.23476,14.14299,-0.00118,1.43720,1.32724
12.65320,13.39289,-2.15526,0.89263,0.09731
12.45977,13.82983,-0.92649,0.90281,1.19596
12.48743,13.94048,-0.16652,1.28811,0.36984
13.02004,14.15988,-1.19095,1.33040,0.69459
13.16912,14.04837,-1.14285,1.09644,0.40286
12.41406,14.06987,-2.66633,1.46519,0.29776
12.64297,13.36320,-2.27530,0.85353,1.17656
12.54455,13.22021,-0.97052,0.94174,0.23817
12.70150,13.91372,-2.00791,1.18793,1.34312
13.00712,14.04899,-1.34654,1.18435,0.19895
12.46939,13.95316,-2.73851,1.09599,1.11067
12.94205,13.72237,-2.45376,1.22108,1.32445
12.89265,13.96016,-0.35401,1.38921,0.24969
12.77366,14.05530,-0.72176,0.80661,0.52475
12.68584,13.57442,-1.28896,0.80726,0.10254
12.89185,13.26465,-0.42201,0.96128,0.35150
12.61939,13.39822,-0.61870,0.87023,1.21951
12.74748,13.74781,-1.92687,0.70155,1.37174
13.14821,13.81833,-1.53569,0.78236,0.56215
12.49106,13.79111,-1.34501,1.34845,0.55755
12.83360,14.03870,-2.56984,1.12338,1.29583
12.86043,13.98200,-2.32370,1.23828,0.94988
12.62732,13.29293,-0.42473,1.49870,0.85492
12.57854,13.32476,-2.95497,1.35215,1.10643
12.64493,14.33431,-2.35397,1.32774,0.72696
12.42876,13.93792,-1.33455,0.74821,1.46169
12.81483,14.35979,-1.33784,1.07184,1.23825
12.93714,14.08291,-0.04885,1.42059,1.49957
12.96214,13.85092,-1.64625,1.09045,1.42941
13.04260,14.18577,-0.08718,1.08338,0.38852
12.48480,13.35096,-2.82265,1.04011,0.28922
12.51792,14.08476,-2.13922,1.08337,1.44666
12.66163,13.20943,-0.84238,1.40062,0.62708
12.58373,13.25603,-2.78627,1.07476,0.94294
12.61588,13.58626,-1.56688,1.24292,0.74815
12.67339,13.27853,-2.31207,1.04880,0.11811
12.52949,14.16015,-0.25205,1.37404,0.27658
13.29495,14.16974,-2.38544,0.91789,1.07248
13.11760,14.01861,-2.97773,1.06134,1.35388
12.94377,14.26917,-2.66514,0.89898,1.11669
12.74105,13.21400,-1.63155,0.96778,0.98941
12.83996,13.59842,-2.20125,1.30961,1.26059
13.03201,13.72955,-0.51011,1.28546,0.43937
12.76290,14.00495,-0.78075,0.82052,1.27596
12.51641,13.69204,-2.40882,0.87887,0.58634
12.45684,13.40850,-1.03161,1.13037,1.22734
12.63943,13.31800,-0.89303,1.46778,1.43449
13.15427,13.74698,-1.51183,1.39993,0.13926
12.93520,13.99668,-1.35107,1.10743,1.32157
12.69820,13.47402,-1.38486,0.90609,0.67069
13.06786,14.36795,-1.78849,1.31593,0.66266
13.00260,13.63302,-0.01401,1.01750,1.15880
13.07377,14.12395,-0.50342,1.02526,0.01692
13.24454,13.68070,-0.66219,0.79275,1.38010
12.56812,14.23152,-1.70147,0.90040,0.57629
12.72051,13.98989,-0.46975,1.39837,0.82046
13.00411,13.26338,-1.44099,0.92046,0.50260
13.17952,13.31700,-2.04540,0.72878,1.13408
12.89187,13.26819,-2.87953,1.45522,1.30079
12.85627,13.20607,-1.81982,1.38348,0.72289
13.09352,13.83160,-0.89473,1.44695,1.43965
12.81197,14.39194,-0.84477,1.28347,0.64107
13.25642,13.75423,-0.43582,0.78331,0.64681
13.17287,13.55517,-1.01169,1.32852,1.24293
13.27519,13.50365,-0.03421,1.06323,0.43926
12.74299,13.21193,-1.93282,1.11373,0.56230
12.76585,14.22425,-1.30645,1.48699,0.14223
13.14674,13.35938,-2.13499,1.14183,0.45848
13.13147,13.33386,-0.52665,1.25648,1.46858
12.86162,14.39547,-1.52704,1.04448,0.71398
12.51040,13.61301,-2.91870,1.48992,0.06264
12.86182,13.71347,-2.69877,0.88363,1.00259
12.63581,13.69900,-2.77625,1.14137,1.17663
12.92437,13.38942,-2.26979,1.45550,0.45022
12.81021,13.94060,-2.87512,1.35713,0.67498
12.54280,14.28243,-1.72657,1.11062,1.35128
12.48041,13.98167,-1.18893,1.24068,0.75174
12.68421,14.15560,-1.44885,1.20325,0.92175
12.50003,14.11722,-2.98783,0.94293,1.29878
12.76249,13.83518,-0.88840,0.74071,0.08400
12.67467,13.85802,-0.83937,1.34165,0.28939
13.27967,13.79854,-0.19181,1.35617,1.43882
12.41656,13.35322,-1.01327,1.43690,0.91016
12.70440,14.13066,-2.77972,1.27319,0.06088
12.43875,13.39099,-2.04426,1.40757,1.20293
12.48782,13.70509,-1.07404,1.40103,0.43234
13.09563,14.10699,-1.50121,1.21005,0.59362
12.57393,13.94564,-1.07744,0.73902,0.44697
12.74857,13.66062,-0.60174,0.79269,0.49867
12.67408,13.95700,-1.46864,1.34279,0.23619
12.86737,13.60216,-1.14444,0.75029,0.31001
12.68471,13.41280,-2.35974,1.10496,0.37075
12.83123,13.91775,-2.94724,1.46149,0.03738
12.99104,13.27548,-1.33407,0.86859,0.10909
12.61532,13.21978,-0.27214,1.35022,1.05123
12.46591,13.35693,-1.39908,1.01782,0.18481
12.92656,13.58813,-2.08534,1.03746,0.50807
12.88425,13.26326,-0.76758,0.72323,1.11068
12.78699,14.09933,-0.23160,0.91987,1.44502
12.89000,13.70325,-2.34232,1.05770,0.93181
13.11209,13.58941,-1.94707,1.15611,0.13884
12.99419,13.64604,-1.54932,1.33145,0.06869
12.81778,13.52131,-1.50453,0.89955,1.22839
13.26538,14.12893,-1.01825,0.82861,0.57071
12.90732,13.69804,-0.17414,1.47103,0.26487
12.71423,13.52624,-1.22305,0.72625,1.43407
12.50451,14.19514,-2.18126,1.07255,0.87387
13.06137,14.30569,-1.31949,1.41741,0.13015
12.65136,14.06965,-1.79761,0.76150,0.78032
12.87937,13.81491,-2.56286,1.40800,0.30074
13.27983,14.38228,-2.52786,1.47003,1.07703
12.84578,13.71618,-2.53457,1.27872,1.18470
12.93666,13.64801,-2.35146,1.27956,0.14170
13.24889,13.28685,-1.80507,0.71691,0.62786
13.17460,13.38485,-2.04240,1.29156,1.02699
13.27383,13.60753,-0.92468,1.48032,0.71701
12.81404,13.57141,-0.51960,1.14829,0.71466
12.56667,13.39020,-1.31126,1.25292,1.00023
12.77025,13.86611,-1.80044,1.18080,0.73731
13.24887,14.09827,-1.03204,0.74109,0.75936
12.92583,13.57549,-1.66182,0.98173,1.01496
12.82539,13.71300,-0.70183,0.89667,1.36524
12.93644,13.98813,-0.82065,1.24614,0.70018
12.90910,13.74321,-2.99132,0.76139,1.33351
12.42041,14.17746,-2.18307,0.98731,1.49775
13.04151,13.86814,-0.77762,0.97408,0.95405
12.80157,13.82859,-1.11740,0.87858,1.10356
12.54024,13.29511,-2.48504,1.44791,0.74058
12.88065,14.02974,-1.24868,1.14341,0.57419
12.59220,13.70765,-0.86581,1.04901,0.41664
13.28507,13.29285,-2.73986,1.07316,0.99904
13.08757,13.65429,-2.25208,0.84471,0.98441
12.55461,13.89649,-2.27026,1.07754,1.15452
12.42177,13.88461,-2.52068,1.33184,0.74285
12.82376,14.04600,-2.76325,1.15011,1.06807
12.98919,13.78387,-1.10732,1.18363,0.73826
12.90794,13.24911,-2.22183,0.78383,0.91358
13.22585,13.80102,-2.94385,1.46623,0.91361
12.60706,13.96495,-0.37385,1.14903,0.62801
13.11729,13.53484,-0.36427,1.18439,1.25056
12.88074,14.24504,-2.18917,1.19527,0.09340
13.10292,13.96403,-1.17254,1.49105,1.17006
12.45168,13.70377,-1.05951,1.01003,0.46925
13.16119,13.94044,-1.57131,0.99492,0.75389
12.85875,14.15611,-0.85336,0.80199,0.94919
12.50066,14.23150,-2.71321,1.26016,0.34215
12.51669,14.10262,-1.19001,1.38877,1.44832
13.17866,13.51150,-0.37069,0.99980,1.08599
12.61727,14.16505,-1.05138,1.41450,1.02716
12.58078,13.27169,-0.17970,0.88518,0.08824
12.72853,13.88759,-1.36078,0.93584,0.97223
12.42387,13.47520,-0.16809,1.18750,1.18741
12.70105,13.37105,-0.33970,1.31864,0.70481
12.46817,14.12644,-0.15769,1.11648,0.71113
12.73453,14.39804,-1.98467,1.24144,0.31625
12.54497,14.02766,-1.90948,0.98644,0.52840
13.17916,13.97684,-1.81968,1.15426,0.22275
13.21636,14.12476,-1.71482,0.96045,1.08529
12.57187,14.02100,-2.14590,1.34155,1.06552
12.56621,13.44920,-2.80004,1.20697,0.87952
12.61039,13.64832,-2.68175,1.48438,0.99661
12.84336,13.33552,-1.93901,0.78459,0.19244
12.80990,13.21028,-0.02831,0.78229,0.44607
13.18148,13.91921,-0.59277,1.20844,0.34506
12.67967,13.68611,-0.30449,1.08893,1.36146
12.40183,13.81523,-1.52191,1.00612,0.41485
12.69377,13.99337,-1.38442,0.81594,0.31900
12.41300,13.77757,-0.30499,1.07899,0.86641
12.79910,14.32886,-0.97148,1.27501,0.60123
13.26964,13.73561,-1.11115,0.77138,1.09274
12.65589,13.37314,-0.51690,1.05206,0.53905
12.54076,14.00584,-0.88223,1.41223,1.21243
12.89553,13.29256,-0.77002,1.01648,0.14105
13.16655,13.70334,-2.57593,1.16137,0.15231
12.87164,13.84190,-2.73552,1.29657,0.85723
12.48912,14.18586,-0.23643,1.24908,0.61172
12.65271,14.28116,-2.43556,1.41051,1.19256
12.40563,13.32214,-0.11061,1.32017,1.14838
12.63085,14.04702,-0.02661,1.29416,0.25966
13.08162,13.68955,-1.71931,1.46937,0.14131
12.42364,14.00247,-0.22636,0.87051,0.28211
12.48506,13.24060,-0.53915,1.36500,0.33955
13.22754,13.56860,-2.34663,0.79502,1.17713
13.19743,13.82261,-1.64702,1.27858,0.79224
12.59061,13.61768,-1.89719,0.71146,0.62140
13.22503,13.23319,-0.92590,0.96240,0.01788
13.14021,14.05234,-1.82236,1.04554,1.33411
13.19896,13.57014,-2.56795,1.32036,0.88678
12.64779,14.23100,-2.86544,1.45314,0.59069
12.71875,13.88919,-0.86112,1.29337,0.00954
12.81900,13.76795,-0.07404,1.32327,0.77336
12.50866,14.10459,-0.94594,1.10612,0.89332
12.92503,13.28040,-1.90904,1.31017,1.43585
13.26001,13.95426,-2.91679,0.71046,0.13252
12.42468,13.90940,-1.38107,0.85127,0.98259
12.65659,13.81680,-2.34235,1.08799,0.14231
12.45645,13.52334,-1.47597,1.17079,0.42594
13.24774,13.63243,-2.04631,1.01473,1.39613
12.56554,14.37842,-1.31604,1.36860,0.53015
13.11787,14.17724,-1.81521,1.05467,0.67627
12.77771,14.12261,-0.57237,0.75032,1.12100
12.92346,14.16398,-0.44046,1.40712,0.48529
12.74696,14.03248,-2.68600,1.17636,1.04650
12.41225,14.28064,-0.06404,0.73786,1.04108
12.91350,13.44198,-0.97304,1.49043,0.92370
