# logM_cut, logM_1, logsigma, alpha, kappa
12.83302,13.26055,-1.07328,1.47356,0.20298
12.46200,13.84095,-0.82645,0.95718,1.06648
13.05290,13.80538,-2.22008,0.71076,0.94565
13.29828,13.34462,-1.59501,1.29634,1.49997
12.77128,13.32227,-2.82526,1.11791,0.78194
13.17240,13.40975,-0.50553,1.10857,0.81184
12.92222,14.22215,-0.83221,1.30246,1.30117
12.91395,13.81582,-0.77038,1.36927,0.12829
12.92436,13.30612,-1.10295,0.74846,0.71579
13.03738,13.49558,-0.56710,1.23417,0.98212
12.88740,14.30293,-2.58497,0.79853,0.78352
12.91645,13.29496,-2.34028,0.80828,0.00303
13.18625,13.72611,-2.46530,1.03793,0.98753
12.73026,13.53915,-0.69398,0.94946,1.18426
13.16734,13.93220,-2.84370,1.20640,0.40848
13.05344,14.13642,-0.70672,0.81159,0.58576
12.62822,13.67815,-0.58500,1.35970,0.52629
13.15528,13.66584,-1.52168,1.04648,0.55643
12.79165,13.60172,-0.31914,0.96737,0.88387
12.69704,13.33684,-0.43501,0.93700,1.03013
12.43907,13.35694,-1.91546,1.12449,1.00068
12.66967,13.75720,-0.88724,1.31330,1.20683
12.81250,13.71214,-1.69331,0.73745,1.38891
12.82843,13.23145,-2.24241,1.40756,1.40259
12.61056,13.38197,-2.20252,1.35467,0.68235
13.04649,13.62683,-0.64835,1.44085,0.78939
13.04320,13.71621,-0.94790,1.36243,0.43889
12.52307,13.31883,-1.91771,1.12365,0.71790
12.46789,13.66430,-1.36594,0.94049,0.31829
12.72166,14.20670,-0.61165,1.31318,1.43431
12.78671,14.01571,-2.24447,1.01463,0.67738
12.81634,13.30901,-1.17489,0.91346,1.14794
12.47694,14.21392,-0.73158,0.86954,0.69969
12.65124,14.28123,-0.12165,1.23077,1.07571
13.11169,13.77541,-1.18925,1.20128,0.48514
13.29810,13.33972,-0.15424,0.75044,0.15459
13.20211,13.25277,-0.41872,1.35683,1.11017
12.82761,13.20407,-1.48531,1.10450,0.68451
13.26231,14.30845,-1.45617,1.38258,1.06956
12.81495,14.22364,-0.53470,0.76387,1.29388
12.42471,14.24238,-2.99291,1.00631,0.24499
13.06870,13.23805,-1.80833,1.35790,0.95276
12.76653,13.76385,-1.91779,1.00987,0.45263
13.15565,14.35093,-0.56151,1.14207,1.38999
12.61497,13.81732,-2.14687,0.73168,0.49833
13.21285,13.41689,-0.70207,1.11800,0.47706
12.65295,13.23218,-0.05301,0.99147,1.23395
12.51819,14.20932,-2.02773,1.44105,1.21505
12.40777,13.55692,-1.61540,0.96574,1.13884
12.95568,13.56851,-0.48304,1.27231,1.21844
13.22046,13.33639,-2.84817,1.04683,0.78121
13.07991,13.76433,-1.05560,1.48054,0.43461
12.69146,13.63690,-2.25718,1.16144,1.08065
12.93453,13.58241,-1.99925,1.30791,0.31145
13.10283,13.65098,-2.65303,0.77571,1.43544
12.44824,14.35864,-0.86297,1.38278,1.22242
12.48349,13.32026,-1.80330,0.73684,0.50729
12.71369,13.94212,-1.34876,1.33831,0.07155
13.09191,14.21962,-2.82331,0.91976,1.08272
12.58043,14.02699,-0.60339,0.97413,0.26394
12.79158,13.46954,-2.10400,0.81007,1.08739
12.63394,14.28551,-2.60643,0.82037,0.86050
12.62743,13.83678,-2.08184,0.82387,1.47292
12.83136,13.27216,-1.62445,1.47649,0.98344
13.16053,13.61611,-2.26271,1.39717,0.20117
12.80257,13.23386,-1.64878,1.17818,0.07565
12.53852,13.35712,-1.21333,0.85350,0.84898
12.91683,13.96643,-1.47268,1.25075,0.88552
12.70534,13.92759,-0.18079,1.17078,1.39492
12.69816,14.34230,-1.19965,1.31478,0.05190
13.23795,14.16564,-1.66530,0.98719,0.33417
13.18220,14.22456,-0.91540,1.36669,0.05302
12.61566,14.02408,-2.57572,1.00102,0.17586
12.93423,13.64102,-0.31955,1.38649,0.77474
12.71184,13.53949,-1.31211,0.85024,0.87503
13.26741,14.05731,-0.39324,1.25170,1.28853
12.92517,13.88202,-0.65348,1.26452,0.75284
12.99039,13.94330,-2.77247,1.39032,0.93892
13.18979,13.60631,-2.41891,1.06969,0.57101
12.47319,13.24829,-2.11824,1.11111,0.14822
12.93102,13.28473,-2.51931,0.81419,1.22784
13.10735,14.00262,-0.15781,0.97570,1.40696
