# logM_cut, logM_1, logsigma, alpha, kappa
12.83695,13.42077,-2.61366,1.41988,0.52231
12.64591,14.00250,-1.93456,1.13425,0.04025
13.28451,13.84954,-0.22280,1.16597,1.33457
12.40920,13.42548,-1.90668,1.13502,0.59282
12.70429,13.54576,-1.18612,1.41883,0.25983
12.68628,13.60001,-0.44607,1.11917,0.89271
13.06045,13.74024,-1.86227,1.32962,0.97683
12.82174,13.75754,-1.63127,0.71062,0.34770
12.76525,13.53386,-2.66207,1.08094,0.26348
13.15346,13.95588,-0.71318,1.45828,0.57948
12.85734,13.35861,-0.66077,0.95924,0.41524
13.06033,14.15890,-1.83413,0.72617,1.03806
12.89832,13.45180,-2.19968,0.74465,1.41591
12.88689,13.57464,-0.63387,1.02999,1.03810
13.25037,13.37873,-0.85733,0.74681,0.62725
12.90884,13.69820,-2.27238,0.96627,0.36270
13.25934,13.73755,-1.19788,0.91332,1.01226
12.88651,13.96525,-1.35547,1.21558,1.02208
12.78838,14.08126,-0.90471,1.31481,1.17279
12.47058,13.67741,-0.68561,0.90307,0.54593
12.93521,13.76476,-1.77877,0.94171,0.65141
13.27461,13.43223,-0.16980,0.77090,1.06950
12.79239,13.44254,-2.38638,1.36487,0.96361
13.25329,13.38338,-0.98665,0.84402,0.29413
12.80672,14.00712,-2.00889,1.08199,0.53484
13.16003,13.78478,-0.12031,0.86578,1.36301
12.76879,14.05584,-2.72899,0.91608,1.28560
12.99443,13.91726,-2.99339,1.15264,0.01005
12.60241,13.45686,-0.98237,1.30896,0.05628
12.65472,13.32708,-0.29363,1.39822,0.40753
12.42897,13.72578,-1.26107,1.43107,0.17878
12.53977,13.77680,-2.71603,0.85794,0.67046
13.02066,13.55530,-2.35272,0.73020,0.50821
12.60330,14.25012,-1.48442,1.10823,0.37664
12.45303,13.71767,-1.23788,1.47011,0.04157
12.82107,13.74379,-1.90405,1.19638,0.79327
12.72517,13.28333,-0.76939,1.09677,1.06797
12.67294,13.61939,-1.31345,0.84318,0.53072
12.42423,13.37036,-1.74254,1.14158,0.30525
12.59777,14.09930,-2.20492,0.81495,0.18406
13.20358,13.95433,-2.34893,0.81629,0.23148
12.43220,13.75526,-1.84011,1.43419,0.90052
13.24414,13.31979,-1.70853,0.84570,0.31584
12.76338,13.77501,-0.42173,1.34321,1.20732
12.99510,13.52159,-0.61282,1.34919,1.45719
12.71433,14.37369,-1.68574,1.08065,0.07025
13.20298,13.97187,-0.90392,1.49782,0.84978
12.79147,14.25992,-0.76042,1.22867,0.30028
12.56393,14.33687,-2.12742,1.24192,1.43370
13.18677,14.34925,-0.20321,1.13622,0.98809
12.91419,13.84296,-0.17095,1.27054,0.30492
12.45518,14.14180,-1.99588,1.32299,1.13609
12.63070,13.58595,-0.44390,0.80326,0.43857
13.25482,13.53645,-0.49931,1.36864,1.40837
12.46406,13.44203,-2.98396,1.09654,1.34356
13.10324,13.39465,-0.68401,0.80859,1.37452
12.42725,13.25987,-0.63234,0.84785,0.65209
12.59205,14.26127,-0.78952,0.75502,0.68926
12.53162,13.63098,-2.07620,0.75715,0.31123
13.15406,13.67166,-1.10208,1.08125,1.08761
12.86036,13.40684,-1.64791,1.18710,0.16356
12.68478,14.39639,-1.21840,1.38523,0.95403
12.54473,14.36835,-2.74446,1.20041,1.09892
12.90086,14.36273,-1.30851,1.48120,0.63229
13.15683,13.37657,-1.53325,0.76438,1.07314
12.47759,13.78107,-0.20032,1.22177,0.84698
12.54050,13.27751,-0.91994,1.00905,0.98614
13.17500,13.37856,-1.91058,0.92616,1.01822
12.66698,13.58050,-2.67577,1.44509,0.04045
12.59047,14.05504,-0.90369,0.94051,0.44214
12.51808,13.90017,-2.59414,1.08270,0.35295
12.92327,13.55274,-2.38188,1.04549,0.40457
12.44371,14.13195,-1.81283,0.79374,0.23146
13.17757,13.58015,-0.09430,1.02331,0.01981
12.73356,14.30073,-1.40707,1.25244,1.03090
12.97970,14.03962,-2.54894,0.91535,1.13616
12.62713,13.63484,-2.07545,1.27135,0.22297
12.65509,13.33205,-0.86252,1.40741,0.09379
13.29373,14.09878,-0.56815,1.32776,1.28536
12.50853,13.78015,-2.24824,0.85853,0.31334
12.41292,13.40323,-0.05735,1.06557,1.03231
12.91798,13.38135,-0.15936,0.97960,1.11083
12.82937,13.40791,-1.18582,1.18506,0.31336
12.58780,13.73383,-1.89173,1.29655,0.07334
13.03198,13.89642,-2.25379,1.14362,0.73386
12.78727,14.04611,-0.72143,1.35521,0.30354
12.90451,14.00838,-0.53204,1.26286,1.29770
13.21089,13.91196,-1.63816,0.75569,1.27139
12.93679,13.35434,-2.98654,1.09073,0.42537
12.65992,13.73880,-1.65194,0.81818,1.38489
13.03952,13.52373,-2.84129,1.09003,0.98478
12.99737,14.24995,-2.27361,1.06797,1.41431
12.74244,13.27516,-2.28555,0.92578,0.50882
13.08473,13.31362,-2.90656,0.76986,0.82992
12.47514,14.34617,-1.42481,0.84161,1.07818
13.28741,14.07873,-1.73946,1.11021,0.66003
12.97141,13.91872,-1.93886,0.76849,0.75771
12.75230,14.10531,-0.67488,0.98217,1.17449
12.91489,13.81728,-0.12027,0.91213,1.17230
12.99747,13.85651,-0.50370,1.05759,0.40982
13.03209,13.33483,-1.55780,1.46091,0.16679
13.03187,14.12915,-0.07198,1.33734,0.27787
12.95849,13.29001,-0.87511,0.71323,0.55027
12.92826,14.22910,-1.16059,1.49061,0.49723
12.41906,13.51473,-0.05730,0.85057,0.24564
13.04174,13.57829,-2.87082,0.86122,1.42865
12.94968,13.24098,-1.15191,1.49123,0.36979
12.72894,14.15839,-1.39836,1.14614,0.53182
12.92087,13.66748,-2.87501,1.25275,1.39347
13.11433,13.84752,-0.36568,1.43356,1.17199
12.43421,13.32046,-2.78521,1.37537,1.04562
12.41929,14.31697,-2.46683,1.11942,0.78763
12.98838,13.88942,-1.48271,1.02152,0.47781
12.47431,14.35976,-1.76879,1.04950,1.01531
12.49741,14.34580,-2.31843,0.74676,1.38235
12.44164,13.56487,-0.54890,0.82567,0.10669
12.65793,13.30330,-2.68878,0.71546,0.28132
13.24752,14.27916,-2.34980,1.11008,1.32955
12.90840,13.91345,-2.83514,1.47877,1.37596
13.23563,13.48207,-0.28982,1.32530,0.49342
12.64765,13.46126,-1.04272,1.34094,0.12375
12.98252,14.25312,-0.04844,1.24712,0.49427
12.49476,13.28221,-0.03507,1.31871,1.37101
12.50984,14.23812,-1.39211,1.19782,0.89181
12.73554,13.21430,-0.75776,1.28463,0.13511
12.85676,13.46785,-1.01191,1.14182,0.36479
12.79877,14.03760,-1.17836,1.24288,1.24711
12.72890,13.70499,-2.80895,1.09623,0.49189
12.92655,14.24039,-2.96753,1.33919,0.54748
12.53867,13.50646,-1.23892,0.87472,1.28340
12.75365,13.24418,-0.69589,0.96462,1.07359
12.67184,14.38762,-1.50173,0.74675,0.97248
13.04076,13.64150,-1.04114,0.82833,0.63482
12.79509,13.38033,-0.47720,0.75658,0.14228
13.12339,14.16606,-0.47897,1.09439,0.81109
12.49027,14.09279,-1.99742,0.73222,0.06176
12.55842,13.92871,-2.80048,1.47614,0.79954
13.16325,13.52444,-0.04468,0.85883,0.06152
13.11260,13.34779,-2.97309,1.19518,0.76254
