# logM_cut, logM_1, logsigma, alpha, kappa
12.74792,13.97917,-2.95468,0.86067,1.25815
13.29336,14.06079,-1.35788,1.20910,0.35067
12.98693,13.49612,-2.23534,1.37978,0.88055
12.53095,14.13844,-1.04635,1.22724,1.25646
13.26854,14.13671,-1.96822,1.26667,0.77480
13.09580,13.22846,-2.70406,1.32421,0.68868
13.20265,13.32217,-2.75615,1.23467,0.91479
12.40987,13.85824,-2.00322,1.25854,0.47888
13.22716,13.69861,-2.50135,1.41357,0.61272
12.85892,14.37513,-0.58953,1.18138,0.34325
12.96303,13.57847,-2.17637,1.35967,1.15048
13.21721,13.36778,-1.09508,1.20886,0.31845
12.89717,13.31268,-2.89435,1.38513,0.31098
12.57336,13.39994,-2.71958,0.91536,0.36293
12.53540,13.25115,-0.11014,0.79443,1.16221
13.02286,13.83837,-2.46307,1.14748,0.69407
12.90541,13.66947,-0.63914,1.02573,0.24823
12.84168,13.44848,-2.84061,0.84954,0.52766
12.76064,13.78871,-2.49371,0.79421,0.15732
12.60487,14.29667,-1.76121,1.48724,1.43520
13.28070,13.73498,-1.11761,1.09545,0.74990
12.76466,13.50893,-2.92185,1.16642,1.46762
12.93244,14.09816,-1.54230,0.98316,0.31476
13.17408,13.61842,-2.73217,0.88405,0.35051
12.42240,13.41892,-1.60251,1.49674,0.52078
13.09324,13.42147,-2.97450,1.45181,0.21638
12.65777,14.37844,-0.74790,1.43803,1.24437
12.42688,13.47816,-2.68277,1.28793,1.04978
13.24203,14.06088,-0.77720,0.72297,0.48874
13.16710,13.73716,-0.22568,0.98647,1.06489
12.45500,13.75306,-2.46714,1.24633,0.54804
12.46464,13.35595,-2.81548,0.72213,1.02754
13.28355,13.36530,-0.40364,0.84508,1.21628
12.78571,13.94914,-2.33002,0.81080,0.30157
13.04316,13.85395,-2.33744,0.85908,0.65540
12.88758,14.18589,-0.58285,1.22386,0.48434
13.07614,13.81390,-0.24469,1.14265,1.40170
13.23310,14.29755,-1.33941,0.92833,0.47981
12.53459,14.33781,-1.54218,1.29796,0.22225
12.77564,13.60046,-1.59523,1.16222,0.68629
13.10969,13.99124,-2.86488,0.94618,0.82530
13.20212,14.15738,-0.43414,1.47564,0.30600
13.29274,13.33172,-2.84734,1.00795,0.64148
12.55269,14.08197,-0.79568,0.89466,0.66289
12.88551,14.37070,-2.35992,1.05814,1.06503
12.42560,13.88300,-1.90782,0.90549,0.45169
12.89183,13.75603,-2.29376,1.22578,0.28659
13.04884,13.74419,-1.93794,1.28229,1.34695
13.27007,13.50914,-2.75060,1.42462,1.13235
12.68904,13.28146,-0.19403,1.12270,0.07738
12.88573,13.28821,-2.13043,1.16776,0.92735
12.62208,13.98240,-1.27853,1.10814,1.35057
12.40782,14.39455,-1.19804,1.17612,0.00010
12.76140,13.92990,-0.37046,1.38241,1.10136
12.49270,14.04518,-2.79370,1.19233,0.56798
13.10543,14.15281,-2.73221,0.77348,0.45490
12.94297,13.24730,-0.29929,0.73080,1.01444
13.15527,13.27542,-0.89918,0.87632,0.60806
13.11817,13.85665,-1.34220,0.87059,0.18514
13.15132,13.36811,-1.23252,1.36163,0.26429
13.08177,13.37835,-1.31928,1.23602,1.29500
12.92941,13.40839,-0.92999,0.75057,0.43457
12.56535,13.24629,-0.96596,1.14497,1.37743
12.96692,13.27984,-2.73972,1.45952,1.18312
12.62041,14.02588,-2.90928,1.30435,1.10609
12.61362,13.59011,-1.97098,1.32134,0.41126
12.58669,14.08773,-2.10922,1.13071,0.20634
13.19003,14.25488,-0.77535,0.75753,0.32571
12.58282,13.65936,-0.76699,1.44234,0.28636
13.29412,13.44798,-2.18978,0.72515,1.26887
12.74994,13.81474,-0.07431,0.76671,0.96032
12.47252,13.46907,-2.85077,0.98855,0.69843
13.08468,14.39976,-0.42436,0.98475,0.17637
13.28530,13.40268,-2.59292,1.22981,0.16644
12.66892,13.30373,-2.02209,1.28352,1.30165
12.48920,13.50771,-2.17307,1.11986,0.30225
12.41172,13.46301,-2.06401,1.14637,1.17829
12.74095,14.15157,-1.30968,1.29844,1.16156
12.81853,14.28347,-1.24406,1.27907,0.38020
12.42726,13.82936,-1.73416,0.76819,0.95027
12.54969,14.34597,-1.84299,0.70775,0.31082
12.52592,13.47464,-2.83084,1.44068,0.20560
12.82029,14.24722,-2.21048,1.16410,0.97039
12.93157,14.10136,-1.82003,1.39121,1.26203
12.86500,14.25867,-0.61182,1.00736,0.42345
13.19362,13.94974,-1.50949,1.45112,0.19128
12.55627,13.31590,-0.62150,0.94092,1.03628
