# logM_cut, logM_1, logsigma, alpha, kappa
12.91516,13.41889,-0.12367,0.90108,0.95723
12.56875,13.70077,-1.67931,1.07619,0.14481
12.68475,13.24852,-1.04435,1.11998,1.27783
12.81048,13.48142,-1.35390,0.88079,0.36084
12.42125,13.80259,-0.16111,1.16507,1.04150
12.97376,14.09540,-0.66476,0.81284,0.87605
13.02686,13.42018,-2.68450,1.27191,0.65627
12.81299,14.07176,-1.08490,0.87199,1.40832
12.61288,13.45834,-2.33396,0.72298,0.72169
12.86926,13.34730,-2.93992,1.25396,0.82078
12.48479,14.28727,-1.21131,1.40179,0.15181
12.40243,13.95675,-1.57225,1.49442,0.88192
13.21246,13.73059,-0.42405,1.26369,1.17541
12.67417,13.60547,-0.19985,0.73292,0.63136
12.94462,13.47665,-0.00576,1.10731,1.34396
12.91459,13.43801,-0.41194,1.04149,0.82948
13.21928,14.37103,-1.35765,0.94652,1.44186
12.62830,14.17067,-2.58822,1.45786,1.28086
13.25976,13.46530,-2.01771,0.78715,1.09797
13.21530,13.20030,-1.24911,1.25342,0.12026
12.51937,14.35192,-0.56475,0.99054,1.37831
12.76217,13.52069,-1.23143,1.05658,0.50953
13.10681,13.31218,-1.44409,0.87625,0.66043
12.70364,14.03809,-1.47218,0.94991,0.32416
12.93990,13.52443,-1.37318,1.03151,0.65585
13.14971,13.99838,-2.24625,0.74447,1.20491
12.98316,13.83878,-2.96948,1.28145,1.06176
12.54097,14.04145,-0.85039,1.36375,0.58045
13.20270,13.23639,-1.59740,1.13320,0.67030
12.88092,13.44241,-0.14095,0.90546,0.09726
13.29351,13.23205,-0.14932,1.09486,0.00044
13.06527,14.12173,-1.28105,1.04070,0.82913
12.42742,13.22753,-1.45266,0.91662,0.18986
12.80549,13.34463,-0.91935,1.48156,0.98000
13.05696,14.39122,-0.75138,1.17822,0.86271
12.95002,14.25241,-1.36791,1.46704,0.81162
12.53123,13.61314,-1.29358,0.97030,0.15527
13.17441,14.38858,-2.27524,1.03932,1.36828
12.44106,13.83662,-0.96474,1.10387,1.48083
13.06666,13.58273,-2.04827,1.09635,1.49817
13.26979,13.86048,-0.53267,1.32153,0.38494
12.57947,14.32004,-0.39468,1.30172,1.29117
12.98649,13.83582,-1.00570,0.85459,0.58503
12.59572,13.66359,-2.54769,1.24202,1.27368
12.68277,14.25881,-2.62422,1.27345,1.46619
12.96144,14.02181,-1.65403,0.87772,0.61133
12.57318,14.04603,-0.97453,1.21431,1.46144
13.21916,13.61982,-1.28031,1.37033,0.91190
12.65350,14.23441,-0.86012,1.39070,0.45273
12.85696,14.35594,-1.38007,1.13946,1.10522
13.17528,14.32382,-0.31559,1.40794,0.64118
12.77034,13.62181,-0.26628,1.04667,1.16827
12.64466,13.84137,-0.94597,1.14842,0.64956
13.06295,13.71511,-0.83559,0.96780,1.40134
13.08871,13.93098,-2.94182,0.71432,0.36055
12.53218,13.38044,-0.63189,1.09403,1.31365
12.48581,13.55201,-2.38653,0.85094,0.04907
13.15179,13.53025,-2.12491,1.19774,0.37695
13.19013,14.30886,-1.00967,0.71578,1.09070
12.47625,13.40673,-0.80871,1.27279,0.48677
12.47543,13.61557,-2.88686,1.14372,0.54018
12.65620,14.05058,-0.54134,0.82595,1.42046
12.99093,13.90772,-0.19171,1.43489,0.31491
12.95569,13.69428,-1.82200,0.87375,0.70883
12.64301,14.35818,-2.37678,1.31894,0.25303
12.65275,13.79973,-1.90201,1.23362,0.57657
12.88729,13.76708,-2.66911,0.90643,1.03290
12.93611,13.86998,-2.22257,1.34995,0.82088
12.87713,13.71723,-1.86543,1.12677,0.26540
12.84813,13.75960,-0.39819,1.35429,0.14856
12.42454,13.28836,-1.08771,1.04521,1.26948
12.97761,13.23058,-0.84694,0.76525,1.36788
12.69402,14.27557,-0.32551,1.12770,0.41289
12.52834,13.67505,-1.79428,1.17505,0.58255
12.48789,14.07314,-0.37089,0.93011,1.33518
12.81514,13.47926,-1.25911,1.24212,0.90352
12.70266,14.29302,-1.47647,1.41733,0.08412
13.25729,14.13603,-1.49693,1.00166,0.47256
13.15815,14.00084,-0.74485,1.33935,0.72437
12.67480,13.24878,-2.61228,1.14040,0.47908
12.89945,13.53452,-0.44035,1.17613,1.16295
13.11839,13.59152,-0.36586,1.27744,0.97281
13.25296,13.62942,-0.35902,1.06861,0.60261
13.28390,13.71373,-0.30407,0.75243,0.72719
12.40235,14.38354,-2.55486,1.34900,0.95851
13.08817,13.55707,-1.72130,1.47542,0.97587
12.79174,13.39849,-0.30214,1.38000,0.29107
12.41631,13.21644,-0.96957,1.16633,0.46839
12.44586,13.43178,-2.92794,1.41542,1.39106
12.55976,14.27835,-1.29537,0.95111,0.66921
13.05084,14.14517,-0.61302,1.25599,0.46194
13.05449,13.22535,-2.35603,1.18445,1.36226
13.07351,13.71075,-0.46062,0.74517,0.55111
13.13368,13.72660,-0.77431,1.22697,0.27565
12.56819,14.25890,-0.95527,1.46027,0.30645
12.80060,13.84547,-0.09013,0.82629,0.45750
12.76119,14.36329,-1.34911,1.38182,0.06076
13.13895,13.83588,-2.78472,0.99900,0.91513
12.64125,13.49966,-2.04919,1.15694,0.85384
12.71242,14.31890,-0.38584,1.11359,0.56241
13.27285,14.32352,-2.32975,1.09718,0.59896
12.93537,14.34523,-2.72815,1.00403,0.32653
12.72738,13.90531,-0.73318,1.21195,0.38553
12.61559,13.73563,-1.96192,0.85120,1.30551
12.55496,13.97406,-1.34745,0.78994,1.23221
12.80675,13.88206,-0.84441,1.11660,1.22553
12.89653,13.54734,-2.70284,1.40568,1.48755
13.11033,13.93732,-0.21630,1.05213,0.87467
12.40299,13.76347,-2.27976,0.84426,0.59195
13.04087,13.21735,-1.31671,0.74779,0.07124
12.99273,13.70249,-2.87936,0.98183,1.38904
12.93554,14.35398,-1.36463,0.84863,0.35650
13.27096,13.50120,-2.73839,1.21242,0.10285
13.24195,13.24768,-0.59057,1.49523,0.20396
12.43660,13.36824,-0.56537,0.84161,0.08130
13.02496,14.11671,-0.87035,0.71261,1.43705
12.95833,14.34514,-1.07911,1.39379,0.28841
12.86175,13.40945,-2.88292,1.03750,0.90138
12.40245,13.52303,-2.82895,0.79394,0.58845
12.98240,14.06703,-1.17447,0.73972,1.21221
12.76927,13.54188,-0.74119,0.90660,0.46482
12.85105,14.37896,-0.34167,1.07726,0.47835
12.63016,13.88789,-0.53624,1.02086,1.33073
12.64888,13.39837,-0.20805,1.07052,0.37781
12.45865,13.24676,-2.65969,1.28100,0.00959
12.64305,13.92872,-1.89540,1.34404,0.32806
12.95857,14.27180,-0.92882,1.19221,0.77308
12.55107,13.99798,-2.06336,0.94904,1.47500
12.72744,13.67560,-0.22389,1.38085,0.69640
12.84909,14.07062,-1.57532,0.72130,1.21117
13.04478,13.82635,-2.20755,0.95108,1.07887
