# logM_cut, logM_1, logsigma, alpha, kappa
13.04370,14.38696,-0.34061,1.44689,0.94936
12.51270,13.63434,-0.27569,1.33467,0.36687
12.92257,13.65054,-1.55705,1.32737,0.59435
13.08091,13.33703,-0.12716,1.02174,0.72041
12.92161,13.45411,-1.81962,1.49016,0.02945
13.10540,13.64363,-1.06334,1.37790,0.47083
12.54701,14.31333,-0.15435,0.87211,1.45632
13.08743,14.37508,-0.60704,1.07225,0.56931
12.78991,13.22452,-1.22575,1.01611,0.91592
13.06412,13.63797,-2.20963,1.42844,0.14788
13.08448,14.23999,-2.41453,1.27474,1.04239
12.54415,13.48354,-2.78812,0.79674,1.16183
13.18505,13.89926,-2.27328,0.81245,0.91523
13.20309,14.27172,-0.30806,1.29239,1.45945
13.17636,13.98765,-1.32823,1.30473,0.01819
12.71884,13.61354,-0.43606,1.19063,0.85330
12.92639,14.18085,-2.08940,0.94914,0.98710
13.16636,13.30273,-2.51063,0.92272,0.13387
12.54995,14.12628,-0.46653,0.76920,0.60113
13.06985,13.95748,-0.89963,0.74057,0.17430
13.20235,13.53742,-1.49916,1.03705,1.03055
12.67532,13.93369,-1.88504,1.22436,0.84092
13.28158,13.84380,-0.02564,0.77061,0.59793
12.49436,13.42223,-1.83821,1.08977,0.87527
12.94854,13.23232,-0.61788,0.94357,1.28070
12.44201,14.34737,-2.32976,0.85793,1.28413
12.49891,13.27417,-0.63491,1.03330,0.07022
12.54631,13.51556,-0.36869,1.19877,0.81435
13.29302,14.36251,-1.62652,1.23540,0.27849
12.45011,14.03468,-2.57764,0.96550,0.94192
12.98838,13.83531,-2.22196,1.23911,1.21896
12.49824,13.79116,-0.40255,0.71207,1.39780
12.42811,14.02286,-1.64543,0.87261,1.05826
12.86715,13.51755,-2.66824,1.04398,0.11807
12.85421,13.72619,-1.40557,1.05053,0.62379
12.61913,13.89768,-2.43697,1.09434,0.61584
12.58335,14.08713,-1.61278,1.30688,0.34466
12.46583,13.21033,-2.39735,1.06122,1.44295
12.83720,14.30543,-1.38687,0.84249,0.33143
13.06418,13.76479,-0.40943,1.46164,0.86141
12.47880,13.94203,-0.67817,1.24243,0.52184
12.92044,13.66213,-0.69366,1.34877,1.05090
13.07435,13.82784,-0.14898,0.85714,0.04412
13.00771,13.70304,-1.07913,0.80270,1.19194
12.76427,13.81558,-0.96500,1.31044,1.22321
13.26537,14.12387,-1.57144,1.11869,0.33146
12.52628,13.61193,-1.21463,0.71494,0.09478
13.00352,13.64805,-1.29916,1.21251,0.33351
12.96465,13.54969,-2.82555,0.94328,0.43798
12.40961,13.86881,-2.63559,1.25975,0.22718
12.42908,13.82083,-1.94591,0.78178,0.14015
12.89936,13.78369,-2.90607,1.26732,0.29823
13.27131,14.35465,-2.69048,1.06544,1.34563
12.83307,14.38876,-2.43463,1.29675,0.26383
13.09026,14.03102,-0.79249,1.11809,0.03322
12.70385,13.48682,-1.03985,1.28460,1.40845
13.16933,13.60476,-2.08381,1.21180,0.85847
12.65168,13.49171,-2.01620,1.28495,0.96189
12.79385,13.73488,-0.22713,0.86522,1.19592
13.11204,14.03815,-2.02297,1.35016,0.61425
12.69722,13.22335,-2.94284,1.18115,0.60607
12.95875,13.44000,-1.96890,1.18639,1.09095
12.72926,14.36192,-1.83181,1.34659,0.87843
12.81190,13.29195,-0.94234,1.00371,0.68202
12.68923,13.83289,-0.83435,1.31085,0.48183
12.92561,14.01682,-2.36018,1.44082,0.99161
13.08050,14.16059,-2.34300,0.92913,1.12750
13.02491,13.92065,-0.24900,1.16530,1.00648
13.25755,13.43032,-1.37572,1.39691,0.43163
13.25728,13.79281,-2.60305,0.73951,1.12495
12.70393,13.20315,-1.44449,1.26859,1.21989
12.72186,14.36266,-1.42484,1.01658,0.02557
12.98402,13.99781,-1.68329,1.08774,0.25943
12.57894,13.63369,-2.46793,1.36351,1.45514
12.82761,13.37375,-2.59391,1.30478,0.46119
12.73016,14.21235,-1.45357,0.77864,1.29613
13.29051,13.79063,-1.19316,1.40468,0.31969
12.56068,13.63800,-2.99823,1.33001,0.70877
12.55924,14.25229,-0.86571,1.48780,0.12221
12.82342,13.99305,-1.08009,1.26612,0.63185
12.97860,14.21833,-0.79807,1.18446,1.01835
12.92854,14.02863,-0.37130,1.29509,1.16892
12.90795,14.33173,-1.99716,0.94158,1.23103
13.17812,14.30089,-2.64159,0.91918,0.09151
13.12950,13.40245,-1.70438,1.25225,0.66055
12.82417,14.26941,-1.44630,1.16247,0.78993
13.22325,13.67640,-1.39096,1.19961,1.18031
13.03658,13.56383,-2.05053,1.44368,1.04706
13.04646,13.81632,-2.53990,0.96945,0.42504
12.42543,13.50864,-0.41961,0.91835,0.37070
13.05987,14.22682,-0.65291,1.42116,0.54712
12.53789,13.24401,-1.61646,1.44865,0.15055
12.91911,13.47828,-0.35223,1.12785,0.27646
12.48343,14.17915,-2.92431,1.11688,0.36182
12.68382,13.70031,-1.97338,1.03460,1.02960
13.19621,13.44966,-0.98835,1.17330,0.05827
13.16641,13.35151,-2.14904,1.10177,0.80870
13.12207,13.96296,-2.09337,0.73182,0.27366
12.64110,13.21495,-2.25929,0.76485,1.32117
12.66824,14.16329,-1.00661,0.99402,1.33855
12.53249,14.36889,-2.82317,1.48529,0.00723
12.61640,14.10612,-0.87865,0.77769,1.42297
12.40866,14.26764,-1.39555,1.34870,0.26368
13.09214,13.21336,-1.91797,0.91353,1.39790
12.84125,14.24525,-1.53852,1.37440,1.35900
12.57612,14.31458,-0.98271,1.35230,0.30946
13.17782,13.54109,-2.85603,1.46371,0.29463
12.67311,13.54266,-2.83447,1.27091,0.22955
12.81281,13.73942,-1.95784,1.00993,1.36473
13.29442,13.50935,-0.98026,1.01715,0.90019
13.03445,14.33229,-2.74219,0.92686,0.71056
13.12061,13.73805,-0.86725,0.84103,0.92077
12.99381,13.52796,-1.93875,1.15632,0.52957
12.48525,13.76508,-2.84607,0.74751,0.44659
12.71794,13.96627,-2.63981,1.30290,0.16462
12.54584,13.24135,-2.30671,0.82582,1.18062
13.08682,14.18585,-2.19696,0.83787,0.30345
12.55127,13.36612,-1.06130,1.48657,0.19218
13.27076,13.21604,-0.45634,0.97545,0.50230
12.58104,13.84984,-0.89457,0.97551,1.20238
13.24843,13.35570,-0.60968,1.11786,0.76217
13.27512,13.22221,-2.51222,1.33464,1.00469
12.48129,13.78789,-0.04152,1.25950,0.51191
12.62074,13.46830,-1.92427,1.36675,1.26906
13.01115,13.78499,-0.44309,1.47241,1.18804
12.84748,14.27214,-2.36820,0.71405,1.06873
13.29358,13.48119,-1.52208,0.77777,0.03287
12.70699,13.65531,-0.38939,1.43612,1.43320
12.47415,13.65876,-1.32172,0.72590,0.81933
12.58225,13.43820,-0.78544,1.34509,1.41580
12.79471,13.71050,-0.30288,1.31271,0.95356
12.67807,14.26724,-0.19079,0.98886,0.96832
12.49861,13.88806,-2.53492,1.43263,1.47247
13.06217,13.77746,-0.19732,0.90177,0.20109
13.15802,14.00793,-1.51277,1.17082,0.70518
12.49189,13.45918,-0.76615,1.32945,0.70119
13.23952,13.34415,-2.90870,1.14719,0.75906
12.66482,13.55998,-0.10914,1.35597,0.92908
12.74774,13.90312,-1.14747,1.33966,0.95375
12.61577,13.45895,-2.87485,1.31395,1.28544
12.64782,13.20987,-1.64905,1.28589,1.25766
12.67507,14.11007,-2.63443,1.05826,1.05158
12.42751,13.98092,-0.45575,1.14653,0.63922
12.90342,13.39449,-1.70549,1.42356,0.78930
12.58141,14.20752,-1.06713,1.41106,0.22210
12.86582,13.76520,-0.31838,0.89312,0.69455
12.58700,13.64627,-2.48439,1.44728,0.15491
12.60529,14.26559,-1.38548,1.40654,0.13364
12.77705,13.96696,-2.77604,1.23523,0.94479
