# logM_cut, logM_1, logsigma, alpha, kappa
12.66181,13.55987,-1.82349,1.35628,1.04210
12.44812,13.27151,-1.72086,1.48965,0.94022
12.98992,13.40415,-2.50223,1.27952,0.19054
12.61307,13.77714,-1.57517,1.27883,0.68975
12.72804,14.16998,-0.93529,0.98167,1.35160
12.75724,14.12900,-2.05046,1.30251,1.25184
12.66889,14.23981,-2.67509,0.78786,0.45400
13.04279,14.29617,-0.47989,1.00914,0.36175
12.89100,13.49387,-2.75644,0.85176,0.09257
12.58642,13.69671,-0.03674,0.83915,0.03072
12.52980,13.61961,-0.39151,0.70392,1.22146
12.63428,13.88395,-0.61313,1.35382,0.23311
12.86001,13.63718,-2.64169,1.11330,1.31822
12.60482,13.80473,-1.25074,0.88873,0.81568
12.99422,13.67746,-0.72587,1.44904,1.07912
12.53013,13.90304,-2.10104,1.11827,0.11981
12.44468,14.19658,-1.53705,0.95709,0.81668
12.96124,14.24301,-1.21071,0.87449,1.48430
12.42321,13.91852,-1.95824,0.91145,0.35232
13.06901,13.25816,-1.31577,1.17694,0.43303
12.40615,14.15474,-2.34198,0.93256,0.97074
12.84655,13.25045,-1.45869,1.30875,0.95346
13.21292,13.80183,-1.84020,1.16359,0.88473
12.69314,13.21501,-2.12177,1.40638,0.32519
12.73843,13.36767,-1.60911,0.72966,1.47197
13.02384,13.29710,-2.88046,1.30394,0.05396
12.59990,14.29933,-2.43175,1.46690,0.22619
12.97218,13.50521,-1.80783,0.71513,1.10406
12.90657,14.21924,-0.32470,0.78553,0.95338
12.74810,13.60235,-1.58035,0.84861,1.35393
13.10607,13.75115,-2.83920,1.42907,1.29331
12.65649,13.36572,-1.55227,1.18786,0.71868
13.06099,13.40256,-1.53878,0.99480,1.15822
12.73857,13.64964,-2.68699,0.95392,0.96750
12.93740,13.67687,-0.90425,0.85286,0.72669
12.86027,13.99501,-2.02343,0.92508,0.34692
13.06702,13.66160,-0.54020,0.84902,0.46957
12.58564,13.29086,-0.01061,0.85674,0.78818
13.01570,14.18533,-0.66893,1.09882,0.14274
12.78905,13.91257,-1.78868,0.86006,1.15142
12.42436,13.84245,-2.99929,0.83950,0.77885
12.65335,14.04263,-0.43114,1.46072,0.55276
12.47550,13.41555,-0.52735,1.23734,0.55682
13.06742,14.27392,-0.38364,1.40295,0.61833
13.02110,14.19788,-0.36741,1.29394,0.97143
12.64668,14.38692,-0.79737,1.07945,0.90832
12.45838,13.25627,-2.23095,0.92137,0.07016
13.14402,13.62532,-0.94202,0.87310,0.44099
12.94626,14.01709,-1.15308,1.07708,0.81777
13.09591,13.65122,-1.18732,1.37835,0.54261
12.88264,13.64158,-2.89185,0.92958,0.72869
13.16990,13.87695,-1.07305,0.76124,1.12353
12.48478,14.06979,-2.76456,1.22064,0.26156
13.16463,13.89998,-0.84424,0.98783,1.47784
12.88072,13.67799,-2.88899,1.04135,0.26263
13.01002,14.22300,-0.49042,1.18481,0.13143
12.99586,14.36933,-1.02926,0.71992,0.05870
12.60055,13.73150,-0.81176,1.45727,0.99587
13.18169,14.11060,-0.09198,1.23004,1.06714
12.61132,13.57328,-0.78613,1.15882,0.41110
13.09132,13.40041,-0.14499,1.47807,0.46187
13.11341,14.17304,-2.40767,1.01075,0.73627
13.19945,13.90719,-1.75776,0.87990,0.99269
12.60120,13.99343,-0.20475,1.03738,0.80780
13.15828,13.42832,-1.86630,0.88904,1.28760
12.51780,13.45910,-2.98459,1.29773,0.45791
12.67759,13.89817,-2.03963,0.93918,0.93524
13.24627,14.19568,-2.85962,1.07686,0.02083
13.14877,14.36182,-2.10155,1.18110,0.74238
12.49142,14.09584,-0.82300,1.37249,0.03781
12.83490,13.82580,-1.20862,0.71369,0.73184
12.50580,14.38886,-1.25810,1.40106,0.00269
12.56001,14.37837,-1.62661,0.88384,1.48853
13.28746,13.60961,-0.44548,1.29691,1.43847
13.05545,13.32677,-1.51748,0.87361,0.27066
12.54676,13.76505,-2.49826,1.41270,1.13767
13.06993,14.26075,-0.93471,1.03916,0.43429
12.40899,13.53835,-2.05607,1.08677,0.93152
12.67215,13.75112,-2.02599,0.72490,0.69604
12.92406,13.94027,-2.80474,1.08060,0.73047
12.40062,13.47004,-1.11200,0.82103,0.01977
13.27332,14.23052,-0.08679,1.38977,0.39314
13.26633,14.37925,-0.05962,0.87692,0.30764
12.50903,13.96815,-2.87546,1.48764,0.34936
12.73702,13.21413,-0.71811,0.96645,1.48194
12.52159,14.38113,-1.24856,0.78013,0.59616
13.18585,14.36120,-1.79776,0.79664,0.00084
13.04480,13.37271,-0.54917,0.90842,0.73877
12.86993,13.22132,-2.13656,0.94849,0.77733
12.86939,14.03246,-2.81724,1.30399,1.22489
13.03886,13.88239,-0.17851,1.18986,0.40569
12.54979,13.68379,-0.30432,0.95932,0.45770
13.11482,14.30445,-2.08220,1.49291,0.35089
12.99113,13.23323,-2.54219,1.22160,1.40653
12.46725,14.30614,-1.43500,0.85045,0.05919
12.55346,13.31860,-1.27379,1.23415,0.09581
12.79645,13.87221,-0.97126,0.89826,0.16592
12.48880,13.68231,-1.84166,1.15434,0.19940
13.23879,13.26947,-1.98117,1.33451,1.15372
13.10130,14.11313,-1.85244,1.42181,0.73804
12.60974,14.24084,-0.59116,1.13970,0.04086
12.66660,13.98686,-1.70131,1.36162,1.40963
12.87015,13.62882,-0.07524,1.21740,1.46047
12.73706,13.59297,-2.44993,0.93784,0.52023
13.25602,13.31207,-1.83366,1.17124,1.13657
12.84461,14.04072,-1.09271,0.73022,0.40505
12.68645,13.77823,-0.94404,0.72962,1.14740
12.64922,13.59135,-2.32141,1.37497,1.12116
13.01222,14.36722,-0.59573,1.41616,1.36170
13.15930,13.64248,-1.35129,0.73105,1.29881
12.68278,13.99765,-2.05540,0.98986,1.00309
13.08123,13.49640,-1.63231,1.41326,0.42342
