# logM_cut, logM_1, logsigma, alpha, kappa
12.50834,13.34788,-0.03222,1.15118,0.82400
12.63928,13.38342,-2.98299,1.12229,0.66029
12.72063,13.29498,-1.17744,1.24606,0.51554
13.17296,13.31843,-1.47940,0.72810,1.27579
13.20628,13.42691,-0.98736,1.44591,0.44338
13.00290,14.23683,-1.14720,1.11080,0.19126
12.61620,13.30560,-0.94803,0.97245,1.02432
12.43189,13.67969,-1.51728,0.73224,0.17683
13.15098,14.23549,-0.52490,1.33902,0.19361
12.60850,14.16978,-1.02733,1.28155,1.13634
13.07003,14.10315,-0.16094,0.76745,1.40160
12.82231,13.85647,-0.97888,0.90408,0.89787
12.42885,14.34870,-1.66720,1.25980,0.26590
13.25555,14.21522,-1.91583,0.91349,0.97059
12.70999,14.19995,-0.80943,0.89846,0.92016
12.73608,13.87369,-1.53196,1.46917,0.75614
12.96003,14.12138,-2.99623,1.38640,0.52695
12.56524,13.44963,-2.59511,1.03170,1.38978
12.98995,13.61880,-2.72777,1.19507,0.40752
12.72168,14.29274,-0.24732,1.39740,0.37468
13.06770,13.73347,-0.09293,0.97621,0.16529
13.23364,13.47623,-0.91061,1.11818,1.08603
12.66232,13.38981,-2.14885,0.99949,0.51391
13.07314,14.30837,-1.20879,1.06022,0.97325
13.11370,14.02990,-2.91725,1.23139,0.61674
12.86689,14.03230,-1.66973,1.22998,0.02745
12.45938,13.32113,-1.76523,0.88220,1.32355
12.50170,13.52566,-2.97479,0.98094,1.00660
13.12751,14.35123,-0.37224,0.90336,0.89815
12.65401,13.44300,-2.34626,1.05937,0.09618
12.90001,14.38334,-1.78472,1.48021,0.20314
12.55547,13.22297,-2.19504,0.97311,0.33498
13.05104,13.30431,-0.87935,0.81267,1.18133
12.41098,13.91444,-2.56151,1.33570,1.24159
13.25618,14.14891,-1.47849,0.87377,0.82120
12.95391,13.54490,-0.06616,1.15973,1.35846
12.52661,13.86287,-2.18720,1.32752,1.24551
13.17009,13.46929,-2.15037,0.74735,1.23363
12.81203,13.93720,-1.56447,1.19757,1.49005
12.41830,13.27464,-2.73920,1.35901,0.24331
12.43375,14.35130,-2.17809,1.04766,0.73559
13.17373,13.30185,-2.60772,1.27148,1.27352
12.47372,13.50468,-0.12088,1.35523,1.44388
13.25163,13.69276,-1.71013,0.94922,0.40806
12.54192,13.57253,-2.49308,1.33112,1.06443
13.02289,14.32541,-2.79342,0.85585,1.07494
12.94106,13.22308,-2.22945,0.70305,0.65720
13.14229,13.20071,-0.48821,0.84267,0.72417
12.44177,13.36295,-1.51053,0.95717,0.58286
13.27103,13.91009,-2.50772,0.83274,0.44809
13.10105,13.35562,-0.66972,0.70428,1.14720
12.55794,13.71233,-0.25500,1.22917,0.84907
12.67678,13.70880,-2.46198,1.01004,0.33581
12.53809,14.25535,-2.45164,1.05356,0.02588
12.90317,13.78526,-2.87923,1.47027,0.93368
13.16698,14.02032,-1.62331,1.35716,1.20211
12.57217,14.08956,-0.60411,1.36293,1.07709
12.67964,13.86081,-2.16965,1.49765,1.38802
12.92634,14.12612,-0.56730,0.91794,0.63606
12.55279,13.25952,-2.40398,0.77920,0.49396
12.84184,13.27680,-2.92852,0.75666,0.83612
13.17063,13.49971,-1.08594,1.34962,1.31263
13.05493,13.90838,-2.06398,1.36726,0.35848
12.53697,13.59746,-0.45138,0.83858,1.42691
12.69178,13.22942,-1.83596,1.23894,0.04859
13.10320,14.39951,-1.21310,1.47570,0.93073
12.43683,13.61252,-1.06904,1.42364,0.72424
12.69143,13.54304,-2.60175,1.31407,0.05589
12.87062,13.86892,-0.44130,1.18966,0.81769
12.65128,13.33544,-1.38766,1.46315,0.29976
13.28890,13.80193,-2.77914,1.02691,0.43039
12.56039,14.23300,-2.50063,1.34868,0.71295
13.05996,13.31798,-0.12224,1.14697,0.66504
12.97360,13.86461,-0.78828,1.38692,0.76580
12.65293,13.22313,-1.13309,0.91613,1.11238
13.09731,13.72200,-1.11484,1.00503,0.58743
12.89966,13.62346,-1.75068,1.36491,0.98092
12.42803,14.37118,-2.05164,1.11176,1.14520
12.79785,14.01539,-2.79148,1.13708,0.64837
12.74437,13.96925,-0.23609,1.19442,1.45597
13.07369,13.90504,-0.42114,1.18958,0.94626
12.46344,13.53469,-0.76313,1.12571,0.96027
12.65463,13.94373,-0.40607,1.17428,0.20440
12.76149,14.32768,-1.57091,1.30079,0.68508
12.66685,13.34827,-0.99219,1.03416,0.03197
13.06989,13.49534,-0.75132,0.99500,1.04269
12.75953,14.32954,-1.94784,1.30649,1.25939
12.79648,13.25818,-1.78412,1.15621,0.09994
12.82966,13.72803,-2.61467,1.24037,1.22395
12.80344,14.11153,-1.48571,0.88553,1.17465
13.29625,13.69471,-1.85626,1.07572,0.09205
13.11940,14.38125,-1.82111,0.75602,0.76846
13.10751,13.28992,-1.50990,1.44985,0.98209
13.05002,13.94153,-2.53320,1.35400,1.36966
