# logM_cut, logM_1, logsigma, alpha, kappa
12.75061,13.26836,-2.70722,0.72513,0.77409
12.91353,14.01354,-2.29863,0.98511,0.72993
13.09184,13.94589,-0.03492,1.12608,0.70074
12.54999,13.27950,-1.46027,1.45560,1.11288
13.00075,14.18599,-0.90300,1.15687,1.45560
12.45034,13.61168,-2.97150,1.02394,0.04047
12.74158,13.51795,-2.15246,1.10540,1.41334
12.71324,14.31391,-1.57751,1.10276,0.66389
13.29833,13.31216,-2.54381,0.95011,0.09118
13.19074,13.41049,-2.79380,1.49762,1.30217
12.89443,13.37217,-1.65510,0.99325,1.14556
12.89348,13.40763,-1.31091,1.42684,0.39025
13.00419,14.20597,-1.28751,1.05726,1.49046
13.26183,13.26343,-1.22580,0.92092,1.05348
13.28813,14.10861,-1.60516,1.11498,0.15630
12.71625,14.02443,-2.28696,1.17530,1.39672
12.58465,14.20362,-0.34703,1.02897,0.65029
12.92460,13.27836,-2.90356,0.77123,0.61439
13.09826,13.59568,-0.04556,1.04584,0.90900
13.24165,13.32882,-1.79109,1.16074,0.93520
12.50879,14.12650,-2.59180,1.41299,0.88071
12.67873,14.22389,-1.20601,0.93042,0.11574
12.57815,14.23012,-1.24131,1.18862,1.31836
13.01770,14.36151,-0.61942,0.80864,0.73963
13.06306,14.03813,-2.82521,1.49837,0.85570
13.27661,14.21332,-2.79905,0.80821,0.20344
12.51059,13.48539,-1.30350,1.09348,0.70388
13.21557,13.55333,-0.83311,1.08349,0.54346
13.18348,13.28970,-2.67764,1.44914,0.32863
12.78078,14.29668,-1.61302,0.97084,1.02775
13.21811,13.90034,-1.33926,0.92328,1.23926
12.97627,13.52135,-0.31137,0.90384,0.76552
12.60639,13.53873,-1.32632,0.86517,0.44357
13.26322,13.87581,-0.96188,0.94345,0.85067
12.69453,13.73451,-0.94110,1.26796,0.52584
12.52147,13.52238,-0.38902,1.07753,1.46140
12.68356,13.35993,-2.12880,0.99989,0.16390
12.49396,13.25329,-1.33683,0.92514,0.38467
