# logM_cut, logM_1, logsigma, alpha, kappa
12.85223,13.49485,-1.00053,0.91548,0.60279
13.01003,14.18463,-0.45781,1.12121,1.00066
12.45677,13.23286,-2.44070,1.28476,0.83692
12.81431,13.87004,-0.48850,1.14046,0.58496
13.09843,13.52702,-0.56186,0.77590,0.68477
12.46382,13.81808,-2.36784,0.90106,0.17354
12.61884,14.29925,-2.45227,1.40197,1.10972
12.72449,13.64062,-0.04480,0.79774,0.62345
12.85426,13.60857,-0.43925,1.18577,0.71189
12.94791,13.25558,-0.33087,1.08665,0.94394
12.79691,13.87618,-0.09241,0.89659,1.22867
13.03255,13.80484,-2.63282,1.00882,0.04188
12.57586,14.22324,-2.18022,0.72476,0.90978
12.87292,13.85843,-2.21074,1.44467,0.78000
12.92138,14.29835,-1.41889,1.43111,0.61938
12.52660,13.96807,-2.50991,1.08328,1.05453
12.85943,13.39593,-1.26829,1.21397,1.37205
13.00910,13.31876,-2.99073,1.40254,0.01769
13.29140,13.30499,-0.22549,1.35356,0.36904
12.48552,13.63750,-0.57429,1.19869,1.25582
12.43310,14.09181,-0.46139,1.28745,1.19181
13.03927,13.64992,-1.48788,1.33306,0.87034
13.26901,13.89677,-0.95667,1.34789,0.96989
12.46898,13.87390,-1.62129,1.34098,0.68075
13.26368,13.22160,-1.81639,0.96596,1.07276
12.85926,14.30256,-2.71510,1.09481,0.71313
12.86235,13.70621,-2.49126,1.32937,0.29962
13.08004,14.03276,-2.03312,0.87803,0.90399
13.13856,14.23665,-1.46251,0.71166,0.22389
12.59140,14.20110,-1.05265,1.20981,0.04587
12.57131,14.19698,-2.52616,1.03105,1.36425
12.51110,13.36002,-2.39524,0.97670,1.36892
13.08071,13.88495,-2.25103,0.77059,0.54301
13.19188,13.55616,-2.15554,0.98907,1.24279
12.48855,14.24929,-0.50939,1.20999,0.31748
13.27004,13.55113,-1.38198,0.99605,0.11588
12.83728,13.68197,-2.57710,0.85307,0.27639
13.26065,14.02425,-2.96402,0.91926,0.14437
12.75033,13.81145,-0.60946,1.06647,0.72723
12.90629,14.31951,-2.69779,1.02245,1.26547
12.53982,13.87129,-2.36359,1.08123,0.95561
12.83259,13.36097,-0.88091,1.47715,0.44679
12.91346,14.14339,-2.65311,1.26223,0.28145
12.55945,13.40469,-0.92088,0.85118,0.50486
12.45157,14.39784,-1.98603,1.09642,1.02181
12.51588,13.31284,-0.68161,0.87470,0.93665
12.73484,13.91488,-2.08338,1.04906,1.14271
12.42028,13.54692,-2.15639,0.70012,1.15426
12.84344,14.32542,-0.13530,1.19913,0.43776
12.43484,13.44181,-2.04189,1.37452,1.28238
13.14784,13.85276,-0.41223,0.84322,0.66109
12.77318,13.44120,-1.04415,0.71677,1.47356
13.29142,13.63190,-0.03694,1.11911,1.06608
13.22124,13.31851,-2.16973,0.92749,1.07357
13.21729,13.30300,-2.19350,1.32599,0.97353
12.47471,14.11293,-1.46726,1.34459,0.76626
12.77031,13.31678,-1.28111,1.36888,0.44198
13.04377,13.97783,-2.12781,1.25485,1.46097
12.64360,14.07325,-0.96480,0.97976,0.16377
