# logM_cut, logM_1, logsigma, alpha, kappa
13.22605,13.55248,-1.29491,1.44881,0.24976
12.60902,14.20214,-1.79968,1.39187,1.23645
13.18222,13.58668,-2.55975,0.88053,0.26993
13.13412,13.43824,-1.83388,0.99326,0.85504
12.99275,13.49682,-1.86251,1.03450,0.49198
12.91025,13.73239,-2.61595,0.96422,0.11511
13.14029,14.12122,-2.08116,1.06021,0.63103
13.03669,14.32144,-0.53919,0.95745,0.29410
13.09635,14.22918,-0.60587,0.74181,0.23881
12.67666,13.90183,-2.24364,0.74923,0.11355
12.97978,13.53897,-2.75330,0.80762,0.17051
12.42487,13.65003,-0.26406,1.36867,0.05770
12.47956,13.47041,-1.21479,1.08428,1.01622
12.63588,13.26348,-2.11156,1.03394,1.48792
13.07378,13.29843,-0.88767,1.14569,1.27625
12.52821,14.24320,-2.60163,1.13657,0.19635
13.20232,13.92646,-1.92647,0.71853,0.70984
13.06410,13.30175,-2.73608,0.83762,0.53050
12.80947,13.23342,-0.56431,1.38682,0.90208
13.12555,13.81662,-2.23471,1.43418,0.09209
12.84557,14.21938,-2.61608,1.02338,1.29186
13.22565,13.95919,-2.91999,1.45987,0.77723
13.29425,13.83383,-0.30476,1.18895,0.91683
12.91482,14.00570,-2.05490,1.08623,0.34275
12.43173,14.18052,-2.07606,0.80039,0.24778
12.98434,13.80243,-1.63750,1.19514,0.97140
13.23980,13.70189,-2.77311,0.80756,0.97164
12.94926,14.03913,-0.77460,1.40316,0.37343
12.86553,14.11572,-0.16923,1.14678,1.04171
12.79205,13.58628,-1.23430,1.48001,0.03348
13.06144,13.65357,-1.63918,0.94921,0.92865
12.84917,14.34823,-0.69482,1.01518,0.35247
12.71265,13.63660,-2.33109,0.76268,0.38151
13.20431,13.74802,-1.57793,1.36309,0.61720
12.52431,13.68656,-0.13195,1.22764,0.31582
12.80469,13.36061,-0.39309,1.26236,0.70113
12.94450,13.20530,-0.88704,1.34130,0.87603
12.52493,14.16538,-0.55633,1.39286,0.67444
13.21955,13.99730,-2.70650,1.17597,0.12950
13.26638,14.37218,-0.83592,1.02163,0.86436
12.74621,13.97736,-1.88903,0.92920,0.75461
12.72813,13.39349,-2.24395,1.38743,0.93285
12.49588,13.82614,-2.42196,1.38124,0.56526
13.22943,13.81192,-0.94388,0.75869,1.15189
12.51098,13.47306,-1.10851,1.25583,0.82884
13.18588,13.22445,-2.19480,0.92263,0.08951
12.68791,13.49896,-0.69128,0.74114,1.04123
12.68529,14.25909,-0.04908,1.09524,1.05249
12.44103,13.82143,-1.33424,1.43688,1.21093
13.29088,13.32792,-0.40919,1.14041,1.22729
13.24515,13.43912,-0.14989,1.39471,1.02391
12.97957,14.04922,-2.39570,1.34328,0.47231
12.94726,14.05145,-1.48518,0.98508,0.01022
12.58324,14.32756,-2.90122,0.87781,1.16210
12.58415,14.28205,-1.80034,1.09853,1.21194
13.26975,13.31357,-1.64008,1.17402,0.14442
12.56910,13.85152,-2.16702,0.72172,0.00905
12.64522,14.30117,-1.90368,1.08110,0.42950
13.19121,14.13773,-2.89166,1.44798,0.56058
12.86245,13.32896,-2.51399,1.37979,0.06012
12.41242,13.87772,-0.77084,1.29725,0.02470
13.15613,14.36675,-0.46490,0.92015,0.33574
12.66446,13.23335,-0.94621,1.42467,0.75581
13.20164,13.82935,-1.26594,1.00282,0.47442
12.82394,13.25810,-1.67299,1.27076,0.57541
12.56158,13.36773,-0.67424,1.08561,0.72537
12.80352,13.25791,-2.05099,0.81862,0.81820
12.79196,13.83920,-1.83620,1.10169,1.45058
12.81574,13.31955,-2.58341,1.19039,0.04325
12.86048,13.21234,-1.12238,0.80083,0.74690
12.49444,14.24475,-1.91926,0.96259,0.26645
12.93035,13.28119,-1.44459,0.73794,0.59759
12.62540,13.30278,-0.13271,0.93446,0.82777
12.79261,14.00581,-0.32120,0.81211,0.86660
12.65796,14.35386,-2.37568,1.46550,1.04514
12.47187,14.12503,-1.96525,0.95547,0.58600
13.08615,13.32921,-2.90880,1.17818,0.56660
12.85077,13.45215,-2.02392,1.42492,1.06876
12.98197,13.44928,-1.22443,1.45935,0.25046
12.91446,13.99979,-0.01183,0.94266,0.59640
12.89784,13.32924,-1.65303,0.71628,1.09123
12.55751,13.90823,-0.48025,1.17863,0.18427
12.57231,13.75037,-0.65790,1.42162,1.19382
