# logM_cut, logM_1, logsigma, alpha, kappa
12.76171,14.33868,-0.74429,0.74554,0.76095
13.15941,13.51621,-1.48075,1.21912,0.16099
13.01962,13.91565,-1.20781,1.27721,0.67171
13.12547,13.21122,-1.73494,1.22797,1.10315
13.12904,13.59524,-2.09692,1.00107,0.85781
12.41643,14.23596,-2.00644,1.42324,0.64516
13.12969,13.58287,-1.13922,1.35319,1.07598
13.26129,13.62680,-1.52994,1.45881,1.07659
12.80100,13.21728,-0.55690,1.45680,1.10082
12.91894,14.27884,-0.54908,1.48172,1.00944
12.66709,14.02919,-2.17502,1.44504,0.08092
12.65305,13.31750,-0.21795,1.39804,1.49761
12.67387,14.14659,-2.71507,1.33779,1.37377
13.20817,14.25138,-1.39495,1.22063,0.53531
12.63186,13.72020,-1.05078,1.11646,1.41289
13.15788,13.99528,-0.84161,0.81744,0.88625
13.17240,13.78807,-0.00605,1.24554,1.03414
12.61832,14.35187,-1.45833,1.32136,0.25368
12.65076,13.46468,-1.46341,1.02519,0.81135
13.08007,13.21918,-0.78180,0.94932,0.06146
12.45274,14.15394,-2.30660,1.42067,1.45549
12.68343,13.26012,-1.31774,0.76286,0.27233
12.79770,14.07911,-1.24400,1.36086,0.60448
13.28009,14.15206,-2.48880,1.38395,0.79849
12.66806,13.66842,-0.06916,1.44751,0.89691
12.88292,13.59982,-0.76577,0.90314,0.33277
12.62766,13.78927,-2.64152,1.04295,1.47392
12.75363,14.35299,-0.72204,0.73317,0.97322
12.78487,14.38774,-1.24104,0.94572,0.66414
12.66007,14.36639,-2.92342,1.01086,0.42010
12.97062,13.82756,-1.39906,1.38171,1.09212
12.97204,14.06823,-1.67815,0.72048,0.30692
12.86250,13.33512,-1.94054,0.86189,0.55219
13.03174,13.59326,-2.77173,0.94639,0.81652
13.17899,13.55907,-2.99314,1.30592,0.91094
13.07042,14.01333,-2.31438,1.04750,0.15906
12.62850,14.26817,-0.35242,1.47464,1.28466
12.66971,13.69060,-2.97265,1.36092,0.20098
12.56878,13.64584,-2.26330,0.76158,0.67609
12.53374,13.55346,-2.73135,1.15537,0.78334
12.77546,13.72344,-2.65110,0.92821,0.12429
12.90504,13.49740,-1.92942,1.12448,0.81727
12.92528,14.00428,-2.19463,1.01499,1.30014
12.89664,13.93938,-1.73248,0.90186,1.40388
12.52062,13.22517,-0.76414,1.29464,1.34348
13.04004,13.54639,-2.50921,0.96235,0.15301
12.87536,14.31120,-0.49264,1.15390,0.32118
12.86149,13.49272,-2.63269,0.74308,1.28812
12.46813,14.36000,-0.08815,0.74471,0.98042
13.25207,13.67056,-0.90047,1.23957,0.73593
12.73207,14.29186,-1.18547,1.39728,0.09261
12.86659,14.37890,-0.72503,0.78999,0.68745
12.90190,13.50353,-0.56841,1.34607,0.29539
12.67328,13.49303,-2.49612,1.35232,1.48481
13.05556,14.01485,-0.58079,1.45285,0.23492
13.03844,14.39570,-1.58405,0.94951,0.21012
13.21124,14.12754,-1.22124,1.47750,1.30013
12.98173,13.54075,-1.93648,1.25335,0.49370
13.24372,13.70479,-1.71105,0.71858,1.33019
12.60186,14.37208,-2.06561,1.35114,1.31413
12.79375,13.92491,-1.04139,0.71199,0.81988
12.89328,13.49863,-0.63952,1.29486,0.73448
12.53002,13.69085,-1.09269,1.26176,1.02830
13.24435,14.19647,-2.28859,0.78099,0.34244
13.06440,13.94505,-1.80566,1.46418,0.83010
12.86265,13.21026,-0.04249,0.84707,1.27653
12.46663,13.99478,-1.88667,1.23521,0.09318
12.80991,13.57507,-0.64078,1.32038,0.06076
13.24943,13.64623,-1.10882,1.49614,1.48238
12.66645,13.67925,-0.76160,1.29825,0.81620
12.76052,13.49647,-1.89811,0.92100,0.11068
13.03954,13.78715,-0.99587,1.15222,0.70867
13.04384,13.53530,-1.64885,1.49676,0.66038
13.22216,14.18713,-2.86956,1.44824,1.09852
12.79061,13.89928,-1.71517,1.33656,0.67825
12.84005,13.69977,-0.60016,1.27174,1.34125
13.22654,13.28961,-0.72908,1.14389,0.10787
12.53772,13.32124,-1.72581,1.28629,1.46284
13.14437,13.42673,-2.70797,1.07989,0.59405
12.65877,13.96789,-0.72035,0.73083,0.71072
12.72001,14.32548,-2.29006,1.39694,0.10298
12.56584,13.72521,-2.06132,1.49049,0.85240
13.13079,13.44793,-1.61758,0.80755,1.23942
12.59730,13.70686,-2.59846,0.70352,1.16317
12.58172,14.20502,-0.14487,1.07935,1.13779
12.70251,13.61905,-2.25683,1.42735,0.79545
13.29899,13.93378,-2.51060,1.07231,0.50653
13.29886,13.22275,-2.68964,1.03328,0.27508
12.58195,13.30578,-0.47293,0.97497,1.07230
12.80661,14.28651,-0.20336,1.25234,0.39603
12.87516,13.43244,-2.27676,0.84265,1.08980
13.24846,14.15331,-1.92904,1.11669,1.24247
12.79400,13.48986,-0.41606,1.12069,0.64649
13.23988,13.77226,-0.12251,1.27313,0.29796
12.40053,14.18982,-0.46901,0.91296,0.79107
12.66268,13.56864,-1.46545,0.81934,0.45173
12.55688,13.79807,-2.31904,1.14597,1.47714
12.44240,13.96819,-1.33610,0.98747,1.39125
12.62925,14.08901,-0.31085,1.17031,0.55417
12.49427,13.96128,-0.35991,0.80865,1.31838
13.28590,13.95562,-0.14039,0.98688,1.01758
12.58678,13.30994,-2.58088,1.10282,1.37142
13.05075,14.31753,-2.25387,1.18943,0.14624
12.64078,14.03775,-1.16536,1.43169,0.20352
12.71108,13.95465,-0.60059,0.77154,0.91746
13.01005,13.54243,-1.17069,0.75495,0.50822
12.67674,14.23607,-2.73056,0.94764,0.60351
12.57364,13.23396,-2.52425,1.24905,0.45579
12.56094,14.24242,-0.47425,1.22197,0.77957
12.69019,14.37008,-2.68273,0.87746,0.08244
13.03741,13.82319,-2.00561,1.40040,1.30536
12.80986,14.21641,-0.67987,1.07871,0.99980
12.83252,14.01380,-2.72841,0.76174,0.63764
13.17912,13.59810,-2.88763,0.79226,1.16234
