# logM_cut, logM_1, logsigma, alpha, kappa
12.59322,13.68135,-0.48746,1.13772,0.79569
13.28867,14.19887,-1.22753,0.82369,0.67233
12.86344,13.96560,-2.12947,0.72885,1.09932
12.98566,14.07891,-2.92991,1.16940,1.06390
12.51962,13.96211,-0.97442,1.17683,0.76204
12.95562,13.35219,-2.38525,1.27815,0.18816
12.97078,14.13111,-2.26411,1.06132,1.47616
12.89770,14.26401,-1.52586,0.79433,1.04785
13.22049,14.31684,-0.63261,1.29132,0.00799
12.66156,13.68549,-0.67813,1.28353,1.10289
12.99342,14.32640,-1.70974,0.90553,0.35450
12.65920,13.73743,-1.79380,1.11291,0.00806
12.69555,13.72458,-1.07546,0.98464,0.11013
12.68334,14.17940,-1.48627,1.10597,0.21352
12.77215,13.72030,-1.00225,0.97162,0.09078
13.17505,13.90374,-2.38466,1.22599,0.05392
12.54836,14.19009,-1.90989,1.12448,0.95203
12.65736,14.25980,-1.10923,1.01667,0.61037
13.27504,13.30413,-2.45405,1.30770,1.31066
12.71501,13.52090,-1.65871,0.86234,0.40084
13.19176,13.24374,-0.29372,1.28822,1.01519
13.29957,13.55758,-0.20836,1.49154,0.43658
12.81962,13.41552,-2.68379,0.94216,0.58436
12.46327,14.39945,-2.66569,1.00073,0.14703
13.16192,14.15711,-2.79361,0.82384,0.58499
13.26641,13.96824,-0.89237,0.79239,0.61081
12.76226,13.96778,-1.90299,1.36400,0.39310
13.26507,14.31526,-0.03359,1.43967,1.29624
12.92882,13.50248,-0.57006,1.39173,0.75678
12.47437,13.36915,-0.48566,0.74440,0.28257
13.13828,14.18830,-0.26865,1.18655,0.35332
12.65153,13.51601,-0.82210,1.26437,0.21465
12.42134,13.48362,-0.46953,1.30224,1.26839
12.86439,13.97111,-2.74892,1.05866,0.18129
12.53186,13.50020,-1.30486,1.31167,0.76221
12.76913,14.28767,-1.35870,1.47183,1.07935
12.68077,14.19352,-1.27697,0.83145,0.25271
13.16611,13.75787,-1.59970,1.46882,1.38690
12.95469,13.73603,-1.63191,1.12833,0.75192
12.91537,14.18857,-1.07649,0.98278,1.29361
13.29853,13.93386,-1.98260,0.83636,0.56390
13.05523,13.85765,-1.63478,0.97631,0.78853
13.24200,13.42576,-1.36036,1.38783,1.15535
12.73013,13.36784,-0.88681,0.94372,1.07712
12.64029,13.61159,-1.27971,1.13949,0.87942
12.81882,13.31228,-1.64255,1.00838,1.07079
12.68092,14.34196,-1.10536,1.11628,0.64683
12.51293,13.82872,-0.62857,1.09457,0.63691
13.13386,13.31696,-1.38234,1.14616,1.27608
12.42264,13.88235,-0.83908,1.44311,0.53580
12.75675,13.79370,-1.21931,1.13639,0.73657
13.15418,13.42498,-2.69817,0.88438,1.46691
12.60084,14.36223,-1.41111,1.03146,0.95765
12.60646,13.57594,-0.49819,0.83152,1.10175
12.88119,13.78978,-0.25272,0.82609,1.48318
12.92321,13.99275,-2.93017,0.76323,0.43839
12.70096,13.65483,-2.85138,1.10844,1.01404
12.74882,13.26125,-0.91810,1.34076,0.56437
12.86604,13.87899,-0.11777,1.46630,0.73245
12.67723,13.31522,-0.79520,1.34139,0.24831
13.15857,13.37634,-2.51984,1.30506,0.45974
12.70274,13.24618,-1.39251,0.82710,0.36766
12.56224,14.13929,-2.48243,0.82486,0.65120
12.65631,13.34670,-2.24677,0.71624,0.40125
12.63313,13.21547,-1.35251,1.04091,1.07830
12.47714,14.01484,-1.39645,1.45917,1.34622
12.78764,13.83247,-1.78582,1.19459,1.24876
12.52866,14.11892,-2.82262,1.48193,1.10343
12.55572,14.34715,-0.72473,1.47881,0.25093
12.88328,14.23855,-0.60760,0.71616,0.76391
12.77639,14.30881,-0.54429,1.32168,0.59263
13.28632,14.30686,-2.59662,1.06588,0.78235
12.86721,14.14112,-0.20512,1.36705,0.87817
12.51475,13.50928,-0.31101,0.82162,0.57640
12.63719,13.26106,-2.48549,1.39894,0.36535
12.48630,13.33894,-2.30148,0.88995,0.29184
12.78449,13.82753,-1.89675,0.83974,0.49921
12.99734,13.69832,-0.23919,1.30303,0.34832
12.57316,13.42014,-0.85289,1.04125,1.29931
12.67969,13.35995,-1.21447,1.26545,0.62806
12.58063,13.92329,-1.65138,0.97075,1.20971
12.73128,13.73041,-1.01186,1.32048,0.08621
12.66206,13.79045,-1.15753,0.86569,1.28023
12.59776,14.32166,-0.15927,1.25778,0.70251
13.01859,13.45791,-1.13263,0.74021,1.48278
12.79604,13.85550,-0.83647,1.19001,0.80955
12.85276,14.08097,-1.73002,1.07715,0.62551
12.92449,13.31702,-1.85277,1.48356,1.48968
13.01615,13.81008,-1.68688,1.32358,0.59272
13.14944,13.36722,-0.63114,1.36936,0.65744
12.43846,13.50387,-2.74977,1.23776,1.27245
12.48220,14.05878,-2.92038,1.00883,0.62918
13.25759,13.65073,-0.69517,1.22254,0.76124
13.20026,13.49943,-2.99533,0.90560,1.41679
12.46075,13.29821,-0.05273,1.41271,0.16374
13.11148,13.53066,-0.22747,1.20312,0.21263
13.10771,14.35914,-0.57948,1.32631,1.40736
12.60313,14.15724,-0.22931,1.01492,0.78438
