# logM_cut, logM_1, logsigma, alpha, kappa
13.10798,13.69375,-0.97660,0.91168,0.85344
12.90966,14.37975,-0.80016,1.17296,0.19674
12.48851,13.35421,-1.59548,1.31906,1.48546
12.89061,13.70898,-1.35956,0.86113,1.12685
12.96506,13.92737,-1.54162,0.70151,1.30669
12.71631,14.19299,-1.80414,0.80883,0.52095
13.19358,13.77409,-1.78326,1.16750,0.26669
12.56992,14.01406,-0.38869,1.29681,0.48116
12.64655,14.18194,-0.01232,0.97132,0.11082
13.19928,13.42806,-1.52860,1.39628,1.23032
12.65374,14.07179,-2.80533,1.17203,1.27811
13.03274,13.72704,-0.53674,1.17579,0.13840
12.88549,14.22070,-1.25272,1.45461,0.17713
13.18485,14.05287,-1.23139,1.34215,0.27963
12.65759,14.38330,-1.49902,1.17312,0.54399
13.25094,13.94369,-1.68396,1.14737,0.19297
12.55776,13.20228,-1.88881,0.90378,1.02247
12.74380,13.25238,-2.45551,0.87329,0.86632
12.97337,13.94201,-1.22392,1.17324,0.74780
12.52338,13.86199,-1.75144,1.39255,1.18386
13.29774,14.36341,-1.18709,1.18882,0.34002
12.92352,13.31957,-1.48977,1.32538,0.50816
12.77940,14.34172,-0.54657,0.74189,0.17002
12.43152,14.32021,-1.41780,1.25043,0.52411
12.49790,13.98114,-2.29771,1.42107,0.39168
12.96645,13.20735,-1.76304,0.85758,0.66892
12.51746,14.21023,-1.42393,1.02513,0.66830
13.24229,13.23418,-2.78757,0.95051,0.91307
12.83548,13.76406,-2.62895,0.92084,0.25451
13.28210,13.67220,-2.47164,1.38028,1.05402
12.94429,13.93158,-2.52791,1.27897,1.18252
13.04074,13.33649,-2.35164,1.32106,0.54337
13.08987,14.13757,-1.68319,1.15514,0.07171
13.23992,14.07488,-2.37971,1.48677,1.46210
13.23486,13.21963,-2.95470,1.17730,0.44739
12.82683,13.79784,-1.84206,1.34621,0.33183
12.72564,14.23125,-0.24110,1.12993,0.23735
12.54522,14.26961,-2.70793,1.03434,0.81162
12.82115,13.88157,-0.00263,0.95780,1.47141
13.08641,14.10495,-2.31267,1.31147,1.21379
12.62583,13.66821,-0.51465,0.88427,0.65494
12.72390,13.72984,-0.05206,1.23074,0.02866
12.65024,14.33430,-2.28325,1.07470,0.87094
13.00435,13.55921,-1.22010,0.74654,0.17398
13.29993,14.01912,-0.16754,1.34734,1.18356
13.12898,14.34131,-1.66877,0.82763,1.41575
13.20332,13.48489,-1.70907,1.06802,0.45861
12.42110,14.28578,-2.38280,0.72726,0.54265
12.55175,14.18055,-2.27010,1.29910,0.69114
13.27393,13.28127,-1.57212,1.18992,1.22444
13.07936,14.38957,-0.51513,1.11566,1.18048
13.22962,14.06124,-2.53100,1.04419,1.05105
12.79324,13.51481,-0.00820,1.39699,0.00180
12.74542,14.06015,-1.36289,1.23927,0.20522
12.49107,14.15020,-2.92623,1.39197,0.67614
12.79066,13.20252,-0.15591,1.44339,0.61497
12.78318,14.11742,-0.55431,1.23501,0.97804
13.00302,13.57970,-0.44468,0.83765,1.39805
12.81295,13.21839,-1.51753,0.91977,0.66352
12.58722,14.36660,-1.31206,0.78204,1.14244
12.90328,13.40815,-1.98576,1.46275,1.46942
12.48884,13.55565,-1.64734,0.90358,0.91851
12.43474,13.20365,-0.42477,1.06895,1.35032
12.78299,13.29772,-0.54829,1.37582,0.57345
12.90698,13.51362,-0.31982,0.91534,0.68102
13.11524,13.73627,-2.38058,1.34588,1.28185
12.91301,13.28223,-0.50906,1.44585,0.32335
12.81919,14.33069,-1.94856,0.82901,1.24980
12.49510,13.20897,-1.28412,0.86846,1.10678
13.11586,14.19030,-2.13648,1.04518,0.49521
12.92755,13.45297,-2.39302,0.80745,1.38020
12.88989,14.33621,-0.49289,0.89387,0.10898
13.26042,14.01663,-1.15407,0.89254,0.24053
12.84089,13.55085,-1.27280,1.07210,1.45586
12.81300,13.67886,-0.52739,0.79428,1.22900
13.00077,13.51924,-0.01680,1.46768,1.49679
12.63798,13.45600,-0.70059,0.71119,1.49041
12.44997,14.25887,-0.63710,1.39580,0.98443
12.98764,13.96319,-1.76158,1.48230,1.49853
13.21045,13.77303,-1.96469,1.42604,0.78026
12.82247,14.33512,-0.05200,1.21426,0.15829
12.53321,13.52487,-1.86224,0.94313,0.26605
13.16518,14.03840,-1.90956,1.28624,0.03794
12.76568,14.17503,-2.60072,1.32337,0.58324
12.52080,13.53005,-2.58646,1.44479,1.28951
12.67140,13.55397,-2.94375,1.10941,0.57566
13.26178,13.78540,-0.97588,1.38018,0.93469
12.99069,14.25528,-1.85481,0.93429,0.78051
12.54295,13.69446,-2.11495,1.37295,0.23230
12.44779,14.29689,-1.16106,1.49819,1.14628
12.46802,13.65562,-1.94212,1.20157,0.53456
12.67167,14.32109,-0.30710,1.23778,0.38046
13.26345,13.60061,-2.61697,0.95103,1.38190
12.80226,13.82698,-1.64526,1.14021,0.78069
13.11462,13.35053,-0.75889,1.06911,1.47809
12.56197,13.47683,-0.58611,0.76030,1.08259
12.62867,14.23630,-2.52541,1.21039,0.57785
12.43439,14.09112,-2.13523,0.81762,0.94934
12.49756,13.36374,-1.77800,1.07700,0.72094
12.75156,13.46839,-0.69052,0.75765,0.08096
12.85968,13.44428,-1.44046,0.96290,1.46247
13.19835,13.80109,-2.36658,1.02608,0.84356
12.51473,13.91273,-0.60810,0.95323,1.47782
13.13768,13.40303,-1.81603,1.21419,1.39930
12.96780,14.17296,-1.02766,1.47027,1.19848
12.42927,13.22695,-1.98178,0.96258,1.07773
13.07745,13.69088,-0.66109,0.99401,0.77612
12.58704,14.05198,-0.32097,1.37784,0.44800
13.18761,13.23618,-0.17675,1.45436,0.59755
12.61259,14.09300,-1.37651,1.29193,0.49515
13.03720,13.62619,-2.70234,1.02285,0.54565
12.54779,14.14249,-1.84728,0.91028,0.67158
12.74414,13.36312,-0.12813,0.95720,0.27778
12.41729,14.06957,-0.03723,1.18275,0.22864
12.58546,13.91140,-2.55358,1.32541,1.03383
13.23575,13.29954,-0.21817,0.94866,0.60978
12.92829,13.51051,-0.34929,0.88479,0.10590
12.52605,14.25596,-1.57692,0.84940,1.49462
12.70995,14.34890,-0.21824,1.01007,0.93465
12.42751,14.30322,-2.65736,1.17669,1.00445
12.92198,13.78984,-2.34424,0.92182,0.70949
12.49567,13.39891,-1.33649,1.23451,0.91504
12.98773,13.27818,-0.23168,0.90127,0.67995
13.01874,14.04385,-0.51524,1.00785,1.13270
12.71469,14.01564,-1.21669,1.29299,0.54928
13.23812,13.22115,-2.67301,0.87995,1.33992
12.57796,14.28388,-2.84642,1.18086,1.18980
12.40802,13.36213,-0.97834,0.98899,1.10212
12.46991,13.94803,-2.97962,1.10244,1.15063
12.45900,13.37186,-2.88791,0.77993,0.00585
12.78183,14.22264,-2.75931,0.91289,0.18517
12.99757,14.07639,-0.75754,0.77947,1.38841
12.43885,13.40638,-2.43421,0.71227,0.92330
12.82768,14.18270,-0.04755,1.11231,0.91212
13.28869,14.31070,-0.28420,1.36425,1.26068
12.87823,13.31940,-2.70633,1.49325,0.53843
12.83365,13.79062,-1.94372,1.38904,0.28757
12.69324,13.58622,-0.25569,0.76128,1.49225
12.87412,13.93508,-1.73978,0.90786,0.07609
12.72501,14.19386,-2.59350,1.46826,0.78106
12.64998,13.72119,-0.97981,1.25833,1.16485
12.93143,14.13809,-1.94940,0.95714,1.27241
13.27845,13.97588,-0.82242,0.86927,1.49513
12.41981,14.18497,-1.93270,1.03666,1.05810
13.16449,13.65969,-1.27689,1.44699,1.43435
13.11961,13.72670,-1.72011,1.48885,1.41514
12.67255,13.51661,-1.81143,1.42582,1.06735
12.75032,14.11890,-0.70593,0.82672,0.48432
12.80309,13.99634,-2.56550,1.24541,0.60366
12.54870,14.24066,-1.38938,1.18573,1.44512
13.14646,13.28844,-1.77551,1.28244,1.26064
12.49971,13.76006,-2.27826,0.73352,0.33169
12.78298,13.93144,-1.27738,1.08634,0.77597
12.98495,14.22429,-2.46143,0.82666,1.19863
12.94471,13.26711,-2.81005,1.30584,0.10185
13.16537,13.57759,-1.14303,0.70382,0.88543
13.24748,13.93812,-2.73771,1.11441,1.24199
12.75304,13.44713,-0.97119,0.98055,0.79605
12.74139,13.81071,-2.28677,0.96580,0.46977
12.62433,13.28144,-1.07840,0.75774,1.28652
12.65345,14.19067,-2.14600,1.47827,0.48486
13.20324,13.68899,-1.61292,1.34601,0.67876
12.50522,13.21081,-2.92977,0.73163,1.02409
13.19409,13.46685,-1.38708,1.23553,0.62292
13.00774,13.44232,-0.30662,0.72344,1.38651
12.68605,14.29994,-1.86276,0.86532,0.36322
12.66882,13.87358,-2.57524,1.20060,1.32125
12.58236,14.28934,-1.52428,0.75734,1.31386
13.20441,13.70448,-1.90532,0.82903,0.12995
12.63438,13.35360,-2.03299,1.19721,0.48225
13.06299,13.99140,-1.18286,1.00218,0.07305
12.79240,13.58385,-2.59404,0.83291,0.74436
12.48819,13.42377,-2.93685,1.09672,0.56146
12.67506,13.29944,-1.09596,1.39965,1.42756
12.52906,13.31497,-0.17179,1.35414,0.17163
13.05161,14.09847,-1.69493,0.71138,1.02774
12.65907,14.02401,-0.76889,1.11085,0.57951
13.06500,13.34647,-0.58827,1.27386,1.29947
13.09390,13.24889,-0.72359,0.94913,1.09944
13.10634,14.37363,-1.90192,1.04771,0.31327
13.18592,13.64573,-0.29793,1.11757,0.62930
12.91188,13.59110,-0.73057,1.11318,0.88301
13.19814,13.29558,-1.64783,1.11699,0.16099
12.74253,14.13526,-2.39032,0.70570,0.88539
12.84527,14.34922,-2.40775,1.02420,0.27310
12.77294,14.09092,-1.36980,0.83332,0.21140
12.78305,14.30576,-0.38703,0.78470,0.93188
13.23911,13.80745,-1.06693,1.01389,0.91299
13.05439,13.87205,-2.86140,0.82090,0.80167
13.20507,13.29824,-1.43967,1.29396,0.68445
13.10248,13.78005,-0.87233,1.05126,1.41094
12.79231,13.89200,-2.37682,0.80861,0.34545
12.59260,13.96991,-1.68872,1.11723,0.24198
12.59376,13.59363,-2.74265,1.39336,0.41867
13.13984,13.65652,-2.96528,1.18962,0.09465
13.00300,14.36527,-0.07214,0.92340,1.24097
13.20259,13.68200,-0.59547,0.83205,0.57862
12.42972,14.25607,-0.76279,0.98179,0.97544
13.27886,13.40701,-1.81242,0.70093,0.60553
13.20633,13.83463,-1.07113,1.45642,1.43698
12.56487,13.56775,-2.81941,0.83166,0.99304
13.03350,13.41002,-2.14643,0.73900,0.38506
13.17764,13.64745,-2.12896,0.71419,0.23687
13.22918,13.63773,-2.59871,0.71528,0.93084
12.97764,13.99443,-1.56079,1.34654,0.75528
12.81135,13.46573,-2.23047,0.80282,0.06509
13.00781,13.32626,-1.29830,0.76491,0.96082
12.48768,14.13146,-2.61804,1.32518,1.32081
13.17309,14.00739,-1.51390,1.16309,0.29863
12.43351,13.25799,-0.10675,0.90657,0.29793
13.13426,13.95513,-1.18513,1.30843,1.42219
12.69652,13.76779,-0.47165,0.85577,0.34194
12.69495,13.77413,-1.49442,1.27060,0.97536
12.74403,14.09400,-0.30390,0.77867,0.52917
12.62000,13.72977,-2.41781,1.06534,1.30774
12.40322,13.90552,-1.31311,1.12148,0.03921
13.04566,13.86961,-1.66767,0.82470,0.26985
12.50219,13.63347,-2.24397,0.99057,0.93298
12.60123,13.73907,-1.86911,0.73413,0.75826
13.07573,14.39332,-0.49733,0.96462,1.02486
12.45763,14.10426,-1.05892,1.08923,0.31984
12.82839,13.62559,-0.47401,1.16653,1.24264
12.68342,14.05541,-2.57638,0.77914,0.60603
12.46330,13.82341,-1.51637,0.78831,0.92887
13.12582,14.33777,-1.91533,1.17303,0.32169
13.27623,14.37619,-1.42895,1.25567,1.11552
12.58911,13.26408,-2.00194,1.31523,0.60108
12.74094,14.34813,-1.01226,0.93860,1.43781
12.83432,13.66760,-2.88918,0.90759,0.18303
12.74741,13.44156,-0.08650,1.39707,0.15466
12.57659,14.08051,-0.41117,1.03194,1.34538
12.97739,13.66191,-2.01902,0.88991,0.29866
12.95400,13.36306,-2.45619,1.23043,0.46547
13.09676,14.21634,-1.67811,1.39082,0.77963
13.15298,14.12301,-1.04740,1.09186,0.86857
12.74219,14.15851,-0.26477,1.08611,1.15349
12.88854,13.74423,-0.20154,1.35405,1.08583
12.99137,13.82031,-0.48879,1.44445,0.19946
12.69057,14.13043,-1.85748,0.78064,0.78398
12.52226,13.38952,-2.91776,0.75229,1.04296
13.27125,14.12577,-1.32719,1.03381,1.28989
12.65204,13.40951,-2.09896,1.37782,0.07852
12.51487,13.40939,-1.55128,1.42797,0.69964
12.61653,14.23985,-0.01749,1.45670,0.74155
12.70766,14.27223,-0.42393,1.06477,0.37060
12.88179,13.89602,-1.02121,1.29039,0.92944
12.54916,14.31660,-1.87236,0.88346,0.45835
12.89051,13.46666,-0.99071,1.19931,1.12041
12.46453,13.75643,-0.68201,1.17562,1.13919
13.14155,13.78684,-0.80240,1.28956,0.24788
13.16722,13.67260,-2.05484,0.73725,0.30881
12.75338,14.00038,-1.63506,1.27579,0.98383
13.22253,14.03571,-1.16471,0.93993,1.30162
12.52616,14.30411,-1.80053,0.94325,0.88673
12.80395,13.46520,-0.46217,0.97656,0.32104
12.53839,13.25819,-0.86465,0.86556,1.15094
13.29558,13.46288,-1.74472,1.45740,0.43594
12.92111,13.54126,-0.93934,1.12538,1.39416
12.56571,14.38622,-1.21354,1.17920,0.35092
12.71358,14.23823,-0.23371,0.92140,0.90469
13.05155,13.39998,-1.02876,0.85834,0.88453
12.55432,13.66209,-0.48261,0.83081,0.93372
12.59308,13.95002,-2.94244,1.34591,1.30997
13.28389,14.08305,-2.46359,1.34172,1.02170
12.91607,14.16899,-2.93031,1.18807,0.52728
12.66901,13.42506,-2.65876,1.07377,1.12138
12.93824,14.32066,-0.91778,1.37552,1.37925
12.73111,13.49114,-0.36396,1.39450,1.19519
12.90154,13.85422,-2.50014,0.79367,1.17572
13.08680,13.64287,-1.49066,0.89080,1.19665
12.56090,14.32552,-1.68566,1.12883,0.37067
13.21894,14.19776,-0.16010,1.47061,1.30760
13.06922,14.26356,-2.34669,0.87268,0.64055
13.01574,13.84327,-2.87058,1.06586,0.44013
