# logM_cut, logM_1, logsigma, alpha, kappa
12.45312,14.36092,-2.63737,1.01151,0.60064
12.97772,14.17124,-2.63536,0.77152,0.33813
12.85149,13.44458,-2.69094,0.77720,0.92674
12.97830,13.20868,-2.53158,1.00314,0.14834
12.57347,13.52336,-1.77752,1.29645,0.31847
12.96890,13.23644,-1.70535,1.22294,0.05038
12.70841,13.66879,-2.69197,1.15395,0.79577
12.96081,13.23998,-2.19200,1.07238,1.11892
12.88281,13.68770,-1.52708,1.44211,1.37211
13.23786,13.40730,-2.04623,0.92291,0.30556
13.02566,13.63977,-1.83719,1.46671,0.83983
13.21294,14.06709,-1.08830,1.41220,0.43465
12.45294,13.25361,-0.42454,0.81829,0.75637
12.50922,13.63286,-0.45003,1.35514,1.20524
13.05230,13.91048,-2.24158,1.36475,0.47034
12.55676,14.16719,-2.04516,1.25618,0.09092
12.77570,13.52638,-1.19192,0.83781,1.13909
13.25661,13.33615,-2.75827,0.90061,0.76131
12.83052,13.59797,-1.46414,1.30461,0.24179
12.71335,13.73112,-2.18774,0.71475,1.04155
12.58077,14.14168,-1.09341,0.75999,1.45547
12.65927,13.73470,-2.34450,1.35391,0.67291
13.09991,14.10534,-2.21916,0.98227,0.54219
12.55291,14.26474,-2.27691,0.72410,1.20101
13.21101,13.51773,-2.76658,1.47013,0.28255
12.93181,14.36095,-1.28324,0.77402,1.32005
12.75467,13.91703,-0.76184,1.48364,0.20313
13.06393,14.21238,-1.83649,1.20306,1.22682
12.61985,14.05516,-2.09621,1.19827,1.09250
13.25505,13.84181,-2.95629,1.22739,0.83986
13.02728,14.00689,-2.48095,0.93321,1.26300
12.72028,13.37904,-1.23333,0.93343,1.36725
12.43416,13.59035,-1.46505,1.30741,0.22545
12.81633,13.52603,-1.01231,1.06026,1.26239
12.93732,14.00365,-0.57889,1.26081,0.88064
12.51478,14.18082,-1.47880,1.14088,1.29373
13.01637,13.96542,-0.91794,0.83956,1.06700
12.79833,13.69654,-1.99461,0.94987,1.22700
13.19029,13.91303,-2.68708,1.26339,0.60652
12.95622,14.13605,-2.70055,1.10736,0.17100
13.13171,13.73613,-2.59692,1.06805,0.70056
12.51436,13.29862,-1.08043,1.39112,1.42304
13.26199,13.75776,-1.15767,1.09568,1.32014
12.85342,13.49027,-2.90350,1.06568,0.57701
13.06425,13.41893,-2.29714,0.73974,1.15144
