# logM_cut, logM_1, logsigma, alpha, kappa
13.02873,14.32871,-0.25831,0.72284,0.04320
12.47717,13.54482,-1.71201,0.89113,0.63091
13.17495,13.88228,-0.95637,0.87280,0.90108
12.49521,13.47995,-0.18828,1.26250,0.20217
13.11013,13.34837,-0.66632,0.72881,1.29529
13.12007,13.44957,-1.25295,1.36800,0.15003
12.74156,14.19955,-1.72296,0.78072,0.66853
12.46268,13.23507,-2.70325,0.90084,0.17006
12.84380,13.40941,-2.72873,0.91383,0.98505
13.10280,13.37828,-0.61739,1.20261,1.39846
12.85897,14.31736,-2.21960,1.38996,0.68150
13.17808,13.29730,-0.35668,1.06178,0.07575
12.83091,14.28105,-1.12727,1.29591,0.42069
12.64604,13.82832,-2.32028,1.46170,0.59358
12.99228,13.74155,-0.79787,1.25770,0.91848
12.84791,13.34849,-0.85833,0.72747,0.48130
12.96809,14.38147,-2.76613,0.96634,0.55722
12.55516,14.38743,-0.04509,1.48756,0.42216
12.66122,14.39054,-0.21123,0.94695,0.90837
13.27270,13.72696,-2.81330,0.99462,1.22781
13.24087,13.50301,-0.09613,0.81677,0.34287
12.88236,13.72980,-2.42747,0.81684,0.32224
12.92066,14.38179,-2.44412,1.43106,0.85224
12.81697,14.30961,-0.73820,1.29452,0.17068
12.75321,14.27629,-0.19339,0.70903,1.02995
13.19258,13.24602,-1.71536,0.73599,1.31709
12.62675,13.54118,-1.92654,0.90349,0.33221
12.82243,13.41512,-0.56997,1.27774,0.63039
12.96510,13.55879,-2.60118,1.24658,0.75457
12.59170,14.19912,-2.60872,0.90146,0.69650
13.28579,13.36146,-0.69154,0.95733,1.32717
12.50911,13.25142,-0.16870,1.28828,1.07140
12.78938,14.27933,-1.10789,0.76041,0.27234
13.09780,13.95334,-0.99417,0.70783,1.19998
12.72489,13.45660,-0.91228,0.71990,0.86681
12.88970,13.37527,-2.75402,1.15495,0.43741
12.60695,13.67980,-1.79531,1.12353,1.09280
12.82770,14.20937,-1.67031,1.36383,1.09564
12.82211,14.29838,-1.67658,1.48310,1.14483
13.03865,13.32455,-0.57244,0.73572,0.77857
12.78059,13.29542,-2.94423,1.41544,0.82838
13.14685,13.82089,-0.99946,1.11237,1.36812
12.89912,13.77305,-0.99140,0.73979,0.74425
12.97922,13.32412,-1.73812,1.18103,1.49204
12.84765,13.58182,-1.99552,1.30265,0.70032
12.56364,14.35540,-1.48202,0.93879,1.21883
13.10417,13.29965,-0.06302,1.44202,0.04649
12.82002,13.87484,-1.80431,1.41996,0.96070
12.46436,13.22190,-2.81667,1.45334,1.06823
12.77710,13.95605,-2.04815,1.34974,1.01662
13.11648,13.38409,-1.65491,0.75191,0.61857
12.42280,14.22804,-2.32393,1.20718,0.12066
13.17139,13.64422,-2.83387,0.93501,0.11940
12.52828,14.03861,-2.21605,0.70334,0.61549
12.83493,13.98953,-1.84915,1.03678,1.16009
12.96939,13.56767,-2.63588,1.12974,1.15395
12.71435,13.34223,-0.39936,1.37062,1.12563
12.51511,13.92568,-1.86355,0.85335,0.29441
12.86035,13.40788,-1.91721,0.83324,0.83819
13.29880,13.72422,-1.74083,1.43116,0.55121
12.79402,13.41922,-0.26108,1.23755,0.60794
12.46795,13.28511,-0.23333,0.75762,0.67136
13.13655,14.27922,-1.11005,0.96208,0.94924
12.42864,14.12977,-0.41996,0.96749,1.32051
12.77998,13.32659,-0.53183,0.75218,1.32641
13.29078,14.14649,-2.22475,1.24337,1.01686
13.18667,13.63301,-0.49676,0.98957,0.99670
13.23810,13.82351,-1.94412,0.88640,0.84551
12.87564,14.34047,-0.61155,1.23433,0.58211
13.24800,13.77769,-1.22725,0.75943,0.64675
13.11602,13.64639,-2.11483,0.83624,0.50204
12.73206,13.75188,-0.70756,0.93148,0.69464
12.60988,13.53231,-2.95873,1.48632,0.47028
12.68083,13.65593,-0.56170,1.03790,1.37296
12.80053,13.50916,-2.45263,1.31218,0.43774
12.86457,13.65528,-1.14184,1.36898,0.66187
13.17614,13.63366,-0.85281,1.24056,1.09312
13.00978,13.39779,-2.61606,1.32046,1.44159
12.45836,14.11172,-0.70786,1.05149,1.04296
13.23505,14.10289,-0.13026,0.76948,1.24316
13.02796,13.34609,-2.72271,1.21007,0.75088
13.29109,14.31016,-1.22091,1.24470,0.36260
12.44896,13.33371,-2.26510,1.37258,1.41595
12.44621,14.22644,-2.45995,1.08285,1.47492
13.03239,14.09264,-0.41679,1.15771,1.40619
12.91138,13.53352,-1.63017,0.92852,1.18914
12.97181,13.36196,-2.63863,0.78721,1.10304
