# logM_cut, logM_1, logsigma, alpha, kappa
12.90941,13.56937,-2.53212,0.90420,0.28402
12.97235,13.87057,-2.16168,1.34857,1.13188
12.71391,14.34351,-2.84527,1.15685,0.21573
12.63933,13.28493,-2.00416,1.43007,0.63259
12.58159,13.92637,-0.52395,0.71730,0.12252
12.41977,14.07270,-1.18390,1.49006,0.45656
12.40460,13.75853,-0.88907,1.28457,1.06969
13.27631,13.31847,-0.56091,1.12781,0.26787
13.22269,13.23204,-2.60464,1.47177,0.23516
12.56723,13.78030,-2.11925,1.39965,0.99992
12.47964,14.29717,-0.07681,0.75270,0.24995
12.79772,14.02637,-1.80612,1.42380,0.11635
12.75856,14.30866,-0.11101,0.93499,1.14022
12.41714,14.07408,-0.34442,1.33803,0.78491
13.09603,13.21594,-1.00609,1.49194,1.07600
12.40748,13.88868,-2.20198,1.30908,1.00231
12.72300,13.76106,-1.64271,0.77901,0.05634
12.70227,13.38498,-2.80183,1.33791,0.20154
12.53262,14.00665,-1.15872,1.39470,0.74472
12.91183,13.45277,-0.34594,1.06905,1.19475
12.54473,13.67689,-0.26710,1.07806,0.54940
13.05302,13.31708,-1.91677,0.90881,1.26430
12.86276,13.55026,-2.38970,1.04679,0.68488
12.53450,13.73929,-2.01377,1.19983,1.03529
12.81383,14.34644,-0.77260,0.91357,1.37857
13.18593,13.38311,-1.53142,0.75245,0.80569
12.82378,13.20993,-2.10007,1.03719,0.97893
12.85247,14.06520,-2.87837,0.93958,1.21280
13.18217,13.98289,-1.70353,0.87583,0.97085
12.59031,13.41011,-2.43228,1.12365,1.46036
13.16167,13.41119,-0.93494,1.15124,0.47667
13.15838,14.33832,-1.22205,1.16084,0.31362
12.47506,13.87235,-0.07667,0.91926,0.64405
13.20610,13.91329,-0.23907,1.24682,0.68168
12.49441,13.93871,-1.53159,1.21674,0.64085
12.79063,13.66381,-2.54565,0.84307,0.87157
12.83269,14.01508,-1.45198,0.71838,0.00889
13.14254,13.42663,-0.54090,1.07537,0.26739
12.53965,13.52974,-2.06996,1.32987,0.14957
12.59142,14.22198,-2.09273,0.71479,1.26328
12.42557,13.90729,-1.15398,1.31298,0.92506
12.82546,13.86525,-1.16649,1.18156,0.54388
12.62057,13.90188,-0.12123,1.40768,0.58637
12.62171,14.37805,-0.48679,0.70736,0.91281
12.58983,13.71988,-2.38708,1.19478,1.49310
13.07808,13.23537,-2.07281,0.97508,0.94790
12.93300,13.92690,-0.94009,0.70141,0.10276
12.62922,13.28148,-1.25762,1.39875,1.32307
12.42997,13.38165,-0.09617,0.92365,0.16891
12.79714,14.31245,-0.04158,1.47282,0.58099
12.49683,13.41693,-0.94246,1.15207,0.27056
13.22310,13.68939,-1.00591,1.41442,0.04263
12.56422,14.33298,-1.56202,1.04884,1.40570
12.63171,13.52483,-2.88208,0.73033,0.92058
12.79224,14.00224,-1.44197,1.31623,0.12878
13.21402,13.25024,-2.86708,0.96678,0.80958
12.72136,14.39235,-0.21036,0.80954,1.33933
12.93310,13.49894,-1.80512,1.40651,0.46655
13.12756,13.44321,-0.36135,1.18737,0.50441
12.97741,14.27284,-2.51739,1.14765,0.47318
12.54496,14.03053,-1.85818,1.24664,1.10617
