# logM_cut, logM_1, logsigma, alpha, kappa
13.14824,13.94983,-1.13704,1.09814,1.08533
12.42674,13.72416,-2.40541,0.71566,0.82545
13.11203,13.37876,-2.83398,1.30089,0.93077
12.85511,13.76343,-2.14116,0.70412,1.44954
12.91243,14.09005,-1.28365,1.35549,1.25104
13.02884,13.71170,-1.05301,1.03876,0.83569
12.61222,14.10503,-1.05526,1.08716,1.31324
12.41628,14.38423,-2.89375,0.99282,0.33782
13.24799,14.32423,-0.55193,1.14655,0.57103
12.66389,14.34194,-2.88223,0.90890,0.78852
12.99967,14.10325,-2.37876,1.29684,1.48228
12.70099,13.45595,-1.01977,0.80917,0.57804
12.46462,13.74725,-2.80381,0.74202,0.71835
12.91427,14.08693,-0.23629,0.86034,0.59749
12.70278,13.75518,-1.12602,1.20794,0.38597
13.17003,13.35760,-2.88348,1.01372,0.31017
12.40539,13.56236,-0.45412,1.14460,1.37349
12.84474,13.56184,-1.65331,1.30065,1.18999
12.98633,13.37160,-2.57656,0.91072,0.25424
12.65069,13.26844,-2.41831,1.42824,0.50226
12.60382,14.22784,-2.91943,0.83874,0.63944
12.46365,13.70169,-2.95343,1.20236,1.42969
12.92811,13.62495,-0.71373,1.10408,0.88000
12.87756,13.86400,-0.01612,1.31040,0.92510
12.54960,13.22721,-0.89243,1.16054,0.03942
12.81149,13.60691,-1.09022,1.41227,1.00503
12.77358,14.27762,-0.55484,1.02292,1.08115
12.41718,13.48858,-2.63001,1.01739,0.87650
12.71385,13.79044,-2.32203,0.99600,0.30510
12.71336,13.91677,-1.19059,0.78848,1.30426
13.16496,13.51346,-0.06545,1.12718,0.23830
12.86300,14.32363,-1.41038,0.88138,0.89223
12.40790,13.50644,-0.33879,0.84377,0.28115
12.89807,13.97650,-2.18950,0.98934,0.99257
12.96186,13.96935,-2.37601,0.79473,1.32112
12.82925,13.57305,-1.55249,1.32344,0.40950
12.48401,14.04702,-0.61057,1.04926,0.85167
13.24265,14.28133,-2.39654,1.01913,0.30466
12.83899,13.30080,-1.33278,1.14667,1.44375
13.21703,13.76390,-1.64151,1.03835,0.49776
13.23839,14.08728,-2.10061,1.20267,0.66880
12.69526,13.83826,-0.79287,0.75296,1.40225
12.98191,14.14588,-1.66378,0.76235,0.82270
12.85352,13.69492,-2.41100,1.34807,0.59957
12.43864,13.77628,-1.21076,1.22896,0.39041
12.48914,13.63672,-0.86938,1.46561,0.10236
12.89534,14.25636,-2.57479,0.75515,0.96535
