# logM_cut, logM_1, logsigma, alpha, kappa
13.11580,14.01712,-2.58187,1.34352,0.38053
12.43274,13.20489,-0.17995,1.21032,0.96493
12.43809,14.06981,-1.50016,0.87233,0.83830
12.42306,13.88205,-2.58802,1.15819,0.98491
12.61478,13.59157,-1.31852,0.95116,0.11933
12.83910,14.23741,-2.60625,0.82029,0.23540
12.91992,14.30611,-1.80780,0.93438,0.57190
13.15402,13.68468,-2.58130,1.43921,1.49986
12.77285,13.38076,-2.92734,1.18236,1.22999
12.42265,13.58805,-0.74100,0.99982,0.34937
12.69707,13.30071,-1.05877,0.98725,1.06007
12.73676,14.23258,-2.25330,0.83907,0.59932
12.91021,14.19209,-2.56063,0.75663,0.46721
12.95663,13.73482,-2.63777,0.78496,0.60257
12.40745,14.05858,-0.54731,1.23819,0.47720
13.12840,13.62849,-0.04346,0.86975,0.62467
12.50482,13.86889,-2.86918,1.03633,1.00774
12.72977,13.78404,-0.50166,0.89224,0.32870
12.88187,13.34761,-1.12641,1.44796,1.34873
13.25267,13.71296,-2.04416,0.78546,0.80668
12.67457,14.22119,-2.23985,0.82101,1.26373
13.12766,14.29045,-2.14614,1.39620,1.36714
13.08227,13.56585,-0.41354,1.20173,0.10332
13.10792,13.29340,-2.82699,1.10176,0.48144
12.83808,14.30420,-0.51589,0.72614,1.34261
13.24410,13.43727,-0.19218,1.14898,1.38635
12.47488,13.64463,-2.97566,0.93170,1.47083
12.85687,13.79970,-2.15817,1.30791,1.45451
12.90308,13.92510,-1.14713,0.95730,0.56202
12.94209,13.24657,-1.74500,0.78285,0.19038
12.80319,13.62443,-0.65453,0.98501,0.58958
13.21788,13.45897,-1.98552,1.40079,1.06104
12.88546,13.95439,-0.15150,1.38502,1.18553
12.98530,13.44018,-2.57224,1.39442,0.15455
12.71186,13.83861,-0.32299,0.71226,0.14047
12.76100,14.27616,-1.55532,1.38089,1.00283
12.87628,14.30974,-2.34718,1.23731,0.27690
13.14006,13.72915,-0.08175,1.24188,0.76117
12.67796,14.30270,-1.48575,1.48483,1.48635
12.79381,14.20859,-0.95539,1.00053,0.42460
13.20351,13.40711,-0.60750,1.05159,0.38353
12.63856,13.33902,-1.40036,1.47099,1.22029
12.87604,14.34179,-1.44785,1.27986,0.98378
12.93723,14.25802,-0.65503,0.78447,0.83281
13.17502,13.55977,-2.41599,1.48212,0.05787
12.81935,13.95500,-0.08497,1.01231,0.11374
12.92723,14.03939,-2.58064,1.21514,0.11516
13.03090,14.24670,-2.79489,1.37048,0.29798
12.92337,13.44495,-0.09211,1.47450,1.37607
12.63563,13.48261,-1.32905,0.91271,0.30073
12.65890,14.30666,-1.08429,0.95042,1.14590
13.03251,13.40070,-1.90207,1.43990,0.49791
12.71651,13.35107,-2.75231,1.43296,0.69344
12.90621,13.44823,-2.29430,1.31355,0.68651
12.60013,13.98920,-2.11207,0.78888,0.30237
13.07065,13.24343,-2.64829,0.74634,0.61997
12.47815,13.47304,-0.72068,0.89184,0.36958
13.18885,14.15903,-0.43687,1.48002,0.06386
12.97911,14.11288,-0.99510,0.92743,0.98559
13.11733,13.85986,-2.21811,0.70961,1.27524
12.49748,13.29233,-0.70920,0.81230,1.35131
12.60174,13.61483,-0.44614,1.16507,1.41782
12.86765,13.51838,-2.47752,0.98252,0.91727
13.08569,13.59284,-0.12799,0.88439,0.08204
12.47245,13.73431,-2.86218,0.89951,1.40321
13.08605,13.22896,-2.85694,1.09237,0.24290
12.93176,13.52408,-1.47794,1.47247,0.50443
13.25657,14.00705,-1.81878,1.29233,0.01008
12.88932,13.21645,-0.59040,0.90412,1.48440
12.64726,13.95068,-2.53094,0.70927,0.86836
12.66553,13.55561,-0.73074,1.42860,0.77078
12.74459,13.45536,-2.97230,1.04830,0.99249
12.83168,13.46918,-0.15301,1.01593,1.04453
12.75831,14.30630,-1.99594,1.32785,0.58720
12.69892,13.74414,-0.59238,0.96795,0.11255
12.43068,13.83156,-0.65699,0.89398,0.11302
13.13873,14.13365,-1.71113,0.84487,1.09219
12.81982,14.34155,-0.57386,1.09736,0.15079
12.86675,13.25502,-2.88341,1.34866,0.39499
13.12378,13.95095,-0.97606,1.30445,0.62781
13.11497,14.00925,-0.34303,1.20772,0.97724
13.10461,13.74569,-2.60148,1.23357,0.69974
13.13512,13.62519,-0.31831,1.31800,0.23097
12.93377,13.21893,-0.63778,1.44041,1.41650
12.98943,13.29845,-0.61477,0.87097,0.48900
13.25754,13.56699,-0.84523,1.30866,1.12788
12.88776,13.92885,-0.37868,1.17704,0.37234
12.58854,13.44813,-1.87862,1.14689,1.22569
13.07960,13.46054,-2.64392,1.07258,1.44425
12.98737,13.61381,-0.37601,1.34639,0.05041
12.82702,13.36620,-2.74787,0.93445,1.45668
13.14119,14.06341,-2.28244,0.94077,0.58037
12.55190,13.68701,-0.51945,1.12643,1.25982
13.14776,13.24350,-2.96089,1.04111,0.70328
13.09597,13.79254,-0.37607,1.48247,0.42665
12.74852,13.52078,-2.67115,1.46564,0.89531
12.60594,13.25275,-0.68032,1.41897,0.45875
13.07236,13.71238,-0.34479,1.41298,0.69803
12.74705,14.03203,-2.71720,1.45220,0.80387
12.61718,14.02493,-0.24921,1.40387,1.26135
12.90690,14.22920,-1.64245,0.70594,0.11011
12.98953,14.13162,-1.81898,0.98103,1.45850
13.27399,14.08645,-2.41437,0.82721,1.17427
