# logM_cut, logM_1, logsigma, alpha, kappa
12.41916,14.27439,-0.69806,0.87885,0.92112
12.47523,14.24952,-2.19176,0.71432,1.42092
13.19070,13.31119,-0.14597,0.94098,1.44355
12.46051,14.26081,-0.94468,1.03456,0.59217
13.14412,14.37703,-0.13205,1.21062,0.98860
12.72621,13.22334,-0.53594,1.16065,0.45532
13.20329,14.34786,-0.44700,0.86815,0.47025
12.92002,14.09925,-2.35731,0.81261,0.90449
12.79353,14.16930,-2.31174,0.76465,0.93041
12.88683,14.21878,-1.00716,1.08025,0.57476
12.76219,14.22759,-1.24824,0.90913,0.21935
13.18319,13.48436,-0.34766,1.45407,1.36988
13.02704,13.92435,-2.19188,0.77467,0.27292
12.56701,14.33445,-0.15194,1.33416,1.26567
13.23814,13.71728,-0.23434,0.83524,0.38849
13.06919,13.68363,-2.79061,0.72092,0.16103
12.86875,14.33114,-2.52021,1.01049,0.41487
12.70855,13.30983,-2.82095,1.34565,1.15315
12.81208,13.38930,-1.68629,1.11997,0.34073
12.60557,13.60865,-0.06428,0.97582,1.11752
12.80652,14.34321,-2.59092,0.99804,0.70797
13.18675,13.33461,-1.09299,1.02368,1.03457
12.97793,13.35882,-1.06672,0.71884,0.37209
13.20578,13.38848,-0.10576,1.05185,0.71738
12.84216,14.04242,-0.51059,0.96712,1.21283
13.27290,13.73241,-2.43517,1.39926,0.95795
13.25127,13.60993,-1.22104,1.34861,1.11360
13.03978,14.08808,-0.09019,1.09613,0.31043
12.50359,14.04135,-0.30834,0.78692,0.42182
13.29788,13.23495,-2.86605,1.41575,0.39417
12.56456,14.20571,-0.12537,0.80431,0.80362
12.78644,13.55943,-2.42697,1.03680,0.60780
12.62482,14.14543,-0.98683,1.25762,1.41725
12.48440,13.65329,-1.68133,0.98921,0.43381
12.41742,14.06061,-2.88758,0.98400,0.26794
13.19555,13.52166,-2.14813,1.29413,0.88665
13.05623,13.96600,-1.79855,1.05247,1.26354
13.17266,13.92835,-0.61558,1.21110,0.94557
12.47680,13.96259,-0.59049,0.82967,0.38930
13.14845,14.32372,-2.89528,0.85639,0.27369
12.81657,13.72196,-1.36152,1.43691,0.69138
12.70311,14.14155,-1.40361,0.93823,0.11888
13.15918,13.28777,-0.43681,0.95340,0.22988
13.09936,14.20220,-1.81512,1.48485,0.10271
12.58916,13.80545,-0.75901,1.01656,1.01790
13.22028,13.35183,-0.33300,0.86120,1.44856
12.73063,14.02527,-0.09074,0.83263,0.30206
12.75700,13.38990,-0.50267,0.89341,0.76183
13.27931,13.61714,-0.92373,0.95095,1.38481
13.22801,13.63564,-0.39878,1.16280,0.21818
