# logM_cut, logM_1, logsigma, alpha, kappa
12.91854,14.08610,-0.61969,1.12098,0.75442
12.84453,13.62525,-1.26639,0.81927,1.48887
12.72173,13.71431,-2.97860,0.73624,0.48712
12.98939,14.20298,-0.28083,1.48096,0.08548
13.27582,13.44745,-1.68336,0.88786,0.40884
12.58402,14.29766,-1.55901,1.14775,0.66585
12.98368,13.43510,-0.65897,0.77354,0.55694
12.78551,13.91774,-1.57181,1.24806,0.57522
13.16732,14.23692,-0.06216,0.78797,0.44469
12.77033,13.59984,-2.20304,1.09070,0.28541
13.26099,14.17859,-2.34387,0.93877,1.13642
12.44165,13.24652,-1.28290,1.19635,0.95213
12.52797,13.65551,-2.01756,1.17144,1.35738
12.92103,14.24033,-1.21872,1.31940,0.61722
13.17969,14.05584,-2.23544,1.41454,0.86694
12.71281,13.48060,-1.81402,0.90101,0.33946
13.21128,13.84528,-2.21330,0.91915,1.42784
13.02042,13.49049,-2.94552,1.42702,0.51765
13.24175,13.35319,-1.31021,1.43683,0.89201
13.18996,13.61617,-2.67526,0.91205,0.00209
12.63145,13.21450,-0.15090,0.87105,1.10267
12.41542,14.03954,-1.41985,1.10663,1.10504
12.62159,13.64562,-0.94316,1.34331,0.68057
12.70619,13.40096,-1.77517,0.71478,0.37795
12.90348,13.80598,-0.99345,0.98827,1.25916
13.11163,13.23025,-2.75463,1.12323,0.99788
13.05137,14.34925,-1.17666,0.88331,0.75634
12.91483,13.43336,-1.85838,0.98348,1.31056
13.23350,13.96508,-2.73743,1.38474,1.37268
12.77804,14.18405,-2.99525,0.82126,1.09072
12.49281,14.28181,-0.86326,0.71273,0.85348
12.77791,13.37250,-1.25482,1.24104,0.79383
12.85953,13.81652,-1.53376,0.85356,0.58916
12.53826,14.04723,-2.38377,0.71651,0.20615
12.83961,14.34519,-2.71927,1.31438,0.20209
12.74557,13.71773,-2.49494,0.91157,1.41832
13.22118,13.33767,-2.56475,0.86744,1.47339
13.16785,14.09919,-1.95311,1.26107,0.25954
12.52835,14.23861,-2.45988,1.24783,0.09975
12.54639,14.02295,-1.58906,1.07539,0.57047
12.93332,13.85372,-2.99078,1.15724,0.17019
13.26996,14.03205,-2.53702,1.08841,0.13292
13.22590,13.47066,-1.93914,0.80774,0.09242
12.40821,13.48993,-2.96433,1.41418,0.80415
13.01088,13.83374,-1.72353,1.01535,1.15108
13.29897,13.68986,-0.59727,1.45699,0.63360
13.22194,13.60898,-0.62213,1.01285,0.78575
12.88779,13.72605,-0.39050,1.48548,0.56221
13.25806,13.83080,-1.82496,1.04921,0.36012
12.59528,13.74693,-2.30065,1.20427,1.16062
12.72544,13.75440,-1.58955,1.19234,1.34449
12.79049,13.64497,-2.43317,1.25157,0.78021
12.46743,13.80865,-2.29607,0.82210,0.09271
12.66042,13.75145,-2.25182,0.93742,0.49218
12.95945,14.35222,-2.89054,0.78908,0.51079
13.16913,14.03703,-1.46070,1.38045,0.38196
13.06490,13.68907,-0.04656,1.35627,1.41995
13.29004,14.18088,-2.55452,1.05678,1.00629
13.06336,13.42986,-0.51633,1.39055,0.94184
13.00704,13.91283,-1.64957,1.06314,0.74983
13.00155,13.90316,-0.72620,1.41175,0.25676
13.25844,14.08580,-0.79144,1.41012,1.22862
12.47786,13.21085,-1.04596,1.04088,0.63802
13.13465,13.59969,-1.08421,1.14146,0.90869
12.92058,13.89701,-0.49090,1.12597,0.50643
13.01945,13.81442,-2.94987,1.03050,0.66753
13.09443,13.86589,-1.03944,0.80685,1.23869
13.04509,14.01437,-0.51380,1.05523,1.09489
12.62247,13.87086,-2.09204,1.43441,0.23802
13.09041,13.74993,-0.68089,1.39254,0.32756
13.23940,13.85664,-0.03543,0.77307,1.23019
12.57762,14.27751,-2.47942,0.94479,0.73700
13.23082,13.65907,-1.47752,1.18906,0.79663
13.29492,14.34977,-2.89367,1.15928,1.19148
12.42182,14.34637,-2.04951,1.24533,0.45196
12.99748,13.38531,-1.96488,0.76201,1.19599
12.49780,14.19923,-2.92173,0.93693,0.48627
12.78353,13.28563,-2.65517,0.80330,1.33502
12.50476,13.20058,-0.22355,1.28887,0.07405
13.02710,13.66777,-1.66603,1.25516,0.42050
12.56211,13.26447,-2.01365,1.27731,1.17173
13.03992,13.97659,-1.38986,1.46373,1.20374
12.72698,14.19164,-2.11758,1.13450,0.89819
12.85757,13.93362,-1.30125,1.35203,0.70011
12.72824,14.00962,-0.32059,1.00757,0.96431
12.47047,13.85549,-0.82355,1.30851,1.05511
12.92143,13.64256,-0.66501,1.41648,0.73164
12.79716,13.69014,-2.67256,1.19560,0.50618
12.90773,13.32752,-1.56147,1.27273,0.22083
13.04791,14.29871,-2.31126,1.33339,0.26563
12.69571,13.74122,-1.58802,1.15994,0.67875
12.71751,14.16338,-0.17959,1.46862,0.89250
12.90661,14.22944,-1.42695,0.78076,0.87759
13.22037,13.30947,-0.90674,1.34358,0.02754
13.24116,14.33709,-2.04804,1.02495,0.56933
13.29786,13.99326,-2.04937,0.88244,0.53561
12.84694,13.26050,-1.03090,0.99110,0.56185
13.07514,14.00831,-2.32434,1.44057,0.19963
12.48232,13.98838,-0.39470,1.01170,1.18655
12.51837,13.35226,-0.01243,0.89286,0.07208
12.75412,13.39636,-2.33449,1.21058,0.04822
12.96546,13.26535,-0.10394,1.26367,1.08672
12.53376,13.92682,-1.40609,1.36646,0.21687
12.75228,13.82157,-1.40882,1.25288,0.70165
13.05180,13.66015,-1.75161,0.87186,0.96715
12.92746,14.27804,-2.65981,1.03330,0.61615
13.15576,13.33144,-1.19708,0.87770,1.32838
12.66302,13.25835,-0.55159,1.45722,1.46922
13.06279,13.46707,-1.39489,0.82869,1.16336
12.95091,13.79552,-0.84553,1.08891,0.91255
12.43786,14.36445,-1.29679,1.00014,0.86549
13.22337,14.24370,-1.29632,0.98150,1.38682
12.72073,13.62222,-0.69144,1.08772,1.17542
13.11977,13.51468,-2.11453,1.05635,1.33241
13.21733,13.64402,-0.40453,1.39844,1.10306
12.75243,13.38794,-0.91674,0.85088,0.26122
12.85906,14.12586,-1.53895,0.93901,0.03499
12.67075,14.11622,-2.32259,1.34799,0.76646
12.99303,14.23020,-0.07113,1.45006,1.22669
12.48901,14.15832,-0.11003,1.09029,0.17559
12.60994,14.32332,-0.97212,0.77980,0.43437
13.02353,13.75356,-0.38142,1.25812,1.22997
13.07029,14.07759,-0.85138,1.44483,0.50904
13.24322,13.70568,-2.17991,0.99718,0.36098
12.56148,13.74678,-0.63929,1.34395,0.68539
12.87434,14.02218,-2.62652,0.99776,0.41841
12.51231,14.14393,-1.50792,0.94273,1.27102
13.21712,13.28702,-1.82343,1.12361,1.24624
12.41531,14.32077,-1.60455,1.05898,1.07630
12.90878,13.56773,-1.40755,0.98516,1.38783
12.43459,13.50307,-2.48067,1.35542,0.74320
12.62013,13.65007,-0.30171,0.93544,0.65485
13.01178,13.22480,-0.77725,1.03502,0.25903
12.93007,13.65077,-1.09550,0.76183,1.28116
13.24072,13.93829,-0.86648,0.83945,0.17149
13.06185,13.33772,-1.57400,1.11338,0.98490
13.21451,13.96479,-1.15249,0.93405,1.46483
12.47392,14.16382,-2.25223,0.89309,0.54429
12.57957,13.91978,-1.60812,0.78318,0.44353
13.09658,14.20901,-1.33826,0.85598,0.75418
12.76818,13.38950,-2.78665,1.14226,1.28067
12.72120,13.68155,-1.85439,1.28967,0.74311
12.41366,13.53436,-1.89083,0.96187,0.68186
12.47967,14.31531,-0.76389,0.85436,1.34305
12.51816,14.07457,-1.33955,0.88094,0.78638
13.19959,13.52020,-0.33710,1.03875,0.15988
12.82746,14.35722,-2.49264,0.70322,0.93550
12.60911,14.10599,-0.84794,1.14509,0.97246
13.16205,13.70963,-0.20120,1.27323,1.03334
13.22895,14.27594,-0.80694,1.17920,1.23205
12.46790,14.33987,-1.18983,0.76191,0.87423
12.77377,13.88753,-2.18835,1.14705,0.67260
13.22036,14.38182,-0.30553,1.20366,0.78842
12.74778,13.93386,-0.42673,1.27837,0.49572
13.25933,14.12537,-2.36483,1.03373,0.29289
12.86532,14.35676,-0.78723,1.38200,0.95475
12.90797,14.26649,-0.47698,1.10287,1.24130
13.29114,13.65402,-1.04703,1.45871,0.07218
12.65801,13.82155,-2.03266,0.72542,1.21041
13.00676,14.06500,-1.26278,1.10219,0.69409
12.67416,13.46971,-2.77996,0.82154,0.28877
12.43128,14.32815,-0.75449,1.29311,0.73367
12.97476,13.20822,-1.40904,0.92412,1.46645
12.74242,13.59754,-2.95146,0.83941,0.23338
12.86967,13.65711,-2.53062,1.21637,0.61417
12.75736,13.92172,-0.41141,0.91655,0.15122
12.41961,13.85436,-2.52581,0.76441,0.94073
12.41315,13.75595,-2.72086,0.86157,0.62855
12.45162,14.11061,-0.26340,1.09515,1.48216
12.76985,13.46672,-0.44584,0.84645,0.40212
12.84858,13.81995,-1.69822,0.71965,0.69126
13.01605,13.83162,-0.23101,1.14904,0.03637
13.19734,13.71181,-1.06303,0.77926,0.91503
12.61800,14.00266,-1.83091,1.18875,0.72613
12.68258,14.20895,-2.07355,1.16875,0.27761
12.54089,13.49914,-0.05438,1.14416,1.10336
12.69104,14.36764,-1.06923,1.23012,0.78594
12.43077,13.55959,-2.51859,1.19667,0.66505
12.64960,14.39094,-0.88166,1.12472,1.45702
12.50461,13.59480,-2.74399,1.32542,0.26664
12.68415,14.33262,-2.50584,1.40386,0.31278
12.69466,13.24142,-2.61303,0.94161,0.31349
12.68777,13.81144,-1.74197,1.02954,0.51975
12.79635,13.65615,-0.40305,0.70568,1.05140
12.54457,13.23104,-1.46891,0.98902,0.47811
13.04852,13.32666,-0.78769,1.42042,1.13843
12.47883,14.13503,-0.44900,1.13530,0.21868
12.71964,13.52265,-0.95649,1.07339,0.98200
12.61213,14.04462,-0.09723,0.73034,0.58379
13.11210,13.69045,-1.97101,0.86131,0.85458
12.82478,13.94668,-1.17935,1.37364,1.43060
12.49492,14.00078,-1.18777,1.08838,0.14591
13.23719,14.07856,-1.71134,1.17367,0.17937
13.27659,13.93016,-0.97388,1.37484,1.20425
12.74731,13.32421,-0.32859,1.49886,0.08262
12.73085,13.61623,-1.94943,0.89983,0.36465
