# logM_cut, logM_1, logsigma, alpha, kappa
12.88585,13.58791,-0.46223,1.26808,0.39619
12.46441,13.73072,-0.25863,0.94719,0.69428
12.84642,14.13366,-2.72061,0.96586,0.86325
12.76808,13.77081,-2.32982,1.21183,1.23015
12.97455,13.84494,-2.64862,1.08288,0.95746
13.24654,13.52417,-2.80967,0.97474,1.07892
13.28700,13.86787,-1.12958,1.28720,0.54716
13.15193,13.83582,-2.88107,1.13448,0.06853
13.06270,14.17378,-0.26570,0.77858,0.82978
13.20061,14.20108,-1.57513,0.84731,0.75585
12.84805,14.22122,-1.34059,0.92207,0.22826
13.14956,13.30732,-2.59071,0.87475,1.46485
12.94526,13.23975,-2.01370,0.79444,0.89265
12.63014,14.06462,-0.36695,0.76712,0.31229
12.97553,14.25555,-0.30146,1.10660,0.52536
12.68815,13.80640,-2.01819,1.20120,0.39210
13.07367,14.28075,-0.05931,1.02923,0.92141
13.04812,14.32790,-1.43856,0.89739,1.32282
12.62274,14.31253,-1.05115,1.15641,0.79165
12.95373,14.18069,-2.61591,0.99318,0.55604
12.43181,13.25255,-1.09192,1.44442,0.02971
12.46908,13.55444,-1.22031,1.32102,1.11995
13.11030,13.68141,-1.04321,0.98673,0.86872
12.90110,13.61310,-2.79221,0.82397,0.36002
13.28019,14.36879,-2.25618,1.18058,0.80140
13.10226,13.66012,-0.28381,1.03094,0.48104
12.49091,13.25565,-2.45029,0.82263,0.85071
12.64137,13.36297,-0.14843,1.18318,0.92522
12.43086,14.26992,-0.53525,0.87784,0.76808
13.24110,13.48968,-2.81713,0.72755,0.15297
12.66832,14.09214,-0.81852,1.20995,1.07927
13.27775,13.63212,-1.58232,1.16068,1.40602
12.76418,13.24021,-1.69995,1.37318,0.69171
12.44174,13.46010,-0.63344,0.89938,0.38870
13.18455,13.40261,-1.95457,1.00940,0.41019
12.47460,13.20695,-0.47534,1.03116,1.37230
12.93951,14.08833,-1.66563,0.81939,0.41646
13.06183,13.43772,-1.49708,1.11079,1.22908
12.49758,13.43804,-1.77969,1.21465,1.33960
13.28042,14.03547,-2.75314,1.11571,0.69955
12.41100,14.16557,-1.75542,1.14602,0.72796
12.93964,14.16618,-0.86342,0.82511,0.10215
12.99397,14.08700,-0.37011,1.12415,0.89829
12.59809,13.36807,-0.13864,1.46578,1.18990
12.95593,13.91602,-2.19573,1.28258,1.47381
12.42302,14.15556,-0.89355,0.71738,1.19006
12.42932,13.55989,-2.23853,1.11005,0.84402
13.17556,13.23203,-1.45753,0.94058,0.29093
12.78054,13.66500,-2.05754,1.25507,0.53445
13.07764,13.82930,-1.09490,0.89528,0.54911
12.82612,13.28437,-0.92748,1.11456,0.01029
12.58709,13.28326,-0.16386,0.76662,1.19418
12.90136,14.11649,-1.04055,1.19390,0.94417
12.72935,14.38534,-2.14913,0.73983,1.20976
12.75974,13.99751,-2.19973,1.35031,1.48673
13.09844,13.63403,-2.19664,1.44935,0.04528
12.40383,13.49790,-2.93462,0.83210,0.51068
12.86342,13.30173,-0.44359,1.14353,1.39182
12.49124,14.05920,-2.27577,1.13165,0.79859
12.75068,13.82206,-0.46587,0.82553,0.38948
12.62246,14.02743,-1.31231,1.02963,0.74504
12.74460,13.76596,-2.71404,0.83816,0.16324
13.25180,14.24224,-0.05883,1.31034,0.40378
12.79755,14.21653,-1.92809,0.73610,0.31931
13.09351,14.32267,-0.14091,1.33851,0.13755
13.20547,14.10769,-0.28752,0.79373,1.08847
12.54772,13.28316,-0.07423,0.85344,0.99323
12.60712,13.90470,-0.60383,1.00527,0.59144
12.85757,13.84990,-1.88665,0.77770,0.49056
12.52578,13.53896,-0.00501,0.98281,1.11900
13.25714,13.98991,-0.75100,0.98409,0.35672
12.78532,14.21219,-2.58753,1.37141,0.50985
12.57510,13.25975,-0.92721,0.85679,0.78887
13.20160,13.72468,-2.33912,1.10593,0.04292
12.82315,13.25736,-0.68716,1.24087,0.58965
12.92999,13.85353,-1.12499,1.00286,0.00237
12.40793,13.47422,-2.81030,1.24403,0.92597
12.53889,14.38243,-1.12305,1.13437,0.33677
12.87693,13.43483,-2.92511,0.90263,1.17513
12.85955,14.03295,-0.22348,1.12539,1.07142
13.10406,13.66551,-2.23963,1.38631,0.19139
13.25933,13.77652,-0.59825,1.30693,0.40961
12.97236,14.24773,-2.95889,0.96728,0.48010
